Employee_ID,Weekly_Hours,Projects_Completed,Experience_Years,Performance_Score,Satisfaction_Score,Teamwork_Score,Department,Education_Level,Work_Model,Gender
922,33,5,11,77,88,1,Marketing,PhD,On-site,Female
923,41,5,21,69,100,8,HR,Bachelor,On-site,Male
924,48,4,8,80,39,10,Engineering,Master,On-site,Male
925,41,5,21,51,39,3,Marketing,Master,Remote,Male
926,53,5,4,46,77,9,Finance,Bachelor,Remote,Other
927,45,7,6,62,97,4,Marketing,Master,Hybrid,Other
928,38,5,6,62,62,10,Finance,Master,Hybrid,Female
929,33,4,30,83,53,7,Finance,Master,Remote,Male
930,30,5,18,46,50,4,HR,Bachelor,Remote,Male
931,58,3,7,56,59,1,Engineering,Master,Remote,Other
932,34,7,1,81,87,6,Finance,Master,On-site,Male
933,54,6,18,74,50,3,Sales,Bachelor,Remote,Female
934,46,7,21,75,37,7,Sales,PhD,Hybrid,Female
935,47,6,11,49,55,0,HR,Bachelor,Remote,Male
936,56,3,30,87,95,1,Engineering,Master,Remote,Male
937,58,11,20,45,43,10,Engineering,Master,Hybrid,Male
938,60,5,17,95,89,3,Engineering,High School,Hybrid,Male
939,59,4,12,91,51,3,Sales,PhD,On-site,Female
940,49,9,27,68,54,3,Finance,Master,On-site,Female
941,34,7,13,42,42,10,Sales,High School,On-site,Other
942,30,11,29,88,50,10,HR,High School,Remote,Male
943,32,2,23,64,76,8,Marketing,High School,Hybrid,Male
944,43,8,18,87,84,9,Sales,PhD,Hybrid,Male
945,46,7,2,67,48,9,Marketing,Master,On-site,Male
946,51,5,17,50,91,9,Sales,Master,Remote,Other
947,40,6,27,81,63,6,Sales,PhD,Hybrid,Other
948,33,5,11,76,92,3,Finance,Bachelor,Remote,Female
949,32,5,12,66,89,0,Engineering,High School,Remote,Other
950,60,7,8,61,89,6,HR,PhD,Hybrid,Male
951,60,9,11,49,60,7,HR,High School,Remote,Other
952,30,7,18,67,98,8,Sales,High School,Remote,Male
953,41,3,13,51,36,8,Engineering,High School,On-site,Female
954,47,6,15,92,69,1,Finance,Bachelor,Remote,Other
955,33,1,4,56,82,7,Engineering,High School,On-site,Other
956,48,5,26,44,94,9,Marketing,Bachelor,Remote,Male
957,39,7,23,54,91,3,Marketing,High School,Hybrid,Female
958,32,4,29,91,95,1,Engineering,High School,Hybrid,Male
959,55,1,22,54,89,7,Engineering,Master,Remote,Other
960,50,7,10,48,39,7,Finance,Master,Hybrid,Other
961,46,3,25,50,64,8,Marketing,High School,Hybrid,Male
962,34,5,9,77,93,5,Marketing,Bachelor,Remote,Male
963,30,3,12,58,45,7,Engineering,Bachelor,Remote,Female
964,34,7,18,78,81,3,Finance,Master,Remote,Female
965,47,4,17,79,56,9,Marketing,High School,Remote,Male
966,59,6,25,79,32,5,Finance,Bachelor,Hybrid,Male
967,59,4,4,61,55,0,HR,High School,Hybrid,Female
968,50,11,13,87,71,3,Marketing,High School,On-site,Other
969,32,2,25,98,62,6,HR,PhD,Hybrid,Female
970,49,4,9,86,59,9,Finance,Bachelor,Hybrid,Other
971,57,4,13,41,56,8,Finance,PhD,Hybrid,Male
972,30,1,22,100,71,7,HR,Master,On-site,Other
973,50,4,6,75,85,2,HR,High School,Hybrid,Male
974,36,8,24,80,77,10,Marketing,High School,Hybrid,Female
975,45,2,0,92,87,2,HR,PhD,On-site,Male
976,48,7,16,48,39,1,Marketing,Bachelor,Hybrid,Other
977,55,7,20,51,59,7,Marketing,High School,Remote,Female
978,53,6,26,79,77,1,Marketing,High School,Hybrid,Other
979,36,6,1,40,88,2,HR,Bachelor,On-site,Other
980,54,6,24,52,64,8,Engineering,PhD,Remote,Male
981,32,2,16,45,98,1,Finance,Bachelor,Hybrid,Other
982,42,7,29,95,44,4,Engineering,Master,Remote,Other
983,39,7,13,76,83,3,Sales,Bachelor,Remote,Other
984,34,3,20,72,100,10,Engineering,Bachelor,On-site,Other
985,54,6,22,61,44,7,Engineering,PhD,Hybrid,Female
986,35,7,24,71,94,10,HR,PhD,Remote,Other
987,53,4,0,75,76,2,Marketing,Master,On-site,Female
988,32,1,30,94,84,2,Finance,High School,Hybrid,Male
989,50,1,21,69,61,3,Engineering,High School,Remote,Female
990,44,5,2,97,80,0,Finance,PhD,On-site,Other
991,50,4,5,69,46,10,HR,Master,On-site,Other
992,40,7,20,84,43,9,Sales,High School,Hybrid,Female
993,34,6,1,97,61,2,Marketing,Bachelor,Hybrid,Female
994,30,3,10,72,75,9,Sales,Master,Hybrid,Male
995,51,2,10,62,45,1,Marketing,High School,On-site,Male
996,36,7,14,40,90,2,Marketing,PhD,Hybrid,Male
997,59,5,0,42,87,4,Finance,Bachelor,Hybrid,Female
998,49,9,2,79,60,10,Marketing,PhD,Remote,Male
999,50,5,2,89,63,6,HR,Master,Remote,Female
1000,38,5,12,97,98,0,Sales,Bachelor,Remote,Female
1001,57,7,1,94,86,4,Marketing,High School,Hybrid,Male
1002,57,7,11,91,71,1,Marketing,PhD,On-site,Other
1003,50,1,25,67,50,1,Engineering,Master,On-site,Female
1004,52,6,4,53,87,10,Engineering,PhD,On-site,Other
1005,58,5,12,91,69,7,Engineering,Master,Remote,Other
1006,36,5,14,40,35,5,Finance,Master,Hybrid,Other
1007,40,4,10,40,58,2,Sales,Bachelor,On-site,Male
1008,46,7,7,44,38,1,HR,Master,Remote,Other
1009,79,4,5,80,44,8,HR,PhD,Remote,Male
1010,39,4,21,83,48,2,Finance,PhD,On-site,Female
1011,48,8,6,49,31,1,Finance,PhD,On-site,Female
1012,48,7,6,76,63,0,HR,High School,On-site,Other
1013,35,9,5,49,45,4,Marketing,Master,Hybrid,Female
1014,44,5,22,90,82,10,Engineering,Bachelor,Remote,Other
1015,57,7,0,60,43,3,Marketing,Bachelor,On-site,Other
1016,57,5,22,70,30,6,Finance,PhD,Remote,Female
1017,50,4,0,99,92,1,Marketing,Master,On-site,Male
1018,57,5,5,66,83,3,Finance,High School,Remote,Male
1019,34,6,29,75,30,2,Sales,Master,On-site,Male
1020,40,6,20,64,81,5,HR,Master,Hybrid,Other
1021,53,7,26,98,68,4,HR,PhD,Hybrid,Male
1022,39,4,11,46,84,5,Sales,PhD,Remote,Female
1023,45,5,15,81,73,7,HR,Bachelor,On-site,Male
1024,54,7,7,86,59,2,Sales,Bachelor,Remote,Male
1025,31,3,21,52,66,0,HR,PhD,Remote,Other
1026,41,4,18,72,73,8,Marketing,Bachelor,Remote,Female
1027,42,8,15,58,97,8,HR,Bachelor,Hybrid,Female
1028,39,8,8,94,44,0,Engineering,Master,Remote,Female
1029,49,4,7,68,77,3,Marketing,PhD,On-site,Other
1030,57,4,7,99,74,6,HR,High School,On-site,Other
1031,48,7,26,89,83,9,Finance,PhD,On-site,Female
1032,52,4,9,84,83,1,Sales,High School,Hybrid,Other
1033,35,10,22,99,48,5,HR,PhD,On-site,Other
1034,34,4,6,88,47,6,HR,PhD,Remote,Female
1035,32,4,26,92,37,0,Finance,High School,On-site,Male
1036,57,3,17,61,78,4,Engineering,Bachelor,On-site,Other
1037,58,1,10,90,85,0,Sales,High School,Remote,Female
1038,56,4,24,79,35,9,HR,Master,On-site,Female
1039,46,3,0,78,36,2,Finance,Master,Hybrid,Other
1040,41,7,5,69,51,10,Sales,PhD,Remote,Male
1041,33,2,3,84,78,3,Engineering,Bachelor,Remote,Female
1042,49,6,16,81,78,7,Sales,High School,On-site,Male
1043,34,9,20,98,88,0,Finance,High School,Remote,Other
1044,31,8,4,65,67,3,Finance,Master,Hybrid,Other
1045,34,3,19,52,55,1,HR,Master,Hybrid,Male
1046,56,8,5,56,88,4,HR,Master,Hybrid,Female
1047,30,4,9,44,80,3,Marketing,Master,Hybrid,Other
1048,58,7,22,44,53,9,Finance,Master,On-site,Female
1049,46,4,28,47,39,3,Finance,High School,Hybrid,Female
1050,56,1,10,79,78,10,Engineering,Bachelor,Hybrid,Male
1051,49,6,14,80,79,2,Sales,PhD,Remote,Other
1052,34,6,11,99,92,9,Sales,Bachelor,Hybrid,Other
1053,47,6,25,91,98,10,Marketing,Master,Remote,Male
1054,43,4,23,57,43,10,HR,High School,Hybrid,Female
1055,41,4,30,64,89,4,Sales,PhD,Hybrid,Female
1056,48,1,17,58,94,6,Engineering,PhD,Hybrid,Other
1057,30,3,9,54,86,4,Sales,PhD,Hybrid,Male
1058,38,6,7,71,71,3,Marketing,Bachelor,Remote,Other
1059,30,4,8,44,40,5,Finance,Bachelor,Remote,Female
1060,42,2,15,89,71,5,Marketing,PhD,On-site,Female
1061,58,6,5,64,41,3,Engineering,PhD,Remote,Female
1062,36,4,30,100,50,8,Marketing,Bachelor,Remote,Female
1063,52,1,5,93,38,1,Sales,Bachelor,On-site,Male
1064,33,4,15,74,70,2,Engineering,High School,Remote,Other
1065,57,6,22,77,41,0,Engineering,High School,Hybrid,Female
1066,34,4,5,85,71,1,Finance,PhD,On-site,Female
1067,55,6,15,41,42,6,Engineering,Master,On-site,Female
1068,42,4,12,52,51,10,Finance,PhD,On-site,Other
1069,41,3,4,99,79,6,Finance,Bachelor,Remote,Other
1070,30,4,11,48,92,9,Engineering,Bachelor,On-site,Other
1071,42,3,24,60,59,0,Engineering,Master,Remote,Female
1072,38,8,9,64,93,1,Engineering,High School,Remote,Male
1073,41,1,28,88,99,8,Marketing,PhD,Remote,Other
1074,59,4,13,71,35,0,Marketing,Bachelor,On-site,Other
1075,46,5,24,55,87,6,HR,High School,On-site,Female
1076,30,4,25,85,73,1,Marketing,High School,Remote,Other
1077,58,8,4,87,69,4,Finance,Master,Remote,Female
1078,42,5,13,57,76,9,Marketing,High School,Remote,Other
1079,55,5,9,62,77,6,Sales,Bachelor,Hybrid,Male
1080,59,1,5,83,50,8,Sales,High School,On-site,Female
1081,32,3,1,62,81,1,Sales,Bachelor,Hybrid,Male
1082,37,4,3,111,48,3,Finance,High School,On-site,Female
1083,47,5,18,80,41,7,HR,Master,Remote,Female
1084,45,4,1,75,55,2,Finance,PhD,On-site,Female
1085,31,4,18,84,61,4,Finance,Bachelor,Remote,Female
1086,52,7,6,57,79,7,Sales,High School,Hybrid,Other
1087,38,7,25,54,39,5,Finance,Master,Remote,Male
1088,45,6,0,78,38,6,Marketing,PhD,Remote,Other
1089,36,11,21,65,80,0,Sales,PhD,Hybrid,Male
1090,57,6,25,55,72,1,HR,High School,On-site,Other
1091,37,5,29,64,60,1,Finance,PhD,On-site,Other
1092,48,6,5,87,32,3,Sales,Master,On-site,Other
1093,50,6,22,48,59,8,Sales,High School,Hybrid,Female
1094,60,3,17,51,93,7,Finance,High School,Hybrid,Male
1095,47,4,10,51,95,7,HR,PhD,Remote,Female
1096,40,9,7,50,75,10,Engineering,Bachelor,Remote,Female
1097,30,4,22,51,34,1,Marketing,Bachelor,Remote,Other
1098,54,3,3,93,71,2,Sales,High School,Hybrid,Female
1099,47,7,6,48,38,0,Marketing,Master,Hybrid,Male
1100,57,5,23,94,60,4,Marketing,High School,Hybrid,Male
1101,39,3,19,87,38,9,Engineering,High School,Remote,Male
1102,41,5,19,42,78,2,HR,High School,Hybrid,Male
1103,48,3,23,41,78,1,HR,PhD,On-site,Male
1104,46,2,13,61,99,0,Sales,Bachelor,Remote,Male
1105,47,3,7,91,96,4,Finance,High School,Hybrid,Other
1106,57,6,26,82,75,7,HR,High School,Remote,Other
1107,36,4,3,84,54,2,HR,Master,On-site,Female
1108,50,4,6,88,71,10,HR,Bachelor,On-site,Male
1109,32,4,7,46,88,9,Finance,PhD,Hybrid,Other
1110,60,6,3,40,73,10,Finance,PhD,Hybrid,Female
1111,41,6,10,62,54,6,Finance,Master,Hybrid,Male
1112,49,5,25,77,53,6,Sales,High School,Hybrid,Other
1113,37,2,13,95,38,3,HR,High School,Remote,Male
1114,60,4,14,74,45,5,Finance,Master,Hybrid,Other
1115,38,1,13,99,72,6,Finance,PhD,Hybrid,Male
1116,39,5,24,98,63,5,Marketing,Bachelor,Remote,Male
1117,39,1,21,52,96,8,HR,High School,On-site,Other
1118,55,1,28,59,94,10,HR,Bachelor,On-site,Male
1119,50,9,11,90,47,1,Sales,PhD,Hybrid,Other
1120,38,6,3,86,86,8,Engineering,Master,Remote,Other
1121,54,3,19,75,76,8,Sales,High School,Hybrid,Female
1122,57,2,29,42,59,6,Finance,Master,Remote,Female
1123,42,4,20,97,93,8,Finance,High School,Remote,Male
1124,39,9,25,99,83,4,Engineering,PhD,On-site,Male
1125,51,2,27,46,42,8,Engineering,PhD,On-site,Female
1126,30,3,22,53,39,7,Engineering,High School,Remote,Other
1127,45,5,3,46,46,5,Finance,PhD,On-site,Female
1128,45,4,9,49,56,9,HR,High School,On-site,Other
1129,46,2,17,87,31,0,HR,High School,Remote,Other
1130,39,7,26,100,36,0,Marketing,High School,Remote,Female
1131,46,6,0,94,58,4,Engineering,Bachelor,On-site,Male
1132,37,3,26,91,43,10,Marketing,High School,Remote,Other
1133,55,6,12,45,43,7,HR,Bachelor,Hybrid,Male
1134,37,1,10,77,65,10,HR,Master,On-site,Female
1135,31,9,29,97,79,9,HR,High School,Hybrid,Female
1136,33,4,2,63,91,1,Marketing,High School,Remote,Male
1137,41,7,10,45,71,2,HR,Master,Hybrid,Male
1138,42,6,19,92,33,2,Marketing,PhD,On-site,Female
1139,44,7,11,81,83,3,Finance,Master,Hybrid,Male
1140,31,4,23,70,62,1,Engineering,PhD,On-site,Female
1141,60,5,7,93,32,3,HR,High School,Hybrid,Other
1142,33,9,22,58,89,7,Marketing,Master,Remote,Female
1143,51,5,3,55,30,1,Engineering,PhD,Hybrid,Other
1144,33,3,29,59,35,1,Engineering,Master,On-site,Female
1145,58,1,20,55,98,8,Marketing,High School,Remote,Other
1146,50,8,24,81,96,3,Marketing,PhD,Hybrid,Male
1147,41,4,20,49,83,7,Finance,High School,Remote,Male
1148,32,6,22,63,89,9,Sales,Bachelor,Remote,Other
1149,50,4,16,58,55,10,Sales,Master,Hybrid,Male
1150,44,2,12,62,58,3,Finance,High School,Hybrid,Female
1151,60,7,16,50,85,9,HR,Bachelor,On-site,Male
1152,48,5,19,100,48,6,Sales,PhD,Hybrid,Male
1153,50,4,3,73,57,5,HR,Bachelor,Remote,Male
1154,60,4,3,42,81,5,Sales,High School,Hybrid,Other
1155,44,5,30,74,78,3,Marketing,PhD,Hybrid,Female
1156,31,4,11,54,56,10,Engineering,PhD,Remote,Female
1157,33,5,15,40,77,5,HR,PhD,Hybrid,Female
1158,33,2,5,61,85,6,Marketing,Bachelor,On-site,Male
1159,45,6,14,85,56,3,Engineering,Bachelor,Hybrid,Female
1160,43,7,21,59,91,4,Engineering,Bachelor,Remote,Male
1161,53,4,3,48,32,6,Finance,High School,Remote,Male
1162,59,6,26,55,81,7,Marketing,High School,Hybrid,Other
1163,36,4,16,78,45,1,HR,Bachelor,Remote,Female
1164,32,3,3,53,67,6,Marketing,High School,Remote,Male
1165,51,7,30,88,41,3,Marketing,Master,On-site,Male
1166,49,6,6,59,53,2,Finance,Bachelor,Remote,Female
1167,49,4,23,46,61,7,Finance,High School,Remote,Other
1168,45,9,26,69,42,4,Engineering,Bachelor,Remote,Female
1169,58,5,12,89,36,2,Marketing,Bachelor,Remote,Male
1170,40,9,29,98,69,10,Marketing,Master,On-site,Male
1171,58,3,13,70,95,0,Finance,High School,On-site,Other
1172,57,3,29,85,87,5,Marketing,Master,On-site,Other
1173,54,1,20,42,76,0,Sales,Master,Hybrid,Other
1174,36,3,17,51,60,5,Finance,PhD,On-site,Female
1175,42,5,1,75,30,4,Marketing,Bachelor,On-site,Female
1176,30,5,5,71,84,0,HR,High School,Remote,Female
1177,37,6,28,91,59,10,Marketing,Bachelor,Hybrid,Male
1178,52,5,16,65,83,7,Finance,High School,Hybrid,Other
1179,50,6,9,79,31,6,Engineering,PhD,Hybrid,Female
1180,36,3,13,94,78,1,Engineering,Master,Hybrid,Female
1181,37,4,26,72,70,4,Marketing,PhD,On-site,Female
1182,31,4,26,58,32,0,Engineering,Bachelor,On-site,Male
1183,55,8,25,92,96,6,HR,PhD,Hybrid,Male
1184,39,2,8,40,78,10,Engineering,Master,On-site,Female
1185,58,7,6,63,31,10,Marketing,High School,On-site,Female
1186,40,8,16,95,37,8,Sales,Master,Hybrid,Male
1187,56,5,11,64,83,6,Engineering,Master,Hybrid,Male
1188,36,2,12,70,54,6,Sales,Bachelor,On-site,Other
1189,37,5,14,81,55,2,Marketing,PhD,On-site,Other
1190,58,4,8,52,30,1,Marketing,PhD,Hybrid,Other
1191,48,4,28,86,50,6,Marketing,PhD,On-site,Male
1192,56,4,29,57,74,3,HR,Bachelor,Remote,Other
1193,47,11,17,89,49,6,Finance,Bachelor,Hybrid,Other
1194,48,2,3,80,48,4,Engineering,High School,Hybrid,Female
1195,50,3,11,72,57,8,HR,PhD,Remote,Male
1196,43,8,14,77,36,10,Sales,Master,On-site,Male
1197,38,2,8,66,71,9,Sales,High School,Hybrid,Female
1198,40,5,2,73,70,3,Marketing,Bachelor,On-site,Other
1199,41,5,18,73,95,8,Marketing,High School,On-site,Female
1200,44,4,2,61,69,10,Engineering,Master,Hybrid,Other
1201,53,5,23,91,54,5,HR,Bachelor,On-site,Male
1202,46,4,21,69,36,1,Sales,PhD,On-site,Female
1203,37,1,4,88,62,3,Engineering,PhD,Hybrid,Other
1204,41,8,29,61,46,1,Sales,Bachelor,On-site,Male
1205,46,4,17,64,80,6,Sales,PhD,Hybrid,Female
1206,53,4,23,82,58,1,Engineering,Bachelor,Hybrid,Male
1207,38,4,16,53,34,9,Marketing,PhD,Remote,Other
1208,31,5,28,58,38,6,Sales,PhD,Remote,Female
1209,54,9,5,45,40,3,Marketing,High School,On-site,Female
1210,32,6,15,76,43,2,HR,PhD,Hybrid,Other
1211,57,8,18,93,93,6,HR,Master,Remote,Male
1212,60,6,1,76,67,6,Finance,Bachelor,Hybrid,Male
1213,52,3,17,50,65,4,Engineering,Bachelor,On-site,Other
1214,55,8,13,71,87,1,Sales,Bachelor,Hybrid,Female
1215,57,8,17,66,41,0,Sales,Master,Hybrid,Female
1216,45,4,13,55,68,10,Sales,Bachelor,On-site,Other
1217,49,6,29,86,63,5,Engineering,Bachelor,Remote,Female
1218,52,8,7,56,33,10,Engineering,Master,Remote,Male
1219,43,4,22,68,63,5,Sales,High School,Hybrid,Female
1220,31,6,6,83,90,8,Sales,High School,Hybrid,Female
1221,38,7,26,78,30,3,Finance,Master,Remote,Male
1222,58,6,20,70,55,3,Engineering,Bachelor,On-site,Other
1223,47,4,22,48,92,1,Engineering,High School,Remote,Other
1224,36,5,29,99,61,4,Sales,Master,Hybrid,Female
1225,56,5,15,72,66,1,HR,High School,Remote,Other
1226,56,7,6,80,69,10,Marketing,Master,Remote,Male
1227,49,4,1,100,76,10,HR,Master,On-site,Male
1228,60,3,0,92,56,9,Finance,Bachelor,Remote,Male
1229,42,4,17,51,68,10,Marketing,PhD,Hybrid,Male
1230,54,5,22,46,80,3,Finance,High School,Hybrid,Other
1231,50,4,21,100,30,3,Marketing,Master,Remote,Other
1232,49,3,4,40,78,0,Sales,High School,Remote,Female
1233,34,8,5,68,90,5,HR,Bachelor,Hybrid,Other
1234,60,7,13,60,39,7,Sales,Bachelor,Hybrid,Female
1235,31,5,27,43,57,4,Finance,PhD,Remote,Other
1236,48,4,6,97,47,1,Engineering,Master,On-site,Female
1237,56,6,22,61,86,10,HR,PhD,On-site,Other
1238,56,2,3,61,32,2,Sales,High School,Hybrid,Other
1239,40,10,11,98,72,6,Marketing,PhD,Remote,Other
1240,35,8,8,52,91,6,Marketing,PhD,Remote,Female
1241,54,6,8,56,56,0,Finance,High School,Remote,Female
1242,57,2,27,75,44,9,HR,PhD,Remote,Other
1243,44,5,12,87,89,6,Engineering,Bachelor,On-site,Male
1244,34,6,12,88,51,2,Marketing,PhD,Hybrid,Female
1245,42,2,2,76,41,7,HR,High School,On-site,Female
1246,36,7,27,44,98,10,HR,Master,Hybrid,Other
1247,32,3,11,95,81,8,Sales,Master,On-site,Male
1248,33,6,28,52,53,8,Engineering,Bachelor,Hybrid,Female
1249,50,3,2,67,52,8,Marketing,Bachelor,Hybrid,Female
1250,43,3,30,69,49,1,Sales,Master,Hybrid,Female
1251,50,2,13,71,60,10,HR,Bachelor,Hybrid,Other
1252,48,5,24,59,37,9,Sales,Master,Remote,Other
1253,42,2,29,73,40,4,Engineering,High School,Hybrid,Male
1254,51,3,24,41,78,3,HR,Bachelor,Hybrid,Other
1255,47,6,13,69,86,4,Finance,Master,On-site,Other
1256,56,2,18,48,92,4,HR,High School,Hybrid,Male
1257,33,5,2,60,80,2,Sales,PhD,Hybrid,Female
1258,49,4,25,89,51,0,Finance,High School,On-site,Other
1259,58,11,4,83,87,9,Engineering,Bachelor,On-site,Male
1260,55,5,0,96,63,7,Engineering,Master,On-site,Female
1261,40,4,21,72,39,7,Engineering,Bachelor,On-site,Female
1262,58,11,4,68,87,1,Finance,High School,On-site,Female
1263,39,5,23,96,67,1,Marketing,PhD,On-site,Female
1264,48,6,15,99,92,2,Finance,PhD,On-site,Male
1265,35,5,28,72,89,3,Sales,PhD,On-site,Female
1266,51,3,8,46,66,9,HR,High School,Hybrid,Female
1267,33,5,3,96,60,9,Sales,Bachelor,Hybrid,Other
1268,30,9,24,56,33,4,Finance,PhD,On-site,Male
1269,48,7,29,98,36,7,Finance,Master,Hybrid,Other
1270,51,5,2,73,99,4,Finance,High School,On-site,Male
1271,30,3,14,76,94,8,Marketing,PhD,Hybrid,Other
1272,51,5,26,68,30,8,HR,Bachelor,Hybrid,Male
1273,56,5,13,60,67,6,Finance,Bachelor,On-site,Other
1274,33,5,28,46,50,0,Marketing,PhD,On-site,Other
1275,34,5,12,74,37,10,Sales,Bachelor,Remote,Female
1276,52,6,14,92,97,10,Finance,Bachelor,Remote,Female
1277,33,5,12,87,78,2,Finance,Master,Hybrid,Other
1278,55,7,12,48,39,6,HR,Bachelor,Remote,Male
1279,47,8,15,52,61,4,Sales,Master,On-site,Other
1280,46,3,30,44,74,8,HR,Master,Hybrid,Female
1281,46,5,23,90,87,3,Marketing,Master,Hybrid,Other
1282,43,2,30,70,41,5,Finance,High School,On-site,Female
1283,36,5,14,60,54,4,Sales,PhD,On-site,Other
1284,49,6,2,82,39,5,Finance,Master,On-site,Other
1285,35,7,22,97,82,4,HR,High School,Remote,Other
1286,53,1,0,85,69,1,Sales,High School,On-site,Other
1287,30,4,12,74,59,5,Finance,Master,Hybrid,Other
1288,39,9,29,79,53,10,Sales,High School,On-site,Female
1289,54,4,16,82,82,0,HR,Bachelor,Remote,Other
1290,56,4,14,83,99,0,Sales,High School,Hybrid,Other
1291,52,4,4,54,52,5,Marketing,PhD,Hybrid,Male
1292,38,6,22,83,44,2,HR,High School,On-site,Male
1293,51,1,13,67,88,4,Engineering,PhD,On-site,Other
1294,42,12,3,62,76,1,Marketing,High School,On-site,Other
1295,51,8,29,86,37,2,Engineering,High School,Remote,Female
1296,34,5,17,61,62,6,Engineering,Bachelor,On-site,Other
1297,41,7,11,40,92,1,Marketing,PhD,On-site,Other
1298,41,7,24,95,68,7,Engineering,Master,Hybrid,Female
1299,37,4,29,62,81,3,Sales,High School,Remote,Female
1300,40,3,13,78,42,3,HR,PhD,Hybrid,Male
1301,40,6,14,98,90,9,HR,PhD,On-site,Female
1302,54,5,17,42,31,9,HR,High School,Hybrid,Female
1303,60,3,7,96,95,10,Finance,High School,Hybrid,Female
1304,43,3,9,62,65,5,Sales,Master,Remote,Female
1305,38,5,29,64,47,5,Engineering,PhD,Hybrid,Male
1306,47,5,22,72,69,0,Marketing,PhD,On-site,Male
1307,31,3,14,70,98,10,Marketing,Master,Hybrid,Other
1308,58,3,26,40,31,7,Marketing,High School,On-site,Other
1309,50,8,2,54,59,7,HR,High School,On-site,Other
1310,59,7,29,93,49,1,Marketing,High School,Hybrid,Female
1311,41,8,3,88,80,10,Sales,High School,On-site,Other
1312,54,5,20,81,60,1,HR,Master,Hybrid,Female
1313,53,2,4,53,92,2,Engineering,PhD,Remote,Other
1314,39,4,13,88,52,5,HR,High School,Remote,Male
1315,46,6,7,78,70,4,Engineering,High School,On-site,Female
1316,59,9,26,85,89,4,Engineering,Bachelor,Remote,Other
1317,48,6,6,68,55,3,Finance,Master,Remote,Female
1318,44,3,11,85,53,9,Engineering,PhD,On-site,Female
1319,34,4,28,61,80,5,HR,PhD,Hybrid,Female
1320,50,5,8,79,76,3,HR,PhD,Hybrid,Male
1321,53,4,25,64,43,3,Engineering,Bachelor,On-site,Female
1322,55,5,21,91,79,8,Sales,High School,Remote,Other
1323,36,5,1,60,73,4,HR,PhD,Remote,Other
1324,59,9,3,82,74,6,Engineering,Master,On-site,Female
1325,38,5,12,41,75,4,Sales,High School,On-site,Female
1326,56,2,4,93,70,8,Finance,Master,On-site,Male
1327,51,6,12,51,65,10,Finance,PhD,Remote,Other
1328,47,5,5,93,73,5,HR,PhD,Hybrid,Male
1329,49,3,24,77,37,5,Marketing,Bachelor,Hybrid,Other
1330,34,4,13,96,51,0,Engineering,PhD,On-site,Female
1331,40,16,22,60,43,2,HR,Master,On-site,Male
1332,38,1,11,51,71,0,HR,Master,Remote,Other
1333,37,6,20,98,97,2,Finance,Bachelor,On-site,Female
1334,46,7,23,99,59,7,HR,Master,On-site,Male
1335,47,3,2,62,44,6,Finance,High School,Remote,Female
1336,39,4,0,65,55,1,HR,Master,On-site,Male
1337,44,7,1,50,83,6,Finance,Master,On-site,Female
1338,49,9,25,85,59,5,Sales,Bachelor,Hybrid,Other
1339,54,2,17,96,62,9,Marketing,Master,Remote,Other
1340,44,5,24,43,100,9,Finance,High School,Hybrid,Male
1341,43,8,0,93,32,5,Finance,Bachelor,On-site,Female
1342,55,5,20,47,39,8,Finance,Bachelor,Hybrid,Male
1343,56,8,11,71,75,7,Engineering,PhD,On-site,Male
1344,30,8,20,58,78,4,Finance,High School,Remote,Female
1345,37,2,15,68,63,2,Engineering,Master,Hybrid,Female
1346,51,4,12,87,33,0,HR,Bachelor,Remote,Female
1347,41,5,12,41,35,6,Engineering,High School,Hybrid,Female
1348,32,4,20,85,73,1,HR,PhD,Remote,Male
1349,40,6,18,61,99,4,HR,Bachelor,Hybrid,Male
1350,38,9,28,64,40,2,Marketing,Bachelor,Remote,Other
1351,42,8,0,90,41,4,HR,High School,On-site,Female
1352,36,4,15,50,98,7,Engineering,Bachelor,On-site,Other
1353,39,3,13,84,66,3,Sales,High School,Remote,Male
1354,47,2,10,42,71,0,Finance,Master,On-site,Male
1355,60,2,8,96,68,10,Sales,High School,On-site,Other
1356,38,8,10,87,55,10,Marketing,Master,Remote,Other
1357,30,10,14,91,53,2,HR,PhD,Hybrid,Female
1358,36,11,27,40,90,6,Sales,Bachelor,On-site,Male
1359,54,3,13,98,85,0,Engineering,Master,Remote,Female
1360,30,6,20,49,48,2,Engineering,Bachelor,Remote,Female
1361,36,5,10,66,74,9,Finance,Bachelor,On-site,Other
1362,51,4,22,63,56,0,Marketing,High School,Remote,Female
1363,47,7,15,78,34,6,HR,PhD,Remote,Male
1364,30,4,6,84,39,7,HR,Bachelor,On-site,Other
1365,45,2,5,61,83,8,Engineering,Bachelor,Remote,Male
1366,30,8,27,40,75,6,Marketing,Bachelor,Remote,Female
1367,36,2,29,67,77,0,Sales,Bachelor,Remote,Other
1368,36,5,0,83,76,0,HR,Master,Hybrid,Female
1369,57,4,30,99,44,0,HR,High School,Hybrid,Female
1370,38,9,30,79,88,2,Engineering,Master,Remote,Male
1371,54,7,7,63,62,1,Marketing,PhD,Hybrid,Female
1372,50,3,22,96,55,9,Marketing,Bachelor,On-site,Male
1373,44,5,10,67,46,1,Finance,PhD,Hybrid,Female
1374,55,0,17,76,69,4,Sales,High School,On-site,Other
