age,months_active,monthly_spend,support_calls,contract_type,has_discount,churn
72,39,37.77,3,1_ano,1,0
19,22,66.46,1,mes_a_mes,0,0
44,56,101.65,2,mes_a_mes,0,0
38,43,141.32,1,mes_a_mes,0,1
71,47,56.1,0,1_ano,0,0
55,13,111.63,3,1_ano,0,0
32,56,140.09,2,1_ano,0,0
38,2,95.26,2,2_anos,0,0
27,14,173.97,1,mes_a_mes,1,0
40,56,175.2,0,mes_a_mes,0,1
73,38,99.43,3,2_anos,1,0
56,41,194.86,3,mes_a_mes,0,0
22,28,24.36,0,1_ano,0,0
18,7,10.64,2,mes_a_mes,1,1
30,18,82.33,1,2_anos,0,0
38,56,124.21,2,mes_a_mes,0,0
43,41,129.55,2,mes_a_mes,1,0
67,55,100.52,3,mes_a_mes,0,0
62,36,33.73,0,mes_a_mes,1,0
38,41,42.39,2,2_anos,0,0
70,36,171.91,1,mes_a_mes,0,1
35,44,174.9,3,1_ano,1,0
54,4,138.04,2,1_ano,1,0
62,57,136.2,2,mes_a_mes,0,0
49,30,123.56,3,2_anos,1,0
53,24,48.56,1,2_anos,0,0
34,20,91.37,1,1_ano,0,0
52,46,142.22,3,2_anos,0,0
66,56,112.08,2,mes_a_mes,0,1
28,31,13.53,1,mes_a_mes,0,1
38,24,191.18,2,mes_a_mes,0,0
69,7,170.52,2,2_anos,0,0
72,26,59.5,3,1_ano,0,0
70,13,127.13,1,2_anos,0,0
43,54,185.42,3,mes_a_mes,0,0
21,8,28.24,0,mes_a_mes,0,1
51,55,105.58,2,mes_a_mes,1,0
69,5,96.69,6,mes_a_mes,0,1
65,44,87.94,1,2_anos,0,0
35,13,168.76,1,mes_a_mes,0,0
57,29,82.32,1,1_ano,0,0
52,20,22.1,2,mes_a_mes,0,0
58,14,22.51,3,mes_a_mes,1,0
46,32,18.12,0,1_ano,1,0
69,50,87.74,2,mes_a_mes,1,0
46,27,146.5,2,2_anos,0,0
55,56,48.71,2,mes_a_mes,0,1
59,25,132.83,3,mes_a_mes,0,0
38,52,140.55,2,1_ano,0,0
59,4,58.49,3,1_ano,1,0
30,21,124.11,2,2_anos,0,0
66,18,140.12,3,2_anos,1,0
58,39,98.66,2,mes_a_mes,1,0
34,15,73.98,2,mes_a_mes,1,0
73,53,127.64,4,mes_a_mes,0,1
26,38,195.79,2,mes_a_mes,0,0
58,48,91.1,0,mes_a_mes,0,1
18,52,84.43,2,1_ano,1,0
19,24,98.21,3,2_anos,0,0
65,8,24.48,2,2_anos,0,0
46,28,115.1,2,mes_a_mes,0,1
50,21,72.45,1,mes_a_mes,0,0
27,16,33.07,4,1_ano,0,0
67,54,98.59,1,mes_a_mes,0,0
57,16,10.64,1,mes_a_mes,0,1
38,35,86.34,0,mes_a_mes,0,1
45,17,30.09,1,2_anos,0,0
28,9,14.62,0,1_ano,0,0
72,57,166.65,3,1_ano,0,0
51,35,184.09,6,1_ano,0,0
25,52,49.46,0,mes_a_mes,0,1
39,29,112.47,2,mes_a_mes,0,1
25,39,62.81,2,mes_a_mes,0,0
66,18,103.78,6,1_ano,0,0
32,12,92.96,4,mes_a_mes,0,1
34,19,61.12,0,1_ano,1,0
40,48,143.07,2,mes_a_mes,0,0
41,22,34.03,0,mes_a_mes,1,0
62,59,20.08,3,1_ano,0,0
36,56,155.86,2,mes_a_mes,0,1
22,49,136.53,2,mes_a_mes,1,0
49,52,104.72,2,2_anos,1,0
61,15,98.88,3,1_ano,0,0
18,1,104.51,5,mes_a_mes,1,1
40,2,93.03,3,mes_a_mes,0,1
54,8,84.65,4,mes_a_mes,0,1
25,22,104.94,2,mes_a_mes,0,0
30,25,110.42,2,mes_a_mes,1,0
25,2,141.46,2,2_anos,0,0
74,51,145.13,2,mes_a_mes,1,0
40,9,81.75,1,mes_a_mes,1,1
60,9,88.57,2,mes_a_mes,1,1
18,13,81.0,4,mes_a_mes,0,1
62,6,111.94,2,mes_a_mes,0,1
68,30,96.14,0,mes_a_mes,0,0
41,15,179.02,0,mes_a_mes,0,1
52,51,142.31,2,1_ano,0,0
41,53,180.74,1,1_ano,0,0
34,15,144.74,0,2_anos,0,0
22,50,194.49,2,1_ano,1,0
37,7,130.79,2,2_anos,0,0
38,58,193.07,2,mes_a_mes,0,1
57,11,40.05,5,mes_a_mes,1,1
48,40,19.97,3,mes_a_mes,1,0
63,38,120.03,1,mes_a_mes,1,0
53,40,196.86,2,1_ano,0,0
28,2,89.34,1,mes_a_mes,0,1
69,51,50.29,1,mes_a_mes,0,0
32,48,109.09,2,mes_a_mes,0,0
36,39,133.27,1,mes_a_mes,0,0
24,10,69.88,3,mes_a_mes,0,1
68,44,145.81,1,mes_a_mes,0,1
45,17,195.27,1,mes_a_mes,1,0
68,7,180.42,2,2_anos,1,0
60,54,65.4,4,mes_a_mes,1,1
22,40,72.08,1,mes_a_mes,1,0
22,39,80.59,3,mes_a_mes,0,0
47,4,84.97,2,mes_a_mes,1,1
71,35,29.06,2,mes_a_mes,1,0
49,51,154.77,4,1_ano,0,0
25,47,79.41,4,2_anos,0,0
27,36,177.17,2,1_ano,0,0
55,31,186.12,0,2_anos,0,0
64,25,14.64,2,1_ano,0,0
49,41,197.82,2,mes_a_mes,0,1
65,13,144.9,2,1_ano,1,0
45,18,108.87,1,1_ano,0,0
34,21,84.01,0,mes_a_mes,0,0
48,48,108.52,1,2_anos,0,0
25,1,71.68,2,2_anos,0,0
57,36,128.31,3,mes_a_mes,0,0
42,50,27.67,2,mes_a_mes,0,1
26,8,128.01,0,mes_a_mes,0,1
19,52,62.32,1,mes_a_mes,0,1
32,48,13.35,3,mes_a_mes,1,0
67,21,115.01,1,mes_a_mes,1,0
20,43,119.91,3,mes_a_mes,1,0
66,52,91.05,0,1_ano,1,0
53,53,23.73,3,1_ano,0,0
21,53,179.74,1,mes_a_mes,0,0
31,21,126.17,3,mes_a_mes,0,0
58,27,31.99,3,2_anos,0,0
58,19,107.08,2,mes_a_mes,0,1
42,23,104.48,1,mes_a_mes,1,0
72,51,21.48,1,mes_a_mes,1,0
67,50,125.3,2,mes_a_mes,0,1
27,51,163.58,2,2_anos,0,0
38,43,152.31,4,1_ano,0,0
53,35,48.56,1,mes_a_mes,0,0
29,40,173.84,0,1_ano,0,0
44,52,75.08,3,mes_a_mes,1,0
57,51,189.84,1,mes_a_mes,1,0
19,42,23.63,6,mes_a_mes,0,1
71,48,102.38,1,mes_a_mes,0,0
30,5,123.45,2,mes_a_mes,0,1
70,52,57.05,6,mes_a_mes,0,1
49,41,156.56,4,mes_a_mes,0,1
48,8,129.11,1,mes_a_mes,0,1
33,11,13.44,1,mes_a_mes,1,1
49,16,125.59,1,mes_a_mes,0,0
49,39,103.38,0,mes_a_mes,1,0
51,47,47.25,1,2_anos,1,0
28,24,199.19,1,mes_a_mes,0,0
27,21,180.46,7,mes_a_mes,0,1
32,52,65.58,0,mes_a_mes,0,0
34,23,112.8,2,2_anos,1,0
57,49,70.14,4,mes_a_mes,0,1
35,38,157.34,2,mes_a_mes,0,1
72,47,186.76,3,mes_a_mes,0,1
26,8,78.18,0,2_anos,0,0
42,7,163.06,0,mes_a_mes,0,1
57,2,104.7,4,1_ano,1,0
31,30,85.35,2,1_ano,1,0
42,13,188.3,2,mes_a_mes,0,0
67,23,106.98,0,1_ano,0,0
39,29,98.81,2,mes_a_mes,0,0
69,38,137.76,4,2_anos,0,0
47,37,59.63,1,1_ano,0,0
37,20,71.71,5,2_anos,0,0
38,33,187.09,3,mes_a_mes,0,0
61,29,138.92,3,mes_a_mes,0,0
49,50,167.06,1,mes_a_mes,0,1
68,15,61.51,4,mes_a_mes,0,1
63,23,113.32,1,mes_a_mes,0,0
66,42,194.57,7,2_anos,0,0
73,3,70.55,3,1_ano,0,0
38,37,40.49,1,1_ano,0,0
52,56,107.07,1,mes_a_mes,1,0
49,29,83.69,2,1_ano,0,0
47,45,40.32,0,mes_a_mes,0,1
72,8,178.82,1,2_anos,0,0
56,22,198.24,1,1_ano,0,0
66,53,118.03,0,mes_a_mes,1,0
29,29,157.19,2,2_anos,0,0
58,2,173.22,1,2_anos,0,0
64,41,143.19,2,mes_a_mes,0,0
35,49,18.39,1,2_anos,0,0
38,59,39.95,1,mes_a_mes,0,1
30,50,23.49,1,mes_a_mes,0,0
38,45,11.88,2,mes_a_mes,0,1
25,1,68.14,2,2_anos,0,0
63,44,84.55,0,mes_a_mes,0,1
57,20,55.8,1,2_anos,0,0
63,52,22.27,1,1_ano,0,0
24,21,110.67,2,2_anos,0,0
40,37,61.93,0,2_anos,1,0
61,8,161.25,2,2_anos,1,0
49,27,11.53,2,mes_a_mes,0,1
28,47,170.08,5,mes_a_mes,0,1
39,59,191.4,2,1_ano,1,0
39,35,146.07,2,mes_a_mes,0,0
60,6,149.39,0,2_anos,0,0
42,45,187.38,0,2_anos,0,0
39,44,49.72,0,mes_a_mes,0,1
45,19,198.97,2,mes_a_mes,0,1
46,18,156.96,1,1_ano,0,0
30,56,148.05,2,1_ano,0,0
35,1,78.61,1,mes_a_mes,0,1
19,25,113.7,4,mes_a_mes,1,1
46,27,134.24,2,mes_a_mes,0,1
38,7,127.87,0,1_ano,0,0
32,44,143.95,2,1_ano,0,0
69,42,25.65,1,mes_a_mes,0,1
44,29,77.57,0,mes_a_mes,0,1
67,31,92.46,5,mes_a_mes,0,1
48,44,59.52,5,mes_a_mes,0,1
32,43,42.8,4,1_ano,0,0
68,36,36.4,4,mes_a_mes,1,1
40,19,79.61,3,2_anos,1,0
41,6,103.75,2,mes_a_mes,1,1
61,25,21.97,3,1_ano,1,0
30,31,189.83,1,1_ano,0,0
39,9,155.4,2,1_ano,0,0
60,20,148.86,3,mes_a_mes,0,1
54,10,42.84,1,mes_a_mes,1,1
50,37,124.72,1,1_ano,0,0
73,27,110.65,4,1_ano,0,0
20,13,196.67,1,mes_a_mes,0,1
71,41,152.06,1,mes_a_mes,0,0
36,2,119.39,1,2_anos,0,0
40,50,171.65,2,1_ano,1,0
46,21,39.47,2,mes_a_mes,1,0
47,33,12.89,2,2_anos,0,0
56,24,141.14,0,1_ano,0,0
61,53,28.68,2,mes_a_mes,1,0
64,44,31.93,2,mes_a_mes,0,1
42,42,151.49,4,1_ano,0,0
54,34,61.4,0,2_anos,1,0
64,9,129.44,2,mes_a_mes,0,1
25,2,184.31,0,mes_a_mes,0,1
59,55,70.13,2,2_anos,0,0
33,56,51.26,2,2_anos,0,0
25,30,30.25,3,mes_a_mes,0,1
18,22,34.79,2,1_ano,0,0
61,46,21.82,3,mes_a_mes,0,1
22,11,26.65,2,mes_a_mes,1,1
20,55,92.08,2,1_ano,1,0
18,43,70.96,3,mes_a_mes,0,0
21,17,144.25,4,mes_a_mes,1,1
57,36,175.35,0,mes_a_mes,0,1
52,13,159.11,5,mes_a_mes,0,1
49,7,110.82,5,mes_a_mes,0,1
59,16,29.46,2,mes_a_mes,1,0
51,33,144.86,1,2_anos,0,0
60,45,78.94,0,1_ano,0,0
42,1,26.27,1,mes_a_mes,0,1
27,11,170.07,3,2_anos,0,0
38,6,74.26,1,mes_a_mes,0,1
63,20,51.47,2,mes_a_mes,0,1
56,35,175.58,0,1_ano,0,0
44,44,181.41,1,mes_a_mes,0,1
44,37,74.4,6,1_ano,0,0
19,41,77.41,2,1_ano,1,0
58,26,120.13,4,1_ano,0,0
65,58,149.35,2,mes_a_mes,0,0
30,12,22.0,0,mes_a_mes,0,0
26,30,122.74,1,2_anos,0,0
69,28,191.04,1,mes_a_mes,0,0
53,27,59.8,5,mes_a_mes,0,1
39,42,182.68,1,mes_a_mes,1,0
59,19,190.53,1,mes_a_mes,1,0
43,5,61.14,1,mes_a_mes,1,1
71,58,153.3,2,mes_a_mes,0,1
29,5,55.37,1,2_anos,0,0
34,41,150.15,2,2_anos,0,0
31,27,161.51,1,mes_a_mes,1,0
31,28,56.97,2,mes_a_mes,0,1
74,26,146.02,4,mes_a_mes,0,1
51,27,164.3,0,1_ano,0,0
70,52,78.13,1,mes_a_mes,1,0
74,49,41.86,1,mes_a_mes,0,0
37,42,27.47,3,mes_a_mes,0,1
28,21,119.32,3,mes_a_mes,1,0
33,1,195.84,4,mes_a_mes,0,1
68,54,166.36,2,mes_a_mes,0,1
48,28,92.81,3,2_anos,0,0
72,48,111.96,3,1_ano,0,0
23,58,63.11,0,mes_a_mes,0,0
73,58,40.98,2,mes_a_mes,1,0
36,15,101.6,1,mes_a_mes,0,0
54,55,98.07,2,1_ano,1,0
21,17,109.17,1,1_ano,1,0
64,26,191.03,2,2_anos,0,0
21,20,124.74,1,mes_a_mes,0,1
37,25,125.1,0,mes_a_mes,1,0
27,13,34.32,4,mes_a_mes,0,1
41,33,199.33,2,2_anos,1,0
71,25,156.84,3,mes_a_mes,1,0
52,8,176.67,0,1_ano,0,0
43,5,88.72,3,mes_a_mes,0,1
54,6,105.4,3,1_ano,1,0
55,23,109.2,1,1_ano,0,0
38,52,46.88,1,mes_a_mes,0,0
71,30,141.0,2,mes_a_mes,0,0
57,14,181.57,3,1_ano,0,0
56,54,41.1,0,mes_a_mes,0,1
38,23,26.4,2,mes_a_mes,0,0
27,11,150.26,1,mes_a_mes,0,1
55,31,61.91,1,2_anos,1,0
63,6,128.53,0,mes_a_mes,0,1
21,11,142.19,2,mes_a_mes,0,1
74,13,71.16,2,mes_a_mes,0,0
62,12,164.88,4,mes_a_mes,0,1
37,54,114.5,1,mes_a_mes,0,0
34,2,175.11,2,2_anos,0,0
72,53,155.03,1,mes_a_mes,0,0
24,35,175.03,1,mes_a_mes,0,0
21,55,13.83,1,mes_a_mes,0,0
46,36,56.27,0,mes_a_mes,1,0
31,17,27.1,3,mes_a_mes,0,1
20,28,94.0,1,2_anos,0,0
41,28,179.09,2,mes_a_mes,0,1
54,22,98.83,2,2_anos,1,0
33,38,171.45,1,mes_a_mes,0,1
72,7,72.16,2,1_ano,1,0
69,15,74.52,4,1_ano,1,0
21,32,180.16,1,mes_a_mes,0,0
73,11,90.91,0,1_ano,1,0
41,24,160.06,2,2_anos,0,0
51,3,54.96,2,mes_a_mes,1,1
47,30,190.27,2,mes_a_mes,0,0
35,6,119.17,1,1_ano,0,0
36,58,154.27,0,mes_a_mes,0,1
48,2,27.01,5,mes_a_mes,0,1
36,14,103.61,0,mes_a_mes,0,1
66,41,181.2,2,1_ano,0,0
63,18,176.64,1,1_ano,1,0
36,51,18.89,3,mes_a_mes,0,1
39,44,67.7,2,2_anos,0,0
41,31,94.23,2,mes_a_mes,0,1
62,13,42.73,3,1_ano,0,0
29,26,148.7,2,mes_a_mes,0,0
47,44,45.06,0,1_ano,0,0
55,12,75.86,5,mes_a_mes,0,1
70,18,136.02,6,mes_a_mes,0,1
48,9,101.6,2,1_ano,0,0
53,49,150.33,4,mes_a_mes,1,1
36,21,192.63,7,mes_a_mes,0,1
65,48,32.14,0,mes_a_mes,0,1
62,49,144.82,3,1_ano,1,0
53,53,53.77,1,1_ano,1,0
47,56,88.75,1,2_anos,1,0
72,40,16.24,2,2_anos,1,0
66,43,35.82,3,1_ano,0,0
72,24,70.76,1,mes_a_mes,1,0
50,34,74.98,2,mes_a_mes,0,0
35,8,180.92,1,mes_a_mes,0,1
69,44,150.94,2,mes_a_mes,0,0
66,53,194.71,0,2_anos,0,0
45,33,123.82,2,1_ano,0,0
64,23,55.93,0,mes_a_mes,0,0
28,13,72.25,5,2_anos,0,0
74,54,70.77,3,1_ano,0,0
71,53,72.03,3,2_anos,0,0
62,49,137.86,1,mes_a_mes,0,1
50,14,110.85,2,mes_a_mes,0,1
34,14,83.23,3,mes_a_mes,0,0
23,16,38.33,1,mes_a_mes,1,0
21,49,14.21,1,mes_a_mes,1,0
37,38,51.58,1,mes_a_mes,0,1
65,58,30.42,0,2_anos,1,0
64,39,159.23,3,mes_a_mes,0,0
44,26,31.37,1,mes_a_mes,1,0
32,26,147.6,1,2_anos,0,0
23,1,83.28,3,1_ano,1,0
64,32,23.94,1,1_ano,0,0
31,57,164.42,1,1_ano,0,0
28,15,120.13,0,mes_a_mes,0,1
56,52,54.79,3,mes_a_mes,0,0
26,21,179.99,0,mes_a_mes,0,0
43,18,18.6,2,mes_a_mes,0,1
33,30,48.35,2,1_ano,1,0
22,58,152.89,4,mes_a_mes,1,1
74,13,144.78,3,mes_a_mes,0,1
69,24,64.96,2,1_ano,0,0
27,30,21.78,5,1_ano,0,0
67,2,173.03,1,mes_a_mes,0,1
20,19,69.6,4,mes_a_mes,1,1
30,47,47.19,3,mes_a_mes,0,0
60,44,108.05,1,mes_a_mes,1,0
66,47,182.94,2,mes_a_mes,0,0
47,25,18.27,1,mes_a_mes,1,0
71,50,155.5,3,mes_a_mes,0,1
62,14,118.77,3,mes_a_mes,0,0
23,6,90.84,1,mes_a_mes,0,1
34,12,151.38,3,mes_a_mes,0,0
62,20,193.51,3,2_anos,0,0
68,23,53.55,4,1_ano,1,0
70,30,37.29,3,mes_a_mes,0,1
36,30,183.45,4,mes_a_mes,0,1
59,38,137.1,2,mes_a_mes,1,0
52,58,93.22,1,mes_a_mes,0,1
63,30,118.92,1,mes_a_mes,0,0
43,41,151.67,2,1_ano,0,0
68,30,156.88,0,1_ano,0,0
22,57,184.78,1,2_anos,0,0
46,58,91.1,3,1_ano,0,0
54,36,65.75,1,2_anos,0,0
37,49,131.54,1,2_anos,0,0
66,34,88.99,2,2_anos,0,0
38,16,122.97,3,mes_a_mes,0,1
27,24,89.8,0,mes_a_mes,0,1
22,14,39.07,1,mes_a_mes,0,0
53,26,99.19,3,2_anos,0,0
23,8,141.27,0,mes_a_mes,0,1
43,14,161.86,6,mes_a_mes,0,1
21,31,103.73,2,mes_a_mes,0,1
56,2,41.4,1,1_ano,1,0
56,48,88.79,0,2_anos,1,0
67,4,159.4,1,mes_a_mes,1,1
52,1,88.44,3,mes_a_mes,1,1
18,55,142.34,1,1_ano,0,0
41,20,106.37,3,mes_a_mes,0,1
74,59,55.83,0,mes_a_mes,0,0
53,14,161.27,3,2_anos,0,0
23,40,26.0,2,1_ano,0,0
58,25,109.73,1,mes_a_mes,0,1
71,25,49.69,1,mes_a_mes,0,1
63,3,22.74,6,mes_a_mes,1,1
61,5,105.56,8,1_ano,1,1
74,38,104.92,5,mes_a_mes,0,1
48,54,144.31,0,mes_a_mes,0,1
37,26,151.5,1,mes_a_mes,0,1
41,40,148.28,1,mes_a_mes,0,1
42,38,87.82,1,mes_a_mes,0,0
53,38,130.02,2,1_ano,0,0
38,4,119.62,2,mes_a_mes,0,1
47,7,90.1,0,2_anos,1,0
41,30,123.47,1,1_ano,0,0
61,30,189.98,2,mes_a_mes,0,1
59,56,46.65,0,mes_a_mes,0,1
47,19,182.1,2,mes_a_mes,0,1
39,39,20.16,2,1_ano,1,0
45,35,68.59,0,1_ano,0,0
24,40,64.75,2,1_ano,1,0
52,33,129.01,2,mes_a_mes,0,0
72,33,34.93,0,mes_a_mes,0,1
45,14,177.65,4,1_ano,1,0
31,38,167.42,2,1_ano,1,0
73,10,133.89,0,1_ano,0,0
27,57,97.1,1,mes_a_mes,0,1
33,28,187.26,2,2_anos,1,0
33,14,167.84,0,mes_a_mes,0,0
71,36,104.87,4,mes_a_mes,1,1
48,38,143.36,3,mes_a_mes,0,0
59,16,117.72,1,mes_a_mes,0,0
42,21,121.71,0,1_ano,1,0
30,28,72.89,4,mes_a_mes,1,1
23,33,97.8,0,mes_a_mes,1,0
61,6,24.84,2,mes_a_mes,1,1
26,41,77.9,1,mes_a_mes,0,1
62,15,142.21,0,2_anos,0,0
53,44,191.11,3,1_ano,0,0
73,3,192.98,2,mes_a_mes,0,1
60,43,115.59,0,mes_a_mes,0,1
37,47,125.26,2,2_anos,1,0
35,35,45.29,1,1_ano,0,0
60,14,142.11,6,1_ano,1,0
74,2,23.43,0,mes_a_mes,0,1
38,29,64.09,5,1_ano,0,0
21,4,136.99,1,mes_a_mes,0,1
67,26,68.96,1,mes_a_mes,0,0
50,51,19.47,2,mes_a_mes,0,0
44,12,168.06,4,2_anos,0,0
24,2,68.96,4,mes_a_mes,0,1
23,17,21.99,1,mes_a_mes,0,1
32,35,24.21,2,mes_a_mes,1,0
35,10,57.83,3,mes_a_mes,0,1
49,48,43.82,1,1_ano,1,0
73,22,157.12,2,mes_a_mes,0,1
28,41,71.12,2,1_ano,1,0
37,43,162.89,3,1_ano,1,0
41,21,43.03,2,mes_a_mes,0,0
32,15,103.65,2,mes_a_mes,0,0
65,35,140.73,5,2_anos,0,0
24,48,133.88,3,mes_a_mes,1,0
38,21,124.21,2,1_ano,0,0
59,21,185.72,3,2_anos,0,0
43,21,53.42,1,mes_a_mes,0,0
61,44,103.81,2,mes_a_mes,0,1
73,32,177.96,5,mes_a_mes,0,1
31,55,24.8,3,mes_a_mes,1,0
74,5,20.62,2,1_ano,0,0
54,39,54.33,0,mes_a_mes,0,0
38,9,130.27,4,mes_a_mes,0,1
35,53,59.38,1,mes_a_mes,1,0
22,18,46.15,0,2_anos,0,0
20,21,97.17,4,1_ano,1,0
40,8,126.58,0,1_ano,1,0
43,44,57.23,3,mes_a_mes,1,0
54,52,67.13,2,mes_a_mes,0,1
41,34,126.58,2,1_ano,0,0
66,10,189.69,2,mes_a_mes,0,1
36,51,138.2,0,mes_a_mes,0,0
68,41,158.75,4,mes_a_mes,0,1
42,57,79.69,1,mes_a_mes,0,0
38,24,61.73,2,mes_a_mes,0,1
29,40,96.31,2,mes_a_mes,0,0
74,24,163.36,1,mes_a_mes,0,0
58,56,96.7,2,1_ano,1,0
50,32,170.88,3,1_ano,1,0
67,56,197.87,1,2_anos,0,0
70,33,23.69,1,mes_a_mes,0,1
21,38,18.63,5,mes_a_mes,1,1
59,44,38.42,1,1_ano,1,0
74,57,83.03,3,mes_a_mes,0,0
24,56,34.9,1,mes_a_mes,0,0
39,51,175.43,1,mes_a_mes,1,0
72,59,14.4,1,mes_a_mes,0,1
50,49,70.0,0,1_ano,0,0
34,34,45.09,4,mes_a_mes,0,1
41,11,186.99,2,2_anos,0,0
51,31,137.2,0,1_ano,1,0
45,18,183.29,3,1_ano,0,0
60,23,194.74,2,2_anos,0,0
58,22,104.45,1,mes_a_mes,1,0
56,43,54.52,0,1_ano,0,0
39,18,46.81,2,mes_a_mes,0,0
66,40,52.35,0,mes_a_mes,1,0
34,47,144.63,2,1_ano,0,0
51,41,17.68,1,mes_a_mes,1,0
23,47,19.76,3,1_ano,1,0
63,39,125.55,0,mes_a_mes,0,0
23,20,131.99,5,2_anos,0,0
51,13,136.4,1,mes_a_mes,1,0
18,45,80.66,1,mes_a_mes,0,1
27,1,163.13,3,mes_a_mes,0,1
38,52,111.39,4,1_ano,0,0
22,4,30.04,3,2_anos,0,0
19,24,161.45,3,mes_a_mes,0,1
39,36,191.08,2,mes_a_mes,0,1
65,36,21.41,2,2_anos,0,0
74,45,84.36,2,2_anos,1,0
19,2,102.63,5,mes_a_mes,0,1
27,28,37.83,1,mes_a_mes,0,1
51,26,174.86,1,mes_a_mes,0,0
33,23,63.99,1,mes_a_mes,0,1
65,15,158.77,0,mes_a_mes,0,0
68,36,137.49,0,mes_a_mes,0,0
56,27,123.63,0,mes_a_mes,1,0
39,6,46.51,3,mes_a_mes,0,1
29,35,51.93,1,mes_a_mes,0,0
41,39,19.0,2,mes_a_mes,0,0
64,38,55.74,0,mes_a_mes,1,0
57,35,75.63,1,mes_a_mes,0,0
55,36,168.3,1,mes_a_mes,0,1
27,10,79.61,5,1_ano,1,0
52,30,153.38,1,mes_a_mes,1,0
68,53,93.49,4,1_ano,0,0
66,41,159.12,1,mes_a_mes,1,0
49,38,195.49,1,mes_a_mes,1,0
24,29,55.57,2,1_ano,0,0
38,52,173.84,1,mes_a_mes,0,0
37,59,128.15,1,mes_a_mes,0,0
43,43,165.29,4,mes_a_mes,0,1
21,39,133.8,3,mes_a_mes,0,1
63,50,90.55,2,mes_a_mes,0,0
69,4,53.33,3,mes_a_mes,0,1
39,5,23.31,2,2_anos,0,0
32,4,111.75,2,mes_a_mes,0,1
73,36,198.16,2,mes_a_mes,0,0
57,59,150.23,0,mes_a_mes,0,1
38,45,72.2,2,mes_a_mes,0,0
32,16,167.17,1,2_anos,0,0
39,25,156.11,1,1_ano,0,0
69,14,63.51,5,1_ano,0,0
45,11,12.72,4,mes_a_mes,0,1
31,29,32.45,1,mes_a_mes,1,0
44,34,176.69,3,2_anos,0,0
58,22,168.95,1,mes_a_mes,1,0
57,14,66.09,5,mes_a_mes,1,1
45,56,64.19,2,mes_a_mes,0,1
43,24,160.64,2,mes_a_mes,0,1
66,59,188.17,5,1_ano,1,0
19,39,158.04,1,mes_a_mes,0,0
42,26,125.06,2,2_anos,0,0
73,43,56.11,5,mes_a_mes,0,1
20,36,109.89,0,mes_a_mes,0,0
25,39,54.37,0,2_anos,1,0
61,16,163.52,0,1_ano,0,0
50,58,83.52,1,1_ano,0,0
59,38,168.4,5,mes_a_mes,1,1
69,59,82.51,3,mes_a_mes,1,0
52,32,166.59,10,2_anos,1,0
23,6,73.33,2,1_ano,1,0
56,34,93.63,2,mes_a_mes,0,0
69,56,126.94,5,mes_a_mes,1,1
40,8,23.35,3,mes_a_mes,1,1
42,30,190.16,2,2_anos,0,0
67,27,118.99,1,1_ano,0,0
60,7,106.49,2,1_ano,0,0
36,27,169.48,6,1_ano,0,0
22,25,174.49,1,2_anos,0,0
68,56,109.23,3,1_ano,1,0
28,46,186.18,3,mes_a_mes,1,0
73,41,22.3,4,mes_a_mes,0,1
29,15,31.51,4,1_ano,1,0
27,25,123.39,3,mes_a_mes,0,1
25,22,77.27,2,1_ano,0,0
41,18,98.2,4,mes_a_mes,1,1
45,12,72.34,3,mes_a_mes,1,0
58,23,86.9,1,mes_a_mes,1,0
53,51,166.3,2,mes_a_mes,0,0
54,45,122.76,0,mes_a_mes,0,1
38,39,199.5,1,mes_a_mes,0,0
25,25,159.51,2,mes_a_mes,1,0
72,10,62.0,2,mes_a_mes,0,1
26,30,60.23,3,2_anos,0,0
64,10,73.82,1,mes_a_mes,1,1
32,34,170.22,3,mes_a_mes,1,0
65,46,15.18,2,mes_a_mes,0,0
63,13,53.73,1,2_anos,0,0
57,54,181.93,3,mes_a_mes,0,0
35,29,131.58,1,mes_a_mes,0,1
59,38,53.1,1,1_ano,1,0
37,41,51.64,1,mes_a_mes,0,1
23,45,173.9,1,2_anos,1,0
29,9,179.81,0,mes_a_mes,0,1
19,13,58.66,2,mes_a_mes,0,1
24,37,89.9,1,mes_a_mes,0,0
33,14,168.57,2,mes_a_mes,0,1
20,37,156.49,5,mes_a_mes,1,1
62,9,164.64,4,mes_a_mes,0,1
20,8,108.5,2,1_ano,0,0
44,39,183.19,2,2_anos,0,0
67,40,71.93,5,mes_a_mes,1,1
60,54,39.77,0,mes_a_mes,0,1
57,3,144.66,0,mes_a_mes,0,1
55,55,112.48,2,mes_a_mes,0,0
50,56,172.37,1,mes_a_mes,0,0
45,47,25.42,0,2_anos,0,0
18,40,170.3,3,2_anos,0,0
72,33,65.73,3,2_anos,0,0
25,32,134.42,2,mes_a_mes,1,0
54,7,17.62,1,mes_a_mes,1,1
49,19,125.82,2,mes_a_mes,0,1
65,34,146.28,4,mes_a_mes,0,1
60,14,80.06,3,mes_a_mes,0,0
54,50,50.93,2,1_ano,0,0
21,47,112.15,2,1_ano,0,0
47,46,168.31,3,mes_a_mes,1,0
23,56,71.47,3,mes_a_mes,0,0
63,57,57.97,2,mes_a_mes,1,0
71,19,63.0,3,mes_a_mes,1,0
36,51,190.34,1,mes_a_mes,0,0
49,54,78.26,2,mes_a_mes,0,0
26,59,10.68,5,mes_a_mes,0,1
29,26,158.52,2,mes_a_mes,1,0
28,17,142.86,0,mes_a_mes,0,1
63,54,34.43,5,mes_a_mes,0,1
