,rate_marriage,age,yrs_married,children,religious,educ,occupation,occupation_husb,affairs
1484,3.0,37.0,16.5,2.0,2.0,12.0,2.0,2.0,0.7272727
1485,3.0,27.0,6.0,0.0,2.0,14.0,3.0,5.0,2.0
1486,4.0,42.0,23.0,3.0,3.0,12.0,5.0,4.0,2.9217386
1487,4.0,42.0,23.0,3.0,2.0,14.0,5.0,4.0,1.217391
1488,2.0,42.0,23.0,5.5,4.0,14.0,2.0,5.0,0.1521739
1489,5.0,27.0,6.0,0.0,2.0,12.0,5.0,4.0,0.5833333
1490,4.0,32.0,16.5,1.0,2.0,14.0,3.0,4.0,0.7424242
1491,4.0,37.0,16.5,3.0,3.0,12.0,4.0,2.0,1.696969
1492,5.0,42.0,23.0,5.5,3.0,14.0,3.0,6.0,0.1521739
1493,3.0,37.0,16.5,3.0,2.0,14.0,5.0,4.0,0.7272727
1494,2.0,37.0,13.0,1.0,1.0,16.0,4.0,4.0,0.9423077
1495,4.0,27.0,6.0,0.0,3.0,16.0,5.0,6.0,0.5833333
1496,4.0,42.0,23.0,4.0,3.0,16.0,4.0,2.0,0.8521735
1497,5.0,27.0,2.5,0.0,2.0,14.0,3.0,4.0,3.1999998
1498,2.0,42.0,23.0,3.0,1.0,12.0,3.0,5.0,2.9217386
1499,5.0,37.0,13.0,2.0,1.0,14.0,3.0,6.0,0.2692307
1500,4.0,32.0,16.5,2.0,1.0,12.0,5.0,2.0,1.1878777
1501,4.0,37.0,16.5,3.0,1.0,14.0,3.0,2.0,0.4848484
1502,3.0,27.0,2.5,0.0,1.0,14.0,5.0,4.0,1.3999996
1503,4.0,22.0,2.5,0.0,1.0,14.0,3.0,3.0,4.8999996
1504,4.0,37.0,16.5,2.0,2.0,14.0,3.0,5.0,1.1878777
1505,3.0,27.0,6.0,2.0,2.0,12.0,3.0,4.0,0.1666666
1506,4.0,22.0,6.0,1.0,2.0,12.0,3.0,4.0,0.1666666
1507,5.0,32.0,13.0,2.0,2.0,14.0,4.0,5.0,0.2692307
1508,2.0,37.0,23.0,3.0,3.0,12.0,5.0,2.0,0.5326087
1509,2.0,37.0,16.5,2.0,3.0,14.0,3.0,5.0,2.545454
1510,4.0,32.0,16.5,2.0,2.0,14.0,5.0,4.0,0.7272727
1511,5.0,37.0,16.5,5.5,4.0,20.0,4.0,6.0,0.7424242
1512,3.0,32.0,16.5,3.0,2.0,12.0,3.0,2.0,1.1878777
1513,3.0,27.0,9.0,4.0,3.0,14.0,3.0,5.0,2.1777763
1514,3.0,37.0,13.0,0.0,1.0,14.0,5.0,4.0,3.2307692
1515,2.0,27.0,2.5,2.0,2.0,14.0,4.0,5.0,4.8999996
1516,4.0,27.0,9.0,2.0,1.0,14.0,3.0,4.0,0.8888888
1517,4.0,42.0,23.0,2.0,3.0,14.0,3.0,4.0,0.3478261
1518,5.0,42.0,23.0,2.0,1.0,14.0,5.0,5.0,0.8521735
1519,4.0,42.0,23.0,4.0,2.0,12.0,3.0,3.0,0.5217391
1520,4.0,37.0,16.5,4.0,3.0,14.0,3.0,5.0,0.2121212
1521,4.0,32.0,16.5,3.0,2.0,12.0,2.0,2.0,1.1878777
1522,2.0,37.0,23.0,2.0,2.0,12.0,4.0,4.0,0.0434783
1523,4.0,42.0,23.0,1.0,3.0,20.0,4.0,4.0,0.5217391
1524,4.0,22.0,2.5,1.0,2.0,14.0,4.0,4.0,4.8999996
1525,1.0,32.0,13.0,2.0,2.0,14.0,4.0,4.0,2.1538458
1526,3.0,42.0,23.0,3.0,2.0,14.0,3.0,5.0,1.826086
1527,4.0,22.0,2.5,0.0,2.0,16.0,3.0,2.0,1.3999996
1528,5.0,37.0,23.0,3.0,3.0,12.0,3.0,5.0,0.1521739
1529,3.0,22.0,2.5,0.0,2.0,14.0,2.0,2.0,4.8999996
1530,1.0,42.0,23.0,3.0,3.0,12.0,5.0,5.0,1.9478254
1531,3.0,22.0,2.5,0.0,2.0,14.0,3.0,4.0,4.8999996
1532,3.0,37.0,23.0,2.0,3.0,12.0,3.0,5.0,1.9478254
1533,4.0,22.0,2.5,0.0,2.0,12.0,5.0,4.0,0.4
1534,5.0,32.0,9.0,2.0,3.0,14.0,5.0,4.0,0.1111111
1535,1.0,37.0,16.5,4.0,2.0,14.0,3.0,6.0,1.1878777
1536,3.0,42.0,23.0,1.0,3.0,12.0,3.0,4.0,0.8521735
1537,5.0,27.0,9.0,2.0,1.0,12.0,3.0,2.0,1.3611107
1538,4.0,22.0,2.5,1.0,2.0,14.0,2.0,4.0,17.9199982
1539,5.0,42.0,23.0,3.0,2.0,14.0,3.0,5.0,0.8521735
1540,4.0,27.0,6.0,1.0,3.0,14.0,5.0,5.0,2.0
1541,5.0,22.0,2.5,0.0,1.0,14.0,3.0,1.0,1.3999996
1542,3.0,37.0,16.5,2.0,3.0,16.0,3.0,4.0,0.7272727
1543,3.0,32.0,16.5,2.0,3.0,12.0,5.0,5.0,2.545454
1544,5.0,37.0,16.5,3.0,3.0,14.0,2.0,5.0,0.7272727
1545,3.0,27.0,6.0,2.0,1.0,16.0,4.0,3.0,0.5833333
1546,4.0,27.0,9.0,1.0,2.0,20.0,4.0,4.0,0.1111111
1547,4.0,27.0,6.0,0.0,2.0,14.0,3.0,4.0,2.041666
1548,5.0,32.0,13.0,2.0,2.0,14.0,3.0,4.0,0.9423077
1549,4.0,42.0,23.0,2.0,2.0,12.0,4.0,4.0,1.217391
1550,2.0,37.0,16.5,2.0,2.0,12.0,5.0,4.0,0.4848484
1551,4.0,27.0,2.5,0.0,2.0,17.0,5.0,5.0,0.4
1552,4.0,37.0,16.5,2.0,2.0,17.0,4.0,5.0,0.2121212
1553,4.0,32.0,13.0,2.0,2.0,12.0,3.0,3.0,0.9230769
1554,4.0,32.0,9.0,2.0,1.0,14.0,3.0,4.0,1.3611107
1555,4.0,32.0,9.0,2.0,2.0,14.0,3.0,5.0,0.1111111
1556,4.0,32.0,13.0,2.0,3.0,12.0,5.0,5.0,0.9423077
1557,4.0,32.0,13.0,3.0,2.0,14.0,3.0,2.0,2.1538458
1558,4.0,22.0,2.5,1.0,1.0,14.0,2.0,2.0,1.3999996
1559,5.0,27.0,16.5,2.0,3.0,12.0,5.0,4.0,0.2121212
1560,4.0,32.0,2.5,0.0,3.0,14.0,2.0,6.0,4.8999996
1561,3.0,32.0,16.5,1.0,2.0,14.0,2.0,4.0,0.2121212
1562,3.0,37.0,16.5,3.0,2.0,16.0,4.0,3.0,1.1878777
1563,5.0,42.0,23.0,4.0,2.0,12.0,5.0,5.0,0.8521735
1564,5.0,27.0,6.0,2.0,3.0,14.0,3.0,4.0,3.2666645
1565,4.0,22.0,2.5,1.0,3.0,12.0,3.0,2.0,1.3999996
1566,4.0,42.0,23.0,3.0,1.0,20.0,6.0,6.0,1.217391
1567,4.0,32.0,9.0,2.0,1.0,17.0,4.0,5.0,2.1777763
1568,5.0,32.0,2.5,0.0,2.0,20.0,6.0,6.0,1.3999996
1569,3.0,27.0,6.0,1.0,2.0,14.0,3.0,6.0,0.5833333
1570,1.0,22.0,2.5,0.0,1.0,14.0,4.0,4.0,4.8999996
1571,3.0,32.0,16.5,2.0,2.0,14.0,3.0,2.0,0.7424242
1572,4.0,42.0,23.0,2.0,2.0,12.0,3.0,3.0,0.1521739
1573,4.0,22.0,6.0,1.0,3.0,14.0,3.0,5.0,0.5833333
1574,5.0,42.0,23.0,3.0,2.0,14.0,3.0,5.0,0.5326087
1575,3.0,27.0,13.0,2.0,2.0,12.0,4.0,3.0,3.4461536
1576,4.0,32.0,13.0,2.0,2.0,14.0,5.0,4.0,0.2692307
1577,3.0,27.0,2.5,0.0,3.0,14.0,3.0,4.0,3.1999998
1578,2.0,22.0,2.5,0.0,3.0,12.0,3.0,2.0,0.4
1579,5.0,42.0,23.0,2.0,2.0,20.0,4.0,4.0,1.826086
1580,3.0,27.0,6.0,1.0,2.0,14.0,2.0,2.0,0.5833333
1581,5.0,42.0,23.0,2.0,2.0,20.0,3.0,6.0,0.5326087
1582,3.0,37.0,23.0,4.0,1.0,12.0,3.0,2.0,0.3478261
1583,5.0,42.0,23.0,4.0,4.0,20.0,6.0,6.0,6.260869
1584,5.0,27.0,6.0,0.0,1.0,17.0,4.0,5.0,1.333333
1585,3.0,32.0,13.0,2.0,1.0,17.0,4.0,6.0,0.2692307
1586,2.0,27.0,2.5,0.0,1.0,14.0,5.0,5.0,1.3999996
1587,4.0,27.0,9.0,3.0,2.0,12.0,3.0,6.0,1.333333
1588,5.0,27.0,6.0,1.0,1.0,14.0,3.0,5.0,2.0
1589,4.0,22.0,0.5,0.0,2.0,14.0,4.0,5.0,24.5
1590,4.0,17.5,2.5,1.0,2.0,12.0,3.0,2.0,1.3999996
1591,3.0,27.0,2.5,1.0,2.0,14.0,3.0,4.0,1.3999996
1592,5.0,32.0,16.5,3.0,2.0,14.0,2.0,4.0,0.0606061
1593,4.0,42.0,23.0,5.5,1.0,14.0,3.0,5.0,0.5326087
1594,5.0,22.0,2.5,0.0,1.0,14.0,3.0,4.0,4.8999996
1595,5.0,42.0,23.0,2.0,2.0,20.0,1.0,5.0,0.1521739
1596,5.0,42.0,23.0,3.0,3.0,14.0,3.0,5.0,0.0434783
1597,2.0,42.0,23.0,3.0,3.0,16.0,4.0,4.0,0.1521739
1598,4.0,32.0,16.5,4.0,2.0,12.0,3.0,5.0,0.4848484
1599,4.0,37.0,23.0,4.0,2.0,12.0,3.0,4.0,0.8521735
1600,4.0,42.0,23.0,2.0,1.0,14.0,5.0,3.0,0.5326087
1601,5.0,22.0,2.5,0.0,4.0,14.0,3.0,4.0,1.3999996
1602,4.0,22.0,2.5,0.0,1.0,16.0,3.0,5.0,1.3999996
1603,4.0,42.0,23.0,3.0,3.0,14.0,5.0,5.0,1.9478254
1604,4.0,42.0,23.0,3.0,2.0,14.0,3.0,5.0,1.9478254
1605,2.0,22.0,2.5,0.0,2.0,14.0,3.0,5.0,0.4
1606,3.0,42.0,23.0,3.0,1.0,20.0,4.0,4.0,0.0434783
1607,3.0,37.0,16.5,3.0,4.0,12.0,3.0,2.0,2.545454
1608,4.0,27.0,16.5,2.0,1.0,12.0,3.0,2.0,0.2121212
1609,3.0,27.0,6.0,1.0,1.0,16.0,4.0,1.0,3.2666645
1610,5.0,32.0,13.0,2.0,2.0,14.0,4.0,4.0,0.9230769
1611,4.0,32.0,13.0,3.0,2.0,12.0,2.0,4.0,0.6153846
1612,5.0,42.0,13.0,0.0,1.0,16.0,3.0,6.0,1.5076914
1613,4.0,32.0,9.0,2.0,3.0,14.0,3.0,4.0,2.1777763
1614,3.0,42.0,16.5,1.0,3.0,17.0,3.0,3.0,0.7424242
1615,4.0,42.0,23.0,3.0,1.0,14.0,3.0,5.0,0.8521735
1616,1.0,32.0,13.0,3.0,3.0,14.0,3.0,4.0,1.5076914
1617,4.0,27.0,6.0,2.0,2.0,14.0,3.0,5.0,1.333333
1618,4.0,27.0,6.0,2.0,2.0,14.0,5.0,4.0,3.2666645
1619,5.0,27.0,2.5,0.0,3.0,16.0,3.0,5.0,1.3999996
1620,4.0,22.0,2.5,0.0,1.0,16.0,4.0,2.0,1.3999996
1621,4.0,27.0,6.0,3.0,3.0,14.0,4.0,2.0,2.041666
1622,4.0,42.0,23.0,2.0,1.0,16.0,4.0,5.0,0.1521739
1623,3.0,27.0,6.0,1.0,4.0,14.0,5.0,4.0,0.5833333
1624,3.0,32.0,13.0,0.0,2.0,16.0,3.0,6.0,0.9230769
1625,1.0,27.0,6.0,2.0,3.0,14.0,3.0,2.0,3.2666645
1626,3.0,32.0,13.0,2.0,2.0,14.0,3.0,2.0,2.1538458
1627,3.0,37.0,16.5,4.0,2.0,14.0,4.0,4.0,0.7424242
1628,4.0,37.0,16.5,3.0,4.0,14.0,4.0,4.0,0.2121212
1629,4.0,32.0,16.5,4.0,3.0,14.0,3.0,5.0,0.2121212
1630,5.0,27.0,2.5,0.0,1.0,14.0,3.0,5.0,4.7999992
1631,3.0,22.0,2.5,0.0,2.0,14.0,3.0,1.0,0.4
1632,5.0,32.0,23.0,2.0,3.0,14.0,5.0,6.0,0.5217391
1633,3.0,27.0,9.0,1.0,3.0,14.0,3.0,2.0,1.333333
1634,5.0,37.0,23.0,3.0,2.0,14.0,5.0,4.0,0.3478261
1635,3.0,27.0,6.0,1.0,3.0,20.0,4.0,4.0,3.2666645
1636,1.0,27.0,9.0,1.0,3.0,14.0,2.0,4.0,0.3888888
1637,4.0,32.0,13.0,4.0,2.0,16.0,4.0,2.0,0.2692307
1638,3.0,32.0,16.5,3.0,3.0,14.0,5.0,4.0,4.0727262
1639,4.0,42.0,23.0,3.0,3.0,14.0,4.0,5.0,0.1521739
1640,4.0,32.0,16.5,4.0,2.0,14.0,2.0,5.0,1.696969
1641,3.0,27.0,9.0,4.0,4.0,14.0,4.0,4.0,0.3888888
1642,4.0,27.0,6.0,1.0,2.0,12.0,2.0,4.0,0.1666666
1643,2.0,22.0,6.0,1.0,3.0,14.0,3.0,5.0,2.0
1644,4.0,22.0,2.5,1.0,2.0,14.0,3.0,5.0,1.3999996
1645,3.0,22.0,2.5,1.0,3.0,14.0,3.0,4.0,3.1999998
1646,5.0,22.0,2.5,0.0,1.0,14.0,3.0,2.0,1.3999996
1647,5.0,37.0,23.0,3.0,1.0,12.0,5.0,2.0,1.826086
1648,3.0,27.0,9.0,1.0,1.0,14.0,3.0,6.0,4.666666
1649,4.0,27.0,2.5,0.0,1.0,14.0,5.0,5.0,7.8399963
1650,5.0,27.0,2.5,0.0,1.0,16.0,4.0,2.0,1.3999996
1651,3.0,22.0,6.0,2.0,3.0,12.0,3.0,2.0,0.5833333
1652,4.0,37.0,23.0,2.0,2.0,12.0,3.0,2.0,0.1521739
1653,3.0,22.0,2.5,0.0,2.0,14.0,3.0,4.0,4.7999992
1654,5.0,27.0,2.5,0.0,2.0,17.0,4.0,5.0,1.3999996
1655,4.0,22.0,2.5,0.0,1.0,14.0,5.0,2.0,4.8999996
1656,4.0,27.0,6.0,1.0,2.0,14.0,3.0,3.0,7.0
1657,4.0,27.0,6.0,2.0,2.0,14.0,4.0,4.0,0.5833333
1658,4.0,32.0,13.0,0.0,2.0,12.0,3.0,3.0,3.2307692
1659,4.0,27.0,9.0,2.0,2.0,12.0,2.0,4.0,1.3611107
1660,3.0,22.0,2.5,0.0,1.0,14.0,3.0,2.0,7.8399963
1661,5.0,27.0,2.5,0.0,1.0,14.0,2.0,4.0,7.8399963
1662,3.0,37.0,23.0,4.0,2.0,14.0,3.0,4.0,1.9478254
1663,5.0,27.0,9.0,3.0,2.0,16.0,4.0,4.0,1.333333
1664,4.0,22.0,2.5,0.0,2.0,12.0,2.0,2.0,1.3999996
1665,2.0,32.0,16.5,3.0,1.0,14.0,4.0,4.0,1.1878777
1666,3.0,27.0,9.0,2.0,2.0,12.0,3.0,2.0,1.3611107
1667,4.0,32.0,16.5,3.0,1.0,16.0,4.0,5.0,0.7272727
1668,3.0,27.0,9.0,1.0,2.0,12.0,5.0,4.0,0.1111111
1669,5.0,22.0,2.5,0.0,1.0,14.0,2.0,2.0,7.8399963
1670,4.0,42.0,23.0,2.0,3.0,14.0,5.0,5.0,0.5326087
1671,5.0,27.0,6.0,1.0,4.0,16.0,4.0,1.0,0.1666666
1672,4.0,22.0,2.5,0.0,1.0,12.0,2.0,2.0,4.8999996
1673,3.0,22.0,0.5,0.0,1.0,14.0,5.0,5.0,7.0
1674,5.0,42.0,23.0,5.5,3.0,14.0,5.0,4.0,1.9478254
1675,4.0,37.0,16.5,2.0,2.0,12.0,3.0,4.0,0.2121212
1676,4.0,22.0,2.5,0.0,2.0,12.0,3.0,3.0,3.1999998
1677,3.0,22.0,6.0,1.0,2.0,12.0,3.0,2.0,2.041666
1678,4.0,42.0,23.0,4.0,3.0,17.0,6.0,3.0,2.782608
1679,4.0,22.0,6.0,0.0,4.0,14.0,5.0,4.0,2.041666
1680,2.0,27.0,9.0,3.0,3.0,14.0,4.0,4.0,0.1111111
1681,3.0,27.0,6.0,1.0,1.0,14.0,5.0,4.0,7.0
1682,5.0,42.0,23.0,5.5,3.0,16.0,4.0,6.0,0.0434783
1683,4.0,37.0,13.0,3.0,1.0,12.0,4.0,4.0,0.6153846
1684,4.0,37.0,16.5,2.0,3.0,12.0,5.0,5.0,0.7272727
1685,4.0,37.0,13.0,3.0,3.0,16.0,3.0,4.0,0.2692307
1686,5.0,22.0,6.0,2.0,2.0,12.0,2.0,4.0,4.666666
1687,4.0,27.0,2.5,0.0,2.0,17.0,4.0,6.0,16.7999878
1688,2.0,22.0,6.0,2.0,3.0,14.0,3.0,5.0,3.2666645
1689,3.0,22.0,6.0,1.0,2.0,12.0,4.0,4.0,1.333333
1690,5.0,32.0,9.0,2.0,2.0,14.0,4.0,4.0,0.1111111
1691,3.0,27.0,9.0,3.0,2.0,12.0,3.0,2.0,0.3888888
1692,3.0,32.0,13.0,2.0,3.0,14.0,3.0,5.0,0.2692307
1693,2.0,27.0,9.0,1.0,2.0,16.0,4.0,5.0,4.9777775
1694,4.0,27.0,6.0,1.0,1.0,17.0,3.0,5.0,0.5833333
1695,4.0,32.0,2.5,0.0,2.0,20.0,6.0,6.0,16.7999878
1696,5.0,32.0,13.0,2.0,1.0,12.0,3.0,5.0,0.9423077
1697,4.0,32.0,16.5,1.0,1.0,14.0,5.0,5.0,1.696969
1698,5.0,27.0,2.5,0.0,3.0,12.0,4.0,5.0,0.4
1699,3.0,42.0,23.0,4.0,3.0,16.0,4.0,2.0,0.3478261
1700,4.0,22.0,6.0,1.0,3.0,14.0,3.0,4.0,2.041666
1701,4.0,27.0,6.0,0.0,3.0,14.0,3.0,4.0,0.1666666
1702,4.0,17.5,2.5,0.0,2.0,12.0,3.0,4.0,7.8399963
1703,4.0,22.0,2.5,0.0,1.0,12.0,3.0,4.0,0.4
1704,1.0,37.0,13.0,3.0,1.0,17.0,5.0,6.0,0.0769231
1705,2.0,32.0,16.5,2.0,1.0,12.0,5.0,2.0,2.7151508
1706,3.0,37.0,23.0,3.0,3.0,12.0,3.0,5.0,0.1521739
1707,5.0,27.0,9.0,1.0,3.0,12.0,3.0,5.0,1.3611107
1708,4.0,27.0,6.0,1.0,1.0,12.0,3.0,3.0,3.2666645
1709,3.0,37.0,23.0,4.0,2.0,12.0,3.0,2.0,1.826086
1710,4.0,37.0,23.0,5.5,3.0,12.0,5.0,5.0,0.1521739
1711,1.0,22.0,2.5,1.0,1.0,12.0,3.0,4.0,1.3999996
1712,3.0,22.0,2.5,0.0,1.0,12.0,3.0,5.0,4.7999992
1713,4.0,27.0,2.5,0.0,1.0,16.0,4.0,2.0,7.8399963
1714,4.0,32.0,13.0,1.0,3.0,16.0,3.0,5.0,0.6153846
1715,4.0,27.0,2.5,0.0,2.0,12.0,3.0,4.0,7.8399963
1716,2.0,32.0,9.0,0.0,2.0,16.0,3.0,2.0,1.3611107
1717,5.0,42.0,23.0,4.0,1.0,20.0,4.0,5.0,0.5217391
1718,4.0,22.0,6.0,1.0,1.0,12.0,3.0,5.0,2.0
1719,3.0,42.0,23.0,4.0,2.0,14.0,3.0,5.0,0.3478261
1720,5.0,27.0,6.0,0.0,3.0,12.0,3.0,4.0,2.041666
1721,4.0,42.0,16.5,2.0,2.0,12.0,3.0,4.0,0.2121212
1722,5.0,22.0,2.5,0.0,2.0,16.0,4.0,1.0,3.1999998
1723,4.0,42.0,23.0,5.5,4.0,20.0,4.0,2.0,0.1521739
1724,5.0,27.0,9.0,2.0,3.0,14.0,4.0,5.0,0.3888888
1725,4.0,27.0,2.5,1.0,3.0,16.0,6.0,5.0,4.7999992
1726,3.0,27.0,9.0,0.0,3.0,16.0,5.0,5.0,1.333333
1727,5.0,37.0,23.0,3.0,2.0,14.0,3.0,5.0,0.1521739
1728,4.0,37.0,16.5,2.0,3.0,17.0,4.0,2.0,1.696969
1729,3.0,27.0,6.0,1.0,1.0,17.0,4.0,5.0,2.041666
1730,5.0,32.0,16.5,3.0,4.0,14.0,3.0,6.0,0.7272727
1731,5.0,37.0,16.5,2.0,3.0,12.0,3.0,4.0,0.7424242
1732,3.0,27.0,6.0,1.0,4.0,17.0,4.0,5.0,7.0
1733,3.0,37.0,16.5,3.0,2.0,14.0,3.0,4.0,2.545454
1734,5.0,27.0,9.0,1.0,1.0,14.0,3.0,4.0,0.3888888
1735,3.0,32.0,9.0,3.0,2.0,14.0,5.0,5.0,1.3611107
1736,2.0,42.0,23.0,3.0,2.0,12.0,3.0,5.0,0.8521735
1737,4.0,32.0,13.0,2.0,1.0,14.0,3.0,5.0,1.5076914
1738,4.0,22.0,2.5,1.0,2.0,14.0,3.0,2.0,4.7999992
1739,5.0,27.0,9.0,2.0,2.0,12.0,3.0,6.0,0.3888888
1740,5.0,32.0,16.5,2.0,1.0,12.0,3.0,6.0,0.0606061
1741,4.0,32.0,16.5,2.0,2.0,12.0,2.0,4.0,1.696969
1742,4.0,42.0,23.0,3.0,2.0,12.0,3.0,5.0,1.9478254
1743,4.0,32.0,9.0,2.0,3.0,9.0,3.0,5.0,1.333333
1744,2.0,27.0,6.0,2.0,3.0,12.0,3.0,4.0,2.041666
1745,5.0,42.0,23.0,2.0,3.0,16.0,4.0,5.0,0.2434782
1746,4.0,37.0,23.0,3.0,4.0,12.0,5.0,4.0,0.5326087
1747,4.0,32.0,16.5,3.0,2.0,12.0,5.0,5.0,3.878787
1748,3.0,27.0,9.0,1.0,2.0,12.0,3.0,4.0,7.1111107
1749,2.0,37.0,13.0,2.0,3.0,14.0,3.0,4.0,0.9230769
1750,4.0,32.0,16.5,3.0,3.0,14.0,4.0,3.0,0.2121212
1751,3.0,32.0,16.5,4.0,3.0,12.0,2.0,2.0,1.1878777
1752,3.0,42.0,23.0,4.0,2.0,12.0,4.0,4.0,1.826086
1753,3.0,42.0,23.0,3.0,3.0,17.0,4.0,6.0,0.0434783
1754,5.0,27.0,9.0,3.0,1.0,14.0,3.0,6.0,1.333333
1755,4.0,27.0,6.0,1.0,3.0,14.0,4.0,5.0,0.5833333
1756,3.0,22.0,2.5,0.0,2.0,12.0,3.0,5.0,1.3999996
1757,3.0,22.0,2.5,0.0,2.0,14.0,5.0,4.0,0.4
1758,4.0,32.0,16.5,3.0,3.0,9.0,5.0,5.0,0.2121212
1759,4.0,27.0,2.5,0.0,3.0,16.0,4.0,6.0,4.8999996
1760,3.0,27.0,6.0,1.0,2.0,12.0,3.0,5.0,0.5833333
1761,3.0,32.0,16.5,2.0,3.0,16.0,4.0,4.0,0.7424242
1762,5.0,42.0,23.0,3.0,3.0,12.0,4.0,2.0,1.217391
1763,3.0,27.0,6.0,1.0,3.0,16.0,2.0,2.0,2.0
1764,4.0,27.0,9.0,2.0,3.0,14.0,5.0,5.0,1.333333
1765,4.0,27.0,9.0,1.0,4.0,12.0,3.0,2.0,3.1111107
1766,3.0,37.0,13.0,2.0,3.0,16.0,2.0,4.0,1.5076914
1767,4.0,22.0,6.0,1.0,2.0,14.0,3.0,5.0,0.5833333
1768,5.0,37.0,13.0,2.0,3.0,14.0,5.0,5.0,0.6153846
1769,3.0,22.0,2.5,0.0,1.0,14.0,3.0,1.0,4.8999996
1770,4.0,37.0,16.5,3.0,3.0,12.0,5.0,5.0,0.2121212
1771,1.0,32.0,13.0,2.0,2.0,17.0,4.0,6.0,3.2307692
1772,3.0,22.0,2.5,0.0,3.0,14.0,5.0,4.0,3.1999998
1773,3.0,22.0,6.0,1.0,3.0,12.0,4.0,2.0,2.0
1774,4.0,22.0,2.5,1.0,3.0,14.0,2.0,2.0,16.7999878
1775,2.0,42.0,23.0,2.0,1.0,14.0,3.0,5.0,0.1521739
1776,1.0,42.0,23.0,3.0,1.0,17.0,4.0,5.0,1.826086
1777,3.0,37.0,16.5,3.0,3.0,16.0,6.0,4.0,1.696969
1778,4.0,27.0,6.0,0.0,2.0,12.0,3.0,4.0,7.0
1779,3.0,37.0,16.5,4.0,1.0,12.0,3.0,6.0,0.7272727
1780,4.0,27.0,6.0,2.0,2.0,12.0,3.0,2.0,0.1666666
1781,3.0,32.0,9.0,0.0,1.0,16.0,4.0,5.0,7.4666662
1782,5.0,22.0,2.5,0.0,3.0,14.0,4.0,4.0,0.4
1783,2.0,37.0,16.5,2.0,4.0,12.0,3.0,3.0,0.2121212
1784,3.0,22.0,2.5,0.0,3.0,12.0,3.0,2.0,1.3999996
1785,4.0,27.0,6.0,2.0,1.0,14.0,2.0,2.0,2.041666
1786,3.0,32.0,16.5,3.0,2.0,12.0,4.0,2.0,0.7424242
1787,2.0,27.0,2.5,0.0,2.0,16.0,4.0,5.0,17.9199982
1788,3.0,42.0,23.0,5.5,2.0,20.0,4.0,3.0,0.1521739
1789,1.0,37.0,16.5,2.0,3.0,14.0,3.0,5.0,0.7272727
1790,4.0,22.0,6.0,2.0,2.0,12.0,3.0,5.0,3.2666645
1791,4.0,42.0,23.0,2.0,3.0,20.0,4.0,4.0,0.8521735
1792,3.0,22.0,2.5,0.0,2.0,14.0,3.0,3.0,3.1999998
1793,4.0,27.0,9.0,0.0,3.0,17.0,5.0,6.0,1.333333
1794,5.0,27.0,2.5,0.0,2.0,16.0,3.0,2.0,11.1999998
1795,5.0,27.0,9.0,2.0,3.0,14.0,3.0,3.0,0.3888888
1796,2.0,27.0,6.0,1.0,1.0,16.0,4.0,5.0,2.0
1797,3.0,42.0,23.0,2.0,2.0,14.0,3.0,5.0,0.5217391
1798,4.0,27.0,9.0,2.0,3.0,12.0,3.0,5.0,1.3611107
1799,3.0,37.0,23.0,5.5,2.0,12.0,2.0,5.0,0.3478261
1800,4.0,27.0,6.0,1.0,2.0,14.0,3.0,4.0,3.2666645
1801,3.0,27.0,2.5,0.0,3.0,12.0,3.0,5.0,4.7999992
1802,1.0,27.0,2.5,0.0,2.0,14.0,3.0,2.0,4.8999996
1803,3.0,27.0,6.0,1.0,3.0,16.0,5.0,4.0,2.0
1804,4.0,27.0,6.0,2.0,3.0,16.0,4.0,2.0,3.2666645
1805,4.0,27.0,13.0,3.0,4.0,14.0,2.0,4.0,1.5076914
1806,3.0,27.0,9.0,2.0,3.0,16.0,4.0,5.0,4.666666
1807,5.0,27.0,13.0,3.0,2.0,14.0,5.0,4.0,0.9423077
1808,5.0,22.0,6.0,1.0,3.0,12.0,4.0,2.0,7.0
1809,1.0,32.0,16.5,2.0,3.0,16.0,4.0,4.0,0.7272727
1810,1.0,42.0,23.0,3.0,3.0,20.0,4.0,4.0,0.8521735
1811,3.0,27.0,2.5,0.0,1.0,16.0,5.0,5.0,3.1999998
1812,5.0,42.0,23.0,5.5,3.0,14.0,4.0,5.0,0.0434783
1813,3.0,22.0,6.0,1.0,1.0,16.0,3.0,4.0,3.2666645
1814,1.0,22.0,2.5,0.0,1.0,12.0,3.0,2.0,1.3999996
1815,2.0,22.0,2.5,1.0,2.0,14.0,3.0,4.0,11.1999998
1816,5.0,27.0,2.5,0.0,1.0,17.0,4.0,4.0,1.3999996
1817,2.0,27.0,6.0,1.0,3.0,12.0,3.0,6.0,3.2666645
1818,3.0,37.0,9.0,2.0,1.0,17.0,4.0,3.0,0.3888888
1819,3.0,42.0,23.0,2.0,3.0,12.0,3.0,3.0,1.826086
1820,4.0,37.0,16.5,4.0,3.0,17.0,4.0,2.0,1.1878777
1821,4.0,32.0,13.0,2.0,2.0,14.0,5.0,5.0,0.2692307
1822,5.0,27.0,9.0,2.0,3.0,14.0,4.0,4.0,1.333333
1823,5.0,42.0,16.5,4.0,3.0,16.0,5.0,4.0,0.0606061
1824,1.0,37.0,13.0,1.0,4.0,16.0,3.0,5.0,1.5076914
1825,5.0,32.0,9.0,3.0,2.0,16.0,4.0,5.0,0.3888888
