ID_Empleado,Turno,Experiencia,Nivel_Educativo,Tiempo_Resolución_Min,Casos_Resueltos,Tipo_Caso,Satisfacción_Cliente,Capacitaciones_Anuales
993,Tarde,4.8,Básico,52.6,89,Hardware,4.0,4.6
994,Noche,4.6,Básico,29.7,75,Software,2.0,1.9
995,Tarde,6.8,Técnico,27.0,62,Hardware,5.0,2.7
996,Tarde,3.8,Técnico,25.7,61,Software,3.0,3.4
997,Tarde,7.4,Básico,26.9,75,Cuenta,2.0,1.9
998,Noche,6.8,Básico,37.7,69,Software,1.0,-0.0
999,Noche,8.7,Técnico,23.7,59,Cuenta,1.0,3.8
1000,Mañana,3.6,Básico,37.7,71,Hardware,4.0,3.1
1001,Noche,7.7,Básico,30.0,79,Software,4.0,3.1
1002,Noche,6.1,Universitario,24.1,78,Software,2.0,2.0
1003,Noche,2.3,Técnico,33.6,70,Software,4.0,3.0
1004,Noche,-0.2,Básico,27.8,85,Hardware,3.0,2.4
1005,Mañana,3.4,Técnico,23.6,81,Cuenta,,2.2
1006,Noche,5.6,Universitario,29.7,88,Software,4.0,4.0
1007,Tarde,5.9,Técnico,29.8,66,Cuenta,3.0,2.1
1008,Tarde,4.9,Básico,25.2,67,Cuenta,2.0,2.9
1009,Noche,4.9,Universitario,21.8,85,Cuenta,3.0,3.1
1010,Noche,4.7,Técnico,30.9,77,Software,2.0,2.2
1011,Tarde,7.1,Técnico,32.1,77,Cuenta,4.0,2.6
1012,Tarde,2.1,Técnico,34.0,91,Software,3.0,3.5
1013,Mañana,5.5,Universitario,33.7,68,Cuenta,2.0,4.2
1014,Tarde,3.4,Técnico,43.2,83,Cuenta,1.0,2.9
1015,Tarde,3.2,Universitario,19.1,73,Software,,3.5
1016,Noche,7.4,Técnico,45.9,82,Software,1.0,2.4
1017,Tarde,3.0,Universitario,16.6,74,Hardware,3.0,2.5
1018,Mañana,4.7,Técnico,42.5,85,Hardware,5.0,2.1
1019,Tarde,8.9,Técnico,35.0,100,Hardware,4.0,3.4
1020,Noche,6.7,Técnico,24.8,74,Cuenta,3.0,2.2
1021,Noche,4.1,Básico,5.8,77,Hardware,4.0,2.5
1022,Tarde,4.3,Básico,15.0,81,Hardware,3.0,2.7
1023,Noche,2.5,Universitario,23.7,77,Hardware,3.0,1.6
1024,Mañana,7.6,Técnico,34.5,74,Cuenta,1.0,2.2
1025,Mañana,7.0,Básico,24.7,76,Hardware,1.0,3.2
1026,Tarde,6.4,Técnico,29.6,79,Software,2.0,2.4
1027,Tarde,6.6,Básico,25.6,80,Cuenta,5.0,4.9
1028,Tarde,3.5,Universitario,31.7,80,Cuenta,4.0,3.9
1029,Noche,1.9,Básico,16.2,75,Software,2.0,4.0
1030,Mañana,6.1,Técnico,27.4,86,Hardware,3.0,1.8
1031,Mañana,6.8,Técnico,35.3,70,Hardware,1.0,2.3
1032,Noche,8.2,Técnico,55.3,86,Software,5.0,2.6
1033,Mañana,4.6,Básico,38.4,79,Hardware,3.0,2.9
1034,Tarde,4.3,Técnico,28.1,86,Hardware,2.0,4.7
1035,Tarde,4.5,Universitario,23.6,72,Hardware,4.0,1.3
1036,Tarde,6.3,Universitario,34.6,78,Cuenta,,2.9
1037,Mañana,4.4,Universitario,21.6,78,Software,3.0,2.4
1038,Tarde,4.9,Universitario,31.4,93,Hardware,4.0,3.0
1039,Noche,6.7,Básico,33.2,76,Software,3.0,3.0
1040,Noche,3.7,Básico,28.0,92,Cuenta,4.0,2.4
1041,Mañana,7.8,Universitario,39.7,84,Hardware,,2.9
1042,Noche,6.3,Universitario,29.1,83,Software,4.0,3.0
1043,Noche,1.3,Técnico,25.5,80,Cuenta,2.0,1.9
1044,Mañana,4.0,Técnico,24.9,83,Cuenta,4.0,5.1
1045,Tarde,1.0,Técnico,17.1,86,Software,5.0,2.8
1046,Tarde,4.6,Básico,15.8,87,Hardware,3.0,4.7
1047,Tarde,4.0,Técnico,36.0,80,Hardware,4.0,3.7
1048,Mañana,6.7,Universitario,44.8,79,Software,2.0,3.0
1049,Noche,3.2,Técnico,51.5,83,Cuenta,3.0,2.6
1050,Tarde,5.8,Técnico,41.2,69,Software,2.0,3.2
1051,Tarde,6.1,Básico,35.2,86,Software,5.0,1.0
1052,Mañana,5.5,Básico,33.1,73,Cuenta,1.0,1.5
1053,Tarde,7.3,Técnico,43.1,75,Software,1.0,2.2
1054,Mañana,9.1,Universitario,26.3,75,Cuenta,3.0,1.6
1055,Noche,5.2,Universitario,48.0,65,Cuenta,3.0,2.9
1056,Mañana,5.8,Universitario,29.6,79,Software,,3.0
1057,Mañana,3.2,Técnico,32.6,83,Software,2.0,4.8
1058,Mañana,3.0,Técnico,30.2,80,Software,4.0,3.3
1059,Mañana,7.1,Universitario,41.3,89,Hardware,4.0,3.1
1060,Noche,,Técnico,29.9,96,Cuenta,4.0,3.1
1061,Noche,2.9,Universitario,34.0,85,Cuenta,2.0,3.2
1062,Tarde,2.4,Universitario,17.8,69,Cuenta,3.0,2.6
1063,Noche,3.7,Técnico,28.1,79,Cuenta,3.0,2.8
1064,Noche,4.7,Técnico,40.5,73,Cuenta,4.0,2.2
1065,Tarde,4.2,Técnico,21.6,86,Hardware,3.0,1.2
1066,Noche,5.3,Básico,29.7,86,Cuenta,,2.6
1067,Mañana,6.8,Técnico,29.6,82,Hardware,2.0,3.2
1068,Mañana,5.9,Universitario,24.2,60,Software,3.0,4.1
1069,Tarde,6.1,Universitario,40.2,91,Software,4.0,2.7
1070,Tarde,0.1,Básico,34.9,87,Hardware,3.0,2.0
1071,Tarde,1.8,Técnico,39.0,93,Cuenta,,3.0
1072,Mañana,3.4,Técnico,40.5,85,Cuenta,5.0,2.2
1073,Noche,3.7,Técnico,30.3,71,Cuenta,5.0,1.6
1074,Mañana,6.7,Técnico,45.7,66,Cuenta,4.0,1.9
1075,Tarde,3.2,Técnico,17.8,81,Cuenta,3.0,3.2
1076,Noche,6.3,Técnico,28.5,75,Hardware,3.0,3.2
1077,Noche,3.4,Básico,31.5,66,Hardware,2.0,3.6
1078,Mañana,2.6,Técnico,12.6,66,Hardware,,3.2
1079,Tarde,2.7,Técnico,44.1,81,Software,2.0,4.2
1080,Mañana,9.5,Básico,21.3,70,Software,5.0,4.5
1081,Noche,3.4,Técnico,30.7,91,Hardware,1.0,3.6
1082,Mañana,6.4,Técnico,37.5,59,Hardware,3.0,2.4
1083,Mañana,1.9,Universitario,53.2,82,Software,3.0,3.3
1084,Tarde,7.8,Universitario,13.4,73,Hardware,3.0,2.7
1085,Tarde,5.7,Técnico,36.0,73,Software,2.0,3.2
1086,Noche,5.5,Técnico,27.2,81,Software,1.0,2.9
1087,Mañana,5.8,Básico,36.5,90,Hardware,,2.9
1088,Mañana,6.0,Técnico,39.4,75,Hardware,5.0,3.3
1089,Mañana,6.6,Universitario,34.2,81,Software,3.0,4.9
1090,Noche,3.8,Técnico,30.8,79,Hardware,1.0,3.6
1091,Noche,3.7,Técnico,19.4,71,Cuenta,3.0,3.2
1092,Tarde,5.1,Básico,20.1,100,Software,3.0,3.1
1093,Tarde,6.4,Universitario,38.1,90,Software,2.0,4.3
1094,Tarde,4.9,Universitario,21.4,69,Cuenta,4.0,2.2
1095,Mañana,6.5,Básico,34.3,91,Cuenta,3.0,3.7
1096,Mañana,6.2,Universitario,43.0,77,Cuenta,,5.6
1097,Tarde,4.6,Básico,17.0,77,Hardware,4.0,3.4
1098,Mañana,1.5,Técnico,43.1,82,Cuenta,5.0,2.4
1099,Tarde,4.0,Básico,42.7,76,Cuenta,4.0,2.0
1100,Noche,8.5,Básico,33.4,96,Hardware,3.0,2.7
1101,Tarde,5.7,Básico,23.8,77,Cuenta,3.0,4.1
1102,Noche,3.7,Universitario,35.3,93,Software,1.0,3.8
1103,Mañana,5.5,Universitario,28.2,86,Cuenta,4.0,2.8
1104,Tarde,6.4,Básico,22.9,97,Cuenta,3.0,3.9
1105,Mañana,3.7,Técnico,31.4,80,Hardware,2.0,4.1
1106,Noche,7.5,Básico,21.2,77,Hardware,2.0,3.1
1107,Noche,6.0,Básico,18.2,85,Cuenta,1.0,2.5
1108,Noche,2.8,Universitario,24.6,79,Cuenta,3.0,5.2
1109,Mañana,6.7,Básico,12.8,91,Software,5.0,1.6
1110,Mañana,4.2,Técnico,42.0,76,Hardware,2.0,3.2
1111,Mañana,4.6,Técnico,35.2,66,Software,3.0,2.7
1112,Mañana,3.0,Básico,21.4,88,Software,3.0,3.6
1113,Noche,6.3,Técnico,24.9,80,Cuenta,3.0,3.4
1114,Noche,4.7,Universitario,37.6,90,Cuenta,1.0,2.3
1115,Tarde,6.3,Universitario,42.7,82,Cuenta,3.0,2.3
1116,Tarde,3.9,Básico,31.1,82,Software,3.0,2.9
1117,Mañana,3.7,Universitario,27.4,75,Software,5.0,4.1
1118,Noche,3.5,Universitario,13.7,88,Hardware,2.0,2.4
1119,Noche,5.8,Básico,26.8,61,Hardware,5.0,2.7
1120,Noche,3.6,Técnico,18.6,77,Hardware,4.0,3.4
1121,Tarde,4.6,Básico,18.3,84,Hardware,,4.5
1122,Tarde,4.0,Técnico,42.3,83,Hardware,,3.2
1123,Noche,5.9,Técnico,28.8,90,Hardware,4.0,1.0
1124,Noche,1.5,Básico,31.4,86,Software,,1.6
1125,Noche,5.5,Básico,34.1,96,Cuenta,2.0,2.0
1126,Tarde,8.5,Técnico,28.2,74,Hardware,2.0,1.8
1127,Noche,7.5,Técnico,30.7,66,Software,2.0,4.4
1128,Noche,3.8,Técnico,30.2,87,Software,5.0,3.2
1129,Mañana,6.0,Técnico,25.7,91,Cuenta,3.0,3.9
1130,Mañana,5.6,Básico,32.7,64,Hardware,5.0,2.7
1131,Tarde,7.9,Técnico,29.1,73,Cuenta,3.0,2.8
1132,Noche,-0.0,Básico,30.9,71,Cuenta,4.0,2.4
1133,Noche,7.2,Universitario,30.0,77,Cuenta,5.0,2.9
1134,Mañana,4.5,Técnico,49.6,81,Hardware,4.0,2.7
1135,Tarde,3.5,Básico,39.9,80,Hardware,,3.5
1136,Mañana,3.5,Básico,37.8,75,Hardware,4.0,2.7
1137,Mañana,2.4,Básico,34.7,76,Software,2.0,3.1
1138,Mañana,3.8,Básico,34.3,82,Software,,3.3
1139,Mañana,2.8,Técnico,27.2,84,Software,4.0,3.0
1140,Noche,5.4,Universitario,41.2,80,Hardware,3.0,5.1
1141,Noche,6.2,Técnico,33.3,106,Cuenta,3.0,2.5
1142,Mañana,4.5,Técnico,35.8,83,Cuenta,4.0,2.5
1143,Tarde,8.0,Universitario,27.1,78,Software,4.0,1.9
1144,Tarde,3.9,Técnico,21.3,64,Cuenta,5.0,3.2
1145,Tarde,4.4,Básico,41.4,69,Software,2.0,3.8
1146,Tarde,4.1,Básico,31.3,85,Cuenta,,3.1
1147,Mañana,6.2,Universitario,25.2,83,Hardware,2.0,5.3
1148,Noche,6.4,Universitario,33.4,95,Software,3.0,2.6
1149,Tarde,6.0,Básico,29.0,80,Software,2.0,1.7
1150,Mañana,4.8,Básico,45.5,78,Cuenta,3.0,2.7
1151,Tarde,2.3,Universitario,26.4,86,Hardware,4.0,1.4
1152,Tarde,4.4,Técnico,34.5,83,Hardware,3.0,3.5
1153,Mañana,8.0,Universitario,40.9,88,Hardware,2.0,1.6
1154,Noche,7.0,Básico,36.6,99,Hardware,3.0,2.7
1155,Noche,5.6,Universitario,35.4,72,Software,3.0,2.2
1156,Mañana,4.2,Universitario,24.9,76,Hardware,5.0,2.8
1157,Noche,5.0,Básico,31.2,67,Cuenta,3.0,2.0
1158,Mañana,4.2,Técnico,34.6,73,Software,3.0,2.2
1159,Mañana,7.4,Básico,31.7,88,Cuenta,,3.1
1160,Mañana,3.3,Técnico,44.8,90,Hardware,5.0,3.6
1161,Noche,6.8,Técnico,28.3,72,Software,2.0,1.6
1162,Mañana,3.9,Técnico,30.3,81,Cuenta,3.0,4.2
1163,Tarde,7.6,Técnico,55.8,74,Hardware,4.0,2.7
1164,Noche,5.9,Básico,38.3,86,Software,4.0,2.9
1165,Noche,3.5,Universitario,20.3,60,Hardware,4.0,3.2
1166,Noche,4.4,Técnico,35.0,81,Hardware,2.0,2.5
1167,Noche,6.4,Universitario,37.9,68,Hardware,3.0,4.4
1168,Tarde,4.0,Básico,22.0,95,Hardware,4.0,2.8
1169,Noche,5.0,Técnico,27.0,84,Cuenta,3.0,1.7
1170,Noche,4.0,Técnico,18.1,87,Hardware,3.0,4.8
1171,Mañana,8.5,Técnico,32.9,70,Software,4.0,4.9
1172,Noche,8.9,Técnico,13.8,65,Cuenta,3.0,2.2
1173,Tarde,7.9,Técnico,22.1,78,Hardware,4.0,3.7
1174,Tarde,4.8,Universitario,16.2,76,Software,3.0,5.0
1175,Tarde,4.2,Básico,33.3,86,Software,3.0,3.3
1176,Tarde,3.4,Universitario,26.6,75,Cuenta,2.0,3.4
1177,Noche,8.1,Técnico,34.0,72,Cuenta,,4.1
1178,Noche,6.9,Técnico,11.6,74,Cuenta,4.0,4.3
1179,Tarde,7.0,Técnico,22.2,86,Cuenta,2.0,3.7
1180,Tarde,4.5,Universitario,37.9,94,Hardware,2.0,1.6
1181,Noche,1.5,Técnico,18.5,75,Cuenta,2.0,1.9
1182,Tarde,1.9,Universitario,40.2,98,Cuenta,4.0,2.7
1183,Mañana,5.1,Básico,28.5,76,Software,3.0,4.4
1184,Tarde,4.0,Técnico,21.6,72,Cuenta,3.0,1.8
1185,Tarde,3.7,Técnico,22.3,67,Software,4.0,2.8
1186,Mañana,5.7,Técnico,32.1,57,Hardware,4.0,4.0
1187,Mañana,7.0,Técnico,51.9,83,Software,4.0,2.2
1188,Noche,3.6,Técnico,57.2,90,Hardware,1.0,2.5
1189,Noche,2.4,Técnico,16.6,81,Software,5.0,1.4
1190,Mañana,3.6,Técnico,36.7,79,Software,2.0,2.3
1191,Mañana,2.9,Técnico,46.7,86,Cuenta,4.0,2.1
1192,Noche,6.2,Técnico,17.5,77,Software,2.0,2.9
1193,Tarde,5.0,Técnico,23.8,71,Hardware,5.0,1.9
1194,Mañana,8.8,Básico,32.9,86,Software,4.0,4.1
1195,Noche,6.5,Universitario,30.4,68,Cuenta,2.0,1.9
1196,Tarde,8.6,Universitario,16.2,84,Cuenta,3.0,2.5
1197,Mañana,2.2,Básico,37.5,85,Hardware,4.0,2.3
1198,Tarde,-1.5,Básico,34.3,95,Cuenta,2.0,2.5
1199,Noche,5.5,Básico,39.4,84,Software,2.0,5.8
1200,Mañana,5.2,Universitario,35.3,79,Hardware,3.0,2.2
1201,Tarde,4.8,Universitario,35.3,90,Cuenta,,3.6
1202,Mañana,5.2,Básico,30.3,90,Software,1.0,1.9
1203,Tarde,2.8,Universitario,42.1,89,Cuenta,3.0,4.2
1204,Noche,6.1,Básico,16.7,89,Cuenta,5.0,3.2
1205,Noche,6.5,Básico,19.0,80,Hardware,3.0,3.3
1206,Mañana,2.6,Universitario,41.0,75,Hardware,1.0,3.6
1207,Tarde,4.3,Universitario,27.2,96,Hardware,4.0,4.3
1208,Mañana,4.4,Universitario,20.9,97,Software,,4.6
1209,Mañana,3.7,Técnico,38.4,76,Cuenta,3.0,4.4
1210,Tarde,2.7,Técnico,36.8,89,Hardware,5.0,2.0
1211,Tarde,5.0,Universitario,10.1,90,Software,1.0,3.9
1212,Tarde,5.5,Técnico,36.8,82,Software,4.0,2.9
1213,Noche,3.8,Básico,23.7,88,Software,2.0,4.3
1214,Mañana,2.8,Técnico,34.9,79,Cuenta,4.0,0.9
1215,Mañana,5.8,Universitario,29.2,85,Hardware,3.0,3.2
1216,Noche,3.5,Universitario,36.1,90,Cuenta,2.0,1.7
1217,Tarde,4.4,Técnico,29.9,92,Software,3.0,3.6
1218,Noche,4.1,Universitario,17.5,91,Cuenta,4.0,2.4
1219,Noche,7.5,Básico,13.9,62,Hardware,,1.9
1220,Noche,3.6,Técnico,16.5,72,Software,5.0,1.1
1221,Mañana,8.5,Técnico,18.9,71,Cuenta,,2.3
1222,Noche,6.5,Básico,34.4,84,Hardware,5.0,3.2
1223,Mañana,8.6,Universitario,39.6,88,Hardware,3.0,3.4
1224,Mañana,6.3,Universitario,26.9,72,Hardware,5.0,2.8
1225,Mañana,4.6,Básico,21.0,74,Hardware,4.0,2.6
1226,Tarde,3.2,Universitario,30.3,87,Software,4.0,3.5
1227,Mañana,4.3,Técnico,10.3,84,Software,2.0,5.6
1228,Mañana,8.0,Técnico,36.2,87,Cuenta,2.0,3.4
1229,Tarde,4.9,Universitario,29.3,76,Hardware,2.0,2.0
1230,Mañana,6.3,Básico,30.7,91,Hardware,2.0,1.7
1231,Noche,5.4,Universitario,24.6,76,Software,3.0,2.8
1232,Noche,5.5,Técnico,23.8,77,Cuenta,3.0,3.7
1233,Mañana,5.6,Universitario,13.5,80,Cuenta,1.0,2.2
1234,Tarde,6.0,Técnico,38.7,61,Software,4.0,2.1
1235,Noche,3.4,Básico,17.4,78,Software,3.0,2.0
1236,Tarde,4.5,Técnico,22.8,77,Software,1.0,2.0
1237,Tarde,5.6,Básico,20.5,84,Software,4.0,3.7
1238,Noche,5.3,Básico,38.3,81,Software,1.0,2.5
1239,Tarde,4.1,Básico,24.2,85,Software,3.0,3.7
1240,Noche,5.8,Universitario,39.6,85,Cuenta,4.0,2.6
1241,Tarde,3.5,Universitario,35.8,91,Software,3.0,1.5
1242,Noche,2.6,Universitario,20.6,84,Software,3.0,5.3
1243,Mañana,5.6,Universitario,29.0,79,Cuenta,1.0,2.5
1244,Noche,2.6,Universitario,13.0,80,Cuenta,2.0,3.8
1245,Noche,5.6,Básico,34.0,76,Hardware,4.0,2.9
1246,Noche,1.1,Universitario,23.4,100,Hardware,4.0,4.6
1247,Noche,3.6,Universitario,19.4,77,Cuenta,2.0,4.1
1248,Tarde,4.3,Básico,27.3,87,Software,,4.9
1249,Mañana,1.8,Técnico,25.4,63,Cuenta,3.0,3.1
1250,Noche,4.3,Técnico,32.8,76,Software,,2.3
1251,Tarde,7.4,Universitario,49.0,90,Software,3.0,2.5
1252,Mañana,2.5,Técnico,43.2,76,Software,4.0,3.8
1253,Mañana,4.3,Universitario,18.1,90,Cuenta,2.0,1.7
1254,Mañana,8.4,Básico,45.4,93,Software,5.0,2.6
1255,Mañana,2.9,Básico,30.5,72,Cuenta,1.0,2.3
1256,Noche,7.8,Universitario,4.6,82,Software,,2.0
1257,Noche,4.4,Básico,27.7,89,Software,3.0,2.9
1258,Tarde,5.2,Técnico,14.4,71,Cuenta,2.0,4.6
1259,Tarde,7.6,Técnico,25.6,79,Cuenta,4.0,3.4
1260,Tarde,4.0,Universitario,49.1,81,Software,5.0,3.2
1261,Mañana,6.3,Básico,16.9,79,Software,3.0,2.2
1262,Mañana,6.8,Básico,16.6,86,Hardware,1.0,4.4
1263,Noche,3.7,Técnico,29.0,64,Cuenta,5.0,1.2
1264,Mañana,3.5,Técnico,21.8,89,Hardware,3.0,3.1
1265,Mañana,4.5,Técnico,27.4,77,Hardware,1.0,3.2
1266,Mañana,4.6,Universitario,31.1,67,Hardware,,2.5
1267,Tarde,2.8,Universitario,15.2,79,Cuenta,4.0,3.9
1268,Tarde,3.7,Universitario,32.3,73,Software,3.0,3.4
1269,Noche,-1.9,Básico,22.4,80,Software,3.0,2.8
1270,Mañana,4.3,Técnico,40.7,82,Cuenta,4.0,3.2
1271,Mañana,6.8,Universitario,21.3,67,Hardware,3.0,2.7
1272,Noche,1.7,Técnico,22.9,57,Cuenta,4.0,4.4
1273,Mañana,4.1,Básico,20.7,85,Software,2.0,3.4
1274,Mañana,9.9,Universitario,25.9,82,Cuenta,2.0,3.7
1275,Tarde,5.0,Técnico,15.6,90,Hardware,3.0,2.1
1276,Noche,7.7,Universitario,35.2,75,Cuenta,5.0,2.9
1277,Noche,3.0,Básico,24.7,73,Software,5.0,1.9
1278,Noche,5.9,Técnico,38.1,78,Software,3.0,3.8
1279,Noche,2.6,Universitario,30.6,71,Software,3.0,2.1
1280,Tarde,5.8,Técnico,47.1,86,Hardware,4.0,3.5
1281,Tarde,6.7,Básico,27.4,87,Software,3.0,3.7
1282,Mañana,6.2,Básico,26.4,73,Software,4.0,2.8
1283,Mañana,4.3,Básico,35.9,65,Cuenta,4.0,2.1
1284,Mañana,5.5,Técnico,9.2,69,Cuenta,3.0,2.7
1285,Mañana,5.6,Universitario,25.2,79,Hardware,2.0,2.3
1286,Tarde,6.3,Básico,29.1,81,Hardware,,0.9
1287,Noche,4.8,Básico,37.2,96,Cuenta,2.0,4.8
1288,Tarde,6.9,Técnico,39.3,75,Software,2.0,2.6
1289,Mañana,7.9,Técnico,41.2,78,Cuenta,5.0,2.9
1290,Tarde,4.4,Técnico,27.0,84,Cuenta,5.0,1.9
1291,Noche,5.1,Universitario,22.6,71,Software,2.0,2.6
1292,Noche,3.2,Universitario,30.6,84,Cuenta,5.0,1.4
1293,Tarde,5.7,Básico,27.3,92,Cuenta,,2.5
1294,Tarde,5.7,Técnico,13.3,78,Software,3.0,2.4
1295,Tarde,5.1,Técnico,31.6,88,Software,3.0,1.2
1296,Mañana,5.3,Básico,20.9,95,Hardware,2.0,3.5
1297,Tarde,8.8,Técnico,27.7,72,Hardware,4.0,3.4
1298,Tarde,-0.8,Universitario,27.1,80,Cuenta,4.0,1.9
1299,Tarde,4.0,Básico,51.4,101,Hardware,1.0,3.4
1300,Noche,4.3,Básico,39.0,73,Software,2.0,3.4
1301,Noche,7.9,Universitario,36.4,86,Software,2.0,2.1
1302,Mañana,6.0,Técnico,39.7,70,Hardware,3.0,3.9
1303,Mañana,6.0,Técnico,26.5,82,Software,5.0,2.1
1304,Noche,7.5,Técnico,17.6,86,Software,2.0,5.7
1305,Noche,4.6,Universitario,8.4,94,Cuenta,5.0,4.8
1306,Noche,6.3,Básico,35.4,74,Software,5.0,2.7
1307,Tarde,3.9,Básico,35.5,83,Cuenta,2.0,3.5
1308,Tarde,2.9,Básico,22.4,69,Software,,3.0
1309,Noche,8.6,Universitario,23.6,73,Cuenta,3.0,2.8
1310,Tarde,5.7,Técnico,22.0,88,Hardware,3.0,2.4
1311,Tarde,6.3,Universitario,22.0,86,Cuenta,4.0,2.9
1312,Mañana,2.8,Universitario,25.0,90,Software,5.0,3.0
1313,Noche,6.0,Técnico,33.4,79,Cuenta,4.0,2.4
1314,Noche,8.6,Básico,40.6,86,Cuenta,4.0,2.7
1315,Tarde,4.4,Técnico,29.8,74,Cuenta,3.0,2.5
1316,Noche,2.5,Básico,42.7,69,Hardware,3.0,4.8
1317,Mañana,5.4,Universitario,53.7,81,Software,2.0,4.4
1318,Mañana,2.9,Técnico,34.0,72,Cuenta,3.0,4.6
1319,Mañana,1.9,Básico,29.4,85,Hardware,4.0,2.7
1320,Noche,3.5,Técnico,6.7,73,Cuenta,1.0,2.9
1321,Noche,4.0,Básico,36.0,68,Cuenta,3.0,2.9
1322,Noche,3.0,Técnico,30.6,99,Software,3.0,1.3
1323,Noche,7.7,Básico,30.9,79,Hardware,2.0,1.2
1324,Noche,8.8,Técnico,27.8,94,Cuenta,,2.0
1325,Mañana,6.2,Técnico,25.7,93,Software,1.0,2.7
1326,Tarde,5.8,Técnico,20.0,66,Cuenta,1.0,2.4
1327,Mañana,4.7,Técnico,38.1,87,Software,5.0,4.3
1328,Noche,3.2,Básico,2.9,86,Hardware,5.0,3.3
1329,Mañana,8.2,Técnico,34.4,81,Hardware,3.0,3.7
1330,Noche,4.9,Técnico,14.8,85,Hardware,,4.1
1331,Noche,4.1,Técnico,42.8,78,Cuenta,,3.9
1332,Mañana,7.0,Universitario,26.7,83,Hardware,2.0,3.6
1333,Noche,4.9,Básico,35.6,88,Hardware,3.0,3.8
1334,Tarde,7.0,Técnico,31.9,99,Software,1.0,2.3
1335,Noche,4.2,Técnico,41.9,71,Hardware,3.0,3.4
1336,Tarde,7.0,Técnico,48.4,71,Software,1.0,4.8
1337,Tarde,7.0,Universitario,41.6,88,Hardware,2.0,4.8
1338,Noche,7.6,Básico,36.2,84,Cuenta,5.0,3.5
1339,Mañana,3.6,Universitario,27.2,79,Cuenta,5.0,3.2
1340,Tarde,4.8,Básico,34.9,92,Hardware,5.0,2.6
1341,Mañana,8.9,Técnico,40.3,76,Software,1.0,1.8
1342,Tarde,4.5,Universitario,26.1,76,Cuenta,3.0,2.3
1343,Noche,6.6,Básico,30.7,85,Cuenta,4.0,4.9
1344,Noche,9.6,Universitario,22.4,89,Cuenta,4.0,2.1
1345,Tarde,1.3,Básico,38.7,75,Software,3.0,2.0
1346,Noche,4.4,Universitario,35.0,83,Hardware,2.0,1.0
1347,Tarde,5.0,Técnico,17.3,87,Cuenta,4.0,2.2
1348,Noche,1.4,Técnico,33.4,92,Cuenta,5.0,4.7
1349,Mañana,4.1,Universitario,28.0,92,Cuenta,2.0,3.6
1350,Noche,3.1,Técnico,31.3,63,Cuenta,3.0,4.2
1351,Mañana,6.7,Básico,23.0,79,Cuenta,3.0,4.1
1352,Noche,1.5,Universitario,43.2,77,Cuenta,4.0,4.5
1353,Mañana,8.8,Básico,23.4,80,Hardware,,3.4
1354,Noche,6.4,Técnico,51.3,84,Cuenta,3.0,2.3
1355,Mañana,2.9,Universitario,31.5,74,Cuenta,3.0,4.5
1356,Tarde,7.1,Técnico,27.1,91,Cuenta,2.0,4.9
1357,Tarde,6.2,Básico,34.5,88,Hardware,2.0,3.2
1358,Mañana,4.9,Básico,33.1,80,Software,1.0,3.0
1359,Noche,3.6,Básico,49.8,91,Software,5.0,2.1
1360,Mañana,6.1,Técnico,34.6,79,Cuenta,3.0,2.8
1361,Noche,5.2,Básico,11.5,81,Hardware,1.0,1.8
1362,Tarde,3.6,Universitario,23.7,96,Hardware,3.0,3.0
1363,Noche,2.3,Técnico,38.1,82,Software,3.0,2.4
1364,Tarde,,Universitario,28.3,83,Software,,3.7
1365,Noche,4.0,Universitario,25.0,70,Hardware,3.0,2.0
1366,Noche,7.3,Universitario,23.3,72,Cuenta,2.0,2.6
1367,Noche,6.7,Básico,20.8,87,Hardware,4.0,2.5
1368,Mañana,4.1,Técnico,32.5,89,Software,4.0,0.4
1369,Mañana,4.2,Técnico,23.3,83,Hardware,3.0,2.2
1370,Tarde,7.0,Básico,43.4,69,Cuenta,4.0,2.1
1371,Tarde,5.5,Técnico,21.7,74,Cuenta,2.0,1.5
1372,Mañana,5.5,Universitario,17.0,82,Software,3.0,3.7
1373,Tarde,3.6,Básico,29.8,74,Hardware,5.0,0.5
1374,Mañana,4.8,Básico,9.6,81,Hardware,1.0,0.3
1375,Noche,5.0,Básico,5.9,71,Cuenta,2.0,3.2
1376,Tarde,4.8,Universitario,36.2,71,Hardware,4.0,3.2
1377,Tarde,6.5,Universitario,30.5,91,Cuenta,3.0,2.5
1378,Mañana,6.5,Básico,9.1,73,Cuenta,4.0,3.5
1379,Tarde,3.2,Técnico,30.9,77,Hardware,2.0,3.7
1380,Tarde,4.0,Universitario,27.1,86,Software,5.0,3.9
1381,Noche,3.6,Técnico,14.8,88,Hardware,4.0,1.7
1382,Tarde,7.8,Universitario,37.3,76,Hardware,2.0,3.2
1383,Noche,9.5,Básico,45.2,91,Software,1.0,2.6
1384,Mañana,4.1,Técnico,49.2,108,Hardware,,3.6
1385,Tarde,4.7,Técnico,33.3,90,Cuenta,3.0,4.6
1386,Noche,6.7,Universitario,30.2,79,Hardware,2.0,3.1
1387,Mañana,3.6,Básico,47.7,85,Cuenta,2.0,3.3
1388,Tarde,6.7,Básico,32.5,83,Software,2.0,3.2
1389,Mañana,5.0,Técnico,26.6,81,Hardware,3.0,2.1
1390,Tarde,1.5,Técnico,23.4,61,Hardware,5.0,2.6
1391,Mañana,2.4,Universitario,35.5,79,Software,2.0,3.3
1392,Mañana,4.3,Universitario,13.6,78,Software,3.0,3.9
