Student_ID,Hours_Studied,Attendance_Rate,Assignments_Completed,Midterm_Score,Final_Score,Project_Score,Participation_Score,Study_Method
623,40,84,9,13,70,47,8,Kinesthetic
624,33,64,3,75,27,2,0,Kinesthetic
625,5,97,6,24,82,97,10,Visual
626,38,81,0,85,46,27,9,Kinesthetic
627,39,74,0,73,27,47,0,Kinesthetic
628,22,84,3,69,2,53,0,Visual
629,20,65,7,21,10,25,0,Kinesthetic
630,34,97,9,7,28,77,7,Auditory
631,28,60,8,35,56,46,6,Auditory
632,34,61,10,9,11,61,0,Kinesthetic
633,1,96,1,38,6,28,1,Kinesthetic
634,32,68,6,93,36,15,0,Kinesthetic
635,25,97,10,12,68,81,2,Kinesthetic
636,31,61,7,30,11,89,3,Kinesthetic
637,17,86,2,67,76,91,3,Auditory
638,33,75,10,94,97,66,9,Visual
639,29,98,0,29,58,59,4,Kinesthetic
640,22,89,1,74,76,51,9,Visual
641,19,65,6,43,62,55,8,Visual
642,22,55,7,76,5,68,5,Reading/Writing
643,39,85,7,80,88,13,3,Reading/Writing
644,7,86,6,100,22,9,7,Visual
645,13,52,2,66,62,48,2,Auditory
646,22,66,10,77,48,28,6,Visual
647,13,99,0,33,55,4,3,Kinesthetic
648,1,59,2,11,85,30,7,Visual
649,3,87,2,26,27,30,9,Auditory
650,23,61,7,91,69,74,4,Kinesthetic
651,35,96,1,94,81,10,0,Reading/Writing
652,8,53,4,70,78,30,10,Auditory
653,15,67,0,72,29,99,7,Kinesthetic
654,31,67,6,70,100,94,0,Visual
655,31,83,10,96,11,29,10,Reading/Writing
656,26,81,7,73,49,39,5,Kinesthetic
657,14,71,0,46,96,92,10,Auditory
658,3,96,10,35,82,42,2,Visual
659,35,74,3,59,71,89,1,Reading/Writing
660,24,95,6,74,82,71,2,Kinesthetic
661,14,82,8,45,94,9,10,Reading/Writing
662,11,63,0,17,75,15,3,Reading/Writing
663,6,100,7,87,81,69,4,Kinesthetic
664,35,98,9,12,73,87,5,Auditory
665,23,83,5,71,62,40,4,Reading/Writing
666,5,97,10,83,2,9,9,Kinesthetic
667,40,53,0,17,64,26,6,Kinesthetic
668,30,73,6,55,79,92,3,Kinesthetic
669,20,90,8,83,78,49,2,Visual
670,10,75,7,1,5,59,5,Reading/Writing
671,15,98,3,31,72,26,2,Kinesthetic
672,13,73,8,4,27,19,0,Auditory
673,24,70,6,64,100,31,3,Visual
674,13,100,0,7,44,31,2,Auditory
675,37,85,10,8,65,99,8,Visual
676,17,81,3,60,66,57,9,Kinesthetic
677,13,74,8,20,7,31,5,Visual
678,23,92,7,6,14,6,8,Reading/Writing
679,7,67,6,98,22,77,7,Reading/Writing
680,24,65,5,8,78,35,8,Reading/Writing
681,33,65,7,22,55,87,5,Auditory
682,27,83,2,78,3,20,3,Kinesthetic
683,23,61,1,95,94,43,6,Kinesthetic
684,17,95,1,94,93,48,1,Visual
685,33,94,5,33,53,90,5,Visual
686,2,100,7,94,33,70,8,Auditory
687,11,80,1,83,11,56,9,Reading/Writing
688,35,87,10,11,66,39,10,Auditory
689,4,68,6,8,70,48,6,Visual
690,18,87,4,44,65,40,7,Kinesthetic
691,11,94,3,79,77,11,7,Reading/Writing
692,26,59,6,55,27,99,10,Reading/Writing
693,16,89,7,25,36,42,7,Visual
694,27,98,3,79,27,60,9,Visual
695,39,85,3,45,92,92,0,Auditory
696,21,71,9,77,51,31,3,Auditory
697,9,75,4,63,85,30,2,Auditory
698,40,90,5,61,76,1,7,Visual
699,5,58,8,99,80,81,8,Visual
700,16,74,7,24,24,55,5,Auditory
701,11,74,10,89,2,34,8,Kinesthetic
702,5,58,3,20,89,1,0,Visual
703,21,68,10,74,68,28,9,Reading/Writing
704,15,84,6,17,9,78,2,Auditory
705,3,75,2,53,31,10,1,Visual
706,24,59,5,56,10,61,7,Reading/Writing
707,32,65,2,55,17,30,3,Reading/Writing
708,0,59,4,15,65,60,3,Visual
709,14,55,0,56,84,1,7,Reading/Writing
710,16,58,10,27,37,99,2,Visual
711,18,92,2,45,72,71,10,Kinesthetic
712,18,50,2,29,65,87,6,Kinesthetic
713,19,52,1,82,52,29,6,Auditory
714,0,99,3,79,3,7,7,Kinesthetic
715,22,85,5,76,24,77,2,Visual
716,15,81,7,49,30,54,5,Reading/Writing
717,23,87,5,24,23,23,1,Kinesthetic
718,19,73,7,3,87,76,2,Visual
719,14,64,9,4,60,1,6,Reading/Writing
720,23,94,2,73,2,10,0,Kinesthetic
721,36,95,6,16,74,80,1,Kinesthetic
722,40,92,2,63,86,69,10,Visual
723,32,84,2,90,65,0,9,Kinesthetic
724,31,86,9,29,34,100,1,Reading/Writing
725,30,91,6,36,43,97,2,Reading/Writing
726,14,81,10,47,77,50,3,Auditory
727,0,67,9,48,63,0,9,Visual
728,11,56,1,98,25,83,0,Auditory
729,34,64,4,53,44,40,3,Kinesthetic
730,36,54,7,45,20,45,7,Auditory
731,29,78,3,87,81,78,7,Auditory
732,25,77,4,86,67,38,10,Visual
733,10,63,6,53,30,76,6,Visual
734,31,67,2,97,98,67,7,Kinesthetic
735,1,91,4,60,95,34,8,Auditory
736,9,76,6,49,67,34,7,Visual
737,21,52,7,24,79,20,3,Auditory
738,8,71,6,26,97,49,10,Auditory
739,29,67,8,71,76,10,8,Auditory
740,24,90,2,91,74,19,0,Visual
741,20,56,8,86,81,5,1,Visual
742,17,60,9,22,4,1,5,Kinesthetic
743,19,93,2,41,85,24,9,Auditory
744,39,97,3,40,77,29,10,Auditory
745,15,65,0,39,67,98,10,Auditory
746,38,86,10,14,78,49,9,Reading/Writing
747,34,74,5,60,40,38,5,Auditory
748,28,53,9,78,63,69,5,Visual
749,29,90,2,6,22,57,10,Reading/Writing
750,2,83,5,1,61,17,0,Kinesthetic
751,31,61,9,39,91,45,9,Kinesthetic
752,13,69,9,79,26,63,5,Auditory
753,25,70,9,50,44,55,3,Auditory
754,4,75,4,98,1,95,0,Reading/Writing
755,27,98,9,57,54,52,1,Kinesthetic
756,7,99,9,14,75,53,10,Visual
757,32,85,10,59,84,39,4,Auditory
758,35,91,3,61,10,58,7,Auditory
759,12,58,5,66,43,45,6,Visual
760,19,64,6,28,81,35,1,Kinesthetic
761,17,75,2,2,83,24,2,Reading/Writing
762,19,71,7,26,0,61,6,Kinesthetic
763,32,94,1,78,21,41,8,Visual
764,20,59,6,45,50,12,6,Kinesthetic
765,23,73,2,32,0,89,1,Visual
766,27,56,6,36,99,76,8,Reading/Writing
767,4,81,7,92,47,22,5,Visual
768,29,72,5,87,71,1,10,Reading/Writing
769,23,87,7,21,45,42,5,Auditory
770,38,99,3,54,68,25,4,Kinesthetic
771,13,100,1,31,55,74,1,Auditory
772,35,68,9,44,64,49,2,Reading/Writing
773,35,61,2,93,9,92,9,Kinesthetic
774,25,65,7,0,59,93,0,Kinesthetic
775,12,74,10,52,88,65,3,Reading/Writing
776,39,55,0,48,85,35,9,Reading/Writing
777,20,56,10,0,30,51,1,Auditory
778,25,96,2,83,35,26,6,Kinesthetic
779,33,50,2,63,57,68,1,Reading/Writing
780,39,98,2,20,77,17,4,Visual
781,13,79,4,94,3,9,4,Auditory
782,-3,91,6,72,55,15,4,Kinesthetic
783,18,80,0,4,79,31,2,Reading/Writing
784,11,55,4,57,67,48,2,Auditory
785,35,79,0,83,7,51,7,Auditory
786,29,71,3,69,63,48,5,Visual
787,32,69,2,99,19,99,6,Visual
788,22,50,7,28,31,75,9,Auditory
789,40,94,5,86,96,17,7,Visual
790,12,89,4,25,68,91,10,Reading/Writing
791,27,57,8,1,98,43,9,Auditory
792,27,62,10,3,75,76,9,Reading/Writing
793,18,70,6,71,69,59,7,Auditory
794,36,64,6,14,8,12,3,Kinesthetic
795,30,59,6,88,3,17,7,Auditory
796,38,68,6,84,68,84,3,Auditory
797,16,87,4,74,34,15,5,Kinesthetic
798,27,66,10,43,75,18,5,Kinesthetic
799,3,92,9,26,85,8,5,Kinesthetic
800,5,98,7,12,2,15,10,Visual
801,18,61,2,56,81,38,8,Reading/Writing
802,22,88,5,51,91,61,5,Auditory
803,39,52,6,4,50,51,2,Kinesthetic
804,5,91,3,93,73,17,4,Kinesthetic
805,23,97,3,88,91,14,10,Reading/Writing
806,21,85,9,12,43,2,4,Reading/Writing
807,20,88,0,65,78,55,7,Reading/Writing
808,13,96,6,10,69,3,4,Kinesthetic
809,23,78,5,63,37,99,4,Kinesthetic
810,24,60,2,82,64,88,8,Reading/Writing
811,16,71,10,36,41,1,6,Kinesthetic
812,34,79,0,36,72,37,5,Visual
813,16,81,6,11,80,90,10,Kinesthetic
814,27,75,0,94,49,48,6,Visual
815,1,81,10,77,6,21,0,Kinesthetic
816,33,77,3,60,68,11,6,Kinesthetic
817,0,64,10,13,80,69,7,Kinesthetic
818,2,90,10,93,52,44,6,Visual
819,21,75,1,87,77,81,3,Auditory
820,3,63,3,12,90,48,7,Reading/Writing
821,14,82,2,44,1,100,9,Kinesthetic
822,35,81,8,46,55,54,3,Visual
823,38,83,10,49,17,55,2,Visual
824,11,96,3,100,90,26,8,Kinesthetic
825,36,87,1,29,26,5,3,Visual
826,40,82,1,19,52,26,0,Reading/Writing
827,6,61,0,42,58,20,6,Kinesthetic
828,30,57,5,15,27,66,7,Auditory
829,4,59,10,54,75,65,6,Reading/Writing
830,26,77,10,41,16,19,7,Visual
831,24,76,10,32,41,53,8,Kinesthetic
832,16,71,1,98,56,17,6,Kinesthetic
833,27,66,7,48,35,73,8,Auditory
834,26,83,8,47,61,39,1,Visual
835,25,87,9,66,24,11,8,Auditory
836,28,71,6,50,90,57,3,Kinesthetic
837,26,88,9,23,12,92,4,Auditory
838,16,71,7,83,61,24,10,Reading/Writing
839,37,64,9,56,3,26,7,Reading/Writing
840,-5,92,0,82,79,32,6,Auditory
841,8,75,3,48,4,7,4,Reading/Writing
842,31,93,1,9,19,68,6,Kinesthetic
843,0,89,5,78,34,28,4,Reading/Writing
844,8,69,7,5,48,47,8,Reading/Writing
845,6,93,4,83,58,86,8,Auditory
846,36,69,7,37,1,37,5,Visual
847,39,80,0,22,58,43,1,Reading/Writing
848,5,97,3,89,69,96,5,Auditory
849,36,68,4,24,88,23,7,Auditory
850,38,77,7,53,96,60,2,Reading/Writing
851,3,83,10,22,45,54,8,Kinesthetic
852,36,52,0,53,0,1,4,Reading/Writing
853,9,69,2,1,35,73,4,Visual
854,9,63,3,91,46,90,9,Auditory
855,34,97,8,62,73,65,0,Auditory
856,7,67,4,33,52,49,10,Reading/Writing
857,22,60,3,47,13,2,5,Reading/Writing
858,6,100,6,49,65,41,6,Kinesthetic
859,1,95,7,80,61,75,4,Visual
860,37,81,6,41,14,1,7,Reading/Writing
861,19,100,10,90,28,15,9,Visual
862,30,64,7,31,58,41,1,Auditory
863,29,65,2,59,33,98,0,Kinesthetic
864,24,74,9,28,84,83,7,Kinesthetic
865,9,80,4,48,24,6,4,Visual
866,16,100,9,35,42,97,9,Kinesthetic
867,8,52,4,81,51,33,3,Reading/Writing
868,31,92,3,28,3,4,5,Visual
869,23,56,2,53,64,74,1,Visual
870,15,96,3,28,59,37,0,Visual
871,11,59,6,16,11,30,3,Kinesthetic
872,34,78,3,19,38,100,7,Auditory
873,16,50,5,72,85,53,1,Auditory
874,28,80,8,81,0,91,1,Visual
875,35,76,9,88,13,2,9,Kinesthetic
876,34,100,2,52,44,44,7,Auditory
877,3,80,2,8,67,86,6,Kinesthetic
878,6,67,6,80,33,34,8,Visual
879,18,64,7,47,98,93,6,Kinesthetic
880,27,96,6,92,90,93,2,Reading/Writing
881,40,81,5,53,11,55,10,Visual
882,21,66,8,89,59,75,4,Auditory
883,20,100,8,29,98,22,7,Kinesthetic
884,4,67,4,47,61,34,2,Visual
885,31,97,1,30,88,41,6,Visual
886,0,99,9,41,40,25,4,Visual
887,19,62,8,98,99,90,9,Kinesthetic
888,27,78,9,95,42,71,3,Auditory
889,36,83,2,89,57,20,9,Kinesthetic
890,11,50,9,83,76,89,2,Reading/Writing
891,17,93,7,58,24,68,3,Visual
892,4,64,7,26,47,4,4,Kinesthetic
893,30,95,10,17,97,4,1,Visual
894,1,95,2,91,56,40,0,Reading/Writing
895,8,55,3,15,54,55,9,Reading/Writing
896,1,83,2,2,5,75,0,Auditory
897,17,55,9,33,57,70,1,Auditory
898,34,63,10,47,99,66,0,Auditory
899,24,51,10,2,42,24,4,Reading/Writing
900,15,55,1,95,37,85,1,Auditory
901,40,74,10,45,48,46,4,Visual
902,19,63,8,77,44,90,3,Reading/Writing
903,3,93,8,19,49,3,3,Kinesthetic
904,31,92,3,63,15,29,4,Reading/Writing
905,19,98,7,79,3,25,9,Kinesthetic
906,38,70,0,78,88,72,7,Reading/Writing
907,14,67,6,92,74,7,9,Visual
908,17,23,5,28,73,8,10,Auditory
909,6,83,4,76,48,45,10,Reading/Writing
910,2,62,5,63,17,48,4,Reading/Writing
911,7,63,10,49,29,38,10,Reading/Writing
912,28,71,7,51,0,49,0,Reading/Writing
913,7,54,1,95,68,94,3,Reading/Writing
914,0,76,8,32,35,4,4,Reading/Writing
915,20,73,9,1,72,54,4,Visual
916,38,82,3,82,22,51,7,Kinesthetic
917,1,62,8,93,50,25,1,Visual
918,33,86,8,10,58,38,10,Auditory
919,20,96,1,23,65,100,2,Auditory
920,32,86,8,55,33,61,7,Reading/Writing
921,38,100,4,24,35,34,3,Auditory
922,39,70,9,82,69,78,2,Auditory
923,6,87,3,59,37,62,5,Kinesthetic
924,14,103,10,80,50,85,7,Visual
925,8,94,4,66,20,27,9,Auditory
926,29,65,8,50,90,57,1,Kinesthetic
927,16,50,0,21,88,6,3,Reading/Writing
928,37,85,4,34,45,42,2,Auditory
929,40,77,3,85,93,44,8,Auditory
930,38,58,5,16,64,70,4,Visual
931,20,65,3,20,39,17,9,Visual
932,2,85,10,3,61,29,2,Kinesthetic
933,36,81,3,46,20,80,7,Auditory
934,16,63,4,97,5,3,7,Auditory
935,16,71,6,39,43,61,7,Kinesthetic
936,10,65,3,3,28,20,4,Auditory
937,9,58,4,19,44,64,3,Visual
938,0,82,1,43,2,80,3,Auditory
939,9,62,6,7,52,76,4,Visual
940,24,82,7,93,7,21,1,Auditory
941,15,74,2,26,14,85,2,Visual
942,37,55,4,56,2,3,1,Reading/Writing
943,31,51,8,49,3,58,5,Auditory
944,24,86,7,89,75,28,5,Kinesthetic
945,12,56,3,65,16,89,7,Reading/Writing
946,15,89,9,10,1,80,7,Reading/Writing
947,40,71,9,68,19,52,8,Reading/Writing
948,19,54,0,93,94,5,1,Visual
949,27,78,0,15,19,50,8,Kinesthetic
950,7,50,2,65,99,4,7,Reading/Writing
951,30,92,6,90,93,68,3,Kinesthetic
952,27,54,7,53,18,16,10,Kinesthetic
953,28,68,1,75,3,58,0,Kinesthetic
954,33,99,2,12,99,90,5,Visual
955,-10,52,7,64,87,64,9,Visual
956,19,57,7,64,11,5,4,Kinesthetic
957,4,86,3,6,50,1,6,Auditory
958,26,56,6,4,16,91,7,Visual
959,36,86,5,9,61,37,9,Reading/Writing
960,36,72,6,31,74,28,1,Kinesthetic
961,30,86,10,37,66,96,9,Visual
962,32,73,0,27,36,60,6,Visual
963,31,94,2,76,97,39,8,Visual
964,16,81,4,50,17,82,6,Auditory
965,22,50,9,14,46,15,6,Auditory
966,40,95,9,76,39,99,10,Reading/Writing
967,36,82,0,86,41,80,10,Reading/Writing
968,16,79,9,94,70,65,2,Auditory
969,17,65,1,32,100,69,2,Auditory
970,13,54,10,44,90,69,6,Auditory
971,15,98,9,99,77,2,3,Visual
972,23,74,10,53,24,59,10,Reading/Writing
973,38,98,0,93,11,89,10,Kinesthetic
974,2,93,0,49,19,73,3,Kinesthetic
975,12,75,4,74,88,75,5,Kinesthetic
976,38,87,7,82,50,37,9,Auditory
977,20,97,4,46,80,99,3,Auditory
978,18,94,8,78,65,28,3,Auditory
979,68,97,3,15,62,27,6,Reading/Writing
980,27,61,9,31,19,35,0,Reading/Writing
981,4,80,10,90,30,84,5,Kinesthetic
982,7,66,7,49,72,3,8,Reading/Writing
983,14,67,6,66,82,67,0,Kinesthetic
984,8,81,10,29,58,77,4,Visual
985,17,76,5,23,52,38,4,Visual
986,19,55,4,65,73,57,10,Visual
987,35,77,3,96,42,92,1,Auditory
988,25,90,1,90,87,81,9,Visual
989,1,80,4,38,27,69,8,Auditory
990,37,71,7,65,97,59,9,Visual
991,5,77,5,57,92,97,4,Reading/Writing
992,2,98,0,55,45,33,8,Auditory
993,20,85,7,13,40,87,0,Auditory
994,22,98,1,98,87,3,0,Visual
995,25,58,0,24,69,16,10,Visual
996,21,57,2,71,33,31,1,Visual
997,19,83,7,45,8,70,7,Visual
998,29,61,9,39,52,45,5,Auditory
999,31,95,9,86,13,42,7,Visual
1000,1,80,2,25,13,14,7,Kinesthetic
1001,39,85,9,27,82,63,4,Auditory
1002,38,90,4,6,76,72,5,Auditory
1003,37,56,4,22,6,90,6,Visual
1004,29,88,4,70,94,84,1,Visual
1005,31,57,2,99,49,10,5,Reading/Writing
1006,26,72,0,3,72,33,2,Reading/Writing
1007,11,70,1,28,51,67,0,Auditory
1008,22,94,6,63,42,27,7,Auditory
1009,14,76,4,84,29,1,1,Kinesthetic
1010,34,62,0,82,6,31,8,Reading/Writing
1011,40,90,10,4,27,80,8,Visual
1012,2,98,3,9,32,100,3,Visual
1013,14,52,10,3,27,10,0,Reading/Writing
1014,4,69,7,74,80,84,8,Kinesthetic
1015,27,60,8,27,47,23,2,Visual
1016,39,83,0,63,25,53,1,Kinesthetic
1017,9,93,8,25,67,53,9,Reading/Writing
1018,21,97,1,90,46,71,1,Visual
1019,2,51,0,23,9,13,10,Reading/Writing
1020,38,82,0,17,87,31,6,Reading/Writing
1021,37,56,4,38,73,5,10,Visual
1022,35,80,1,22,24,92,9,Reading/Writing
1023,1,77,10,88,60,31,0,Auditory
1024,24,91,7,8,59,24,9,Visual
1025,37,90,6,88,96,7,4,Kinesthetic
1026,29,76,0,49,59,56,0,Visual
1027,5,24,2,61,44,15,1,Reading/Writing
1028,14,76,2,92,52,42,3,Kinesthetic
1029,20,63,9,94,8,5,3,Reading/Writing
1030,19,62,8,81,49,63,5,Visual
1031,12,83,3,80,41,0,1,Kinesthetic
1032,10,75,2,92,46,52,1,Kinesthetic
1033,3,75,9,93,64,76,8,Kinesthetic
1034,33,74,6,17,54,44,3,Auditory
1035,13,98,0,60,17,21,5,Visual
1036,37,97,3,46,6,60,7,Auditory
1037,11,50,1,95,86,25,6,Reading/Writing
1038,13,69,0,72,73,18,10,Visual
1039,13,19,6,64,32,78,8,Visual
1040,24,70,2,82,4,2,1,Visual
1041,18,77,4,12,35,100,9,Kinesthetic
1042,17,99,6,64,6,77,2,Auditory
1043,11,84,4,67,30,62,10,Reading/Writing
1044,2,62,5,0,3,30,10,Visual
1045,36,69,9,86,40,73,10,Auditory
1046,8,69,1,30,78,4,5,Kinesthetic
1047,28,53,6,10,71,77,10,Visual
1048,27,93,1,99,92,71,4,Visual
1049,21,79,2,89,41,79,7,Visual
1050,0,80,0,85,17,67,1,Auditory
1051,11,90,5,65,71,63,8,Kinesthetic
1052,3,53,2,30,73,84,9,Visual
1053,23,87,9,89,75,58,4,Visual
1054,2,98,2,54,64,29,0,Kinesthetic
1055,5,68,3,95,42,6,6,Reading/Writing
1056,0,62,6,49,66,63,3,Visual
1057,16,65,5,33,79,59,7,Kinesthetic
1058,2,69,9,62,8,75,1,Visual
1059,2,57,7,66,92,33,4,Reading/Writing
1060,8,60,10,17,69,31,10,Kinesthetic
1061,17,70,9,0,25,22,4,Visual
1062,32,96,8,50,0,69,10,Visual
1063,25,77,6,94,39,0,7,Auditory
1064,21,65,6,83,30,46,6,Visual
1065,0,88,1,84,38,98,8,Kinesthetic
1066,18,52,3,92,62,34,8,Reading/Writing
1067,5,80,4,44,54,88,8,Visual
1068,25,79,6,63,57,97,5,Auditory
1069,20,57,7,46,88,100,9,Reading/Writing
1070,4,98,1,60,18,89,6,Reading/Writing
1071,17,81,8,64,100,16,8,Auditory
1072,14,61,8,30,15,44,4,Auditory
1073,19,60,8,46,84,36,9,Reading/Writing
1074,27,110,9,5,18,16,6,Auditory
1075,36,95,4,83,40,33,5,Visual
1076,8,69,10,12,1,75,2,Visual
1077,25,85,6,36,52,1,0,Kinesthetic
1078,19,84,1,12,79,52,1,Visual
1079,6,55,4,7,37,47,9,Visual
1080,8,94,0,8,38,93,10,Auditory
1081,32,53,8,92,25,90,4,Kinesthetic
1082,21,14,2,51,39,46,10,Kinesthetic
1083,0,69,4,80,48,27,3,Auditory
1084,7,95,0,96,47,21,4,Visual
1085,33,80,5,92,75,4,8,Visual
1086,38,51,10,24,71,89,5,Visual
1087,24,97,7,82,72,46,4,Kinesthetic
1088,32,55,9,59,66,54,3,Reading/Writing
1089,8,100,1,0,47,98,7,Kinesthetic
1090,16,88,3,2,0,74,0,Visual
1091,10,76,9,9,77,26,8,Auditory
1092,18,80,4,82,53,2,8,Kinesthetic
1093,21,87,6,61,18,31,1,Visual
1094,8,98,6,61,47,94,6,Kinesthetic
1095,9,75,10,92,52,61,1,Kinesthetic
1096,24,56,9,70,10,92,10,Kinesthetic
1097,20,59,2,69,100,80,6,Reading/Writing
1098,10,61,10,47,30,62,9,Reading/Writing
1099,19,100,1,20,13,9,10,Visual
1100,11,58,3,88,75,3,4,Visual
1101,38,68,0,15,96,79,2,Auditory
1102,14,67,7,57,9,66,9,Auditory
1103,5,65,0,85,43,39,10,Visual
1104,16,54,10,17,1,40,4,Reading/Writing
1105,4,60,4,15,89,99,7,Reading/Writing
1106,14,13,8,38,84,50,3,Visual
1107,31,91,10,41,79,76,6,Auditory
1108,-2,91,9,66,12,41,1,Visual
1109,2,94,4,18,42,75,6,Kinesthetic
1110,14,94,3,73,45,98,4,Auditory
1111,31,82,5,7,91,82,7,Visual
1112,7,53,1,56,24,100,3,Visual
1113,5,66,0,88,18,27,10,Reading/Writing
1114,4,70,1,50,8,23,6,Reading/Writing
1115,15,76,4,89,97,76,7,Auditory
1116,16,52,7,56,77,1,7,Visual
1117,38,85,2,99,44,21,2,Auditory
1118,4,89,4,93,60,89,6,Reading/Writing
1119,23,68,7,63,64,55,2,Visual
1120,26,78,8,25,3,57,0,Kinesthetic
1121,24,74,10,52,82,18,1,Kinesthetic
1122,20,99,2,27,32,80,7,Auditory
1123,7,66,6,11,60,74,10,Kinesthetic
1124,33,81,0,68,10,60,10,Auditory
1125,14,78,1,60,27,53,2,Visual
1126,34,72,3,52,65,15,8,Visual
1127,25,62,2,12,52,37,8,Reading/Writing
1128,35,94,4,10,0,80,9,Reading/Writing
1129,33,71,8,39,51,96,3,Reading/Writing
1130,34,72,3,1,69,33,7,Auditory
1131,14,82,8,97,9,78,9,Auditory
1132,2,58,3,98,74,22,2,Visual
1133,40,75,4,0,94,19,7,Auditory
1134,8,68,3,22,13,91,1,Visual
1135,35,77,9,72,98,86,2,Auditory
1136,25,96,0,31,17,52,8,Visual
1137,9,66,2,79,55,38,0,Kinesthetic
1138,29,65,1,25,71,25,5,Kinesthetic
1139,35,57,5,91,36,72,9,Visual
1140,16,53,6,81,16,12,5,Reading/Writing
1141,24,88,3,66,21,13,10,Auditory
1142,10,99,6,42,18,60,6,Visual
1143,30,56,7,96,53,39,0,Visual
1144,11,63,1,7,94,38,7,Reading/Writing
1145,24,93,8,41,58,58,9,Auditory
1146,25,62,8,1,9,18,5,Kinesthetic
1147,38,79,7,50,2,32,8,Kinesthetic
1148,12,73,8,99,24,66,4,Kinesthetic
1149,29,65,5,68,36,63,4,Visual
1150,-3,83,0,70,90,86,9,Kinesthetic
1151,30,76,10,9,21,67,5,Visual
1152,20,21,7,27,16,70,5,Visual
1153,34,57,7,84,38,90,3,Reading/Writing
1154,28,58,10,68,34,33,10,Visual
1155,12,66,10,46,65,27,8,Reading/Writing
1156,29,57,9,100,66,26,1,Reading/Writing
1157,5,68,6,98,98,32,5,Auditory
1158,10,77,9,51,55,20,0,Reading/Writing
1159,10,57,9,98,44,6,0,Kinesthetic
1160,3,69,7,99,34,66,4,Visual
1161,-3,71,4,69,1,77,7,Visual
1162,33,65,9,84,1,96,8,Reading/Writing
1163,29,100,3,34,39,94,0,Reading/Writing
1164,4,93,0,24,59,45,10,Kinesthetic
1165,30,79,6,21,21,93,5,Kinesthetic
1166,27,59,9,90,90,40,6,Visual
1167,30,68,9,92,17,62,5,Reading/Writing
1168,22,75,8,94,33,9,2,Reading/Writing
1169,2,100,9,16,65,72,5,Kinesthetic
1170,34,60,7,73,34,38,4,Reading/Writing
1171,20,76,8,19,52,25,0,Reading/Writing
1172,20,98,0,44,19,83,0,Reading/Writing
1173,9,94,9,54,57,69,2,Reading/Writing
1174,11,63,4,100,30,14,2,Visual
1175,26,67,2,0,24,91,10,Auditory
1176,36,53,7,50,41,97,1,Auditory
1177,11,67,4,21,83,80,8,Visual
1178,22,66,0,55,24,49,9,Auditory
1179,21,82,5,19,13,92,6,Reading/Writing
1180,22,85,0,84,49,75,3,Kinesthetic
1181,22,56,1,21,62,83,4,Kinesthetic
1182,14,79,0,70,49,90,5,Auditory
1183,25,68,0,64,51,96,7,Auditory
1184,27,86,6,29,24,31,6,Auditory
1185,12,74,3,12,42,45,4,Visual
1186,34,94,9,67,18,29,9,Kinesthetic
1187,36,82,1,95,59,95,10,Reading/Writing
1188,37,57,4,38,12,8,7,Kinesthetic
1189,3,72,9,76,61,25,6,Auditory
1190,13,65,1,29,81,26,9,Kinesthetic
1191,36,56,8,82,40,59,2,Reading/Writing
1192,7,92,0,72,57,3,5,Kinesthetic
1193,33,98,7,83,71,79,5,Reading/Writing
1194,1,72,10,23,61,69,8,Auditory
1195,7,63,10,45,38,55,5,Visual
1196,24,88,3,35,48,16,10,Auditory
1197,26,65,4,87,91,88,0,Auditory
1198,10,99,7,53,6,99,1,Visual
1199,16,64,4,19,81,32,6,Auditory
1200,29,79,0,67,38,78,8,Visual
1201,37,84,4,42,5,69,1,Reading/Writing
1202,9,94,4,81,54,92,8,Auditory
1203,33,95,8,30,56,24,10,Auditory
1204,14,52,8,90,100,24,5,Kinesthetic
1205,21,88,3,23,27,74,8,Visual
1206,24,71,9,67,20,16,8,Visual
1207,13,73,5,65,98,70,1,Visual
1208,24,96,1,29,23,95,4,Kinesthetic
1209,16,96,2,74,26,81,4,Kinesthetic
1210,1,78,9,2,95,42,10,Auditory
1211,28,87,5,36,79,50,5,Auditory
1212,20,80,0,90,98,95,8,Kinesthetic
1213,1,77,6,3,50,70,6,Kinesthetic
1214,31,96,0,91,13,47,5,Visual
1215,7,65,5,52,60,67,1,Reading/Writing
1216,35,51,9,44,93,1,2,Reading/Writing
1217,26,61,1,58,46,20,5,Auditory
1218,26,74,0,17,96,60,1,Kinesthetic
1219,22,77,6,82,49,12,4,Auditory
1220,11,79,4,75,44,60,2,Auditory
1221,5,88,0,16,1,26,5,Auditory
1222,23,90,6,85,41,35,3,Reading/Writing
1223,36,61,0,1,67,43,6,Reading/Writing
1224,24,84,5,5,43,68,6,Kinesthetic
1225,19,54,10,94,39,13,7,Auditory
1226,36,55,8,81,26,10,1,Visual
1227,5,86,0,52,77,99,3,Auditory
1228,20,19,2,79,11,41,2,Reading/Writing
1229,30,62,7,90,79,61,1,Kinesthetic
1230,32,92,9,68,47,57,0,Kinesthetic
1231,16,60,7,41,59,1,3,Visual
1232,32,96,8,91,17,53,5,Auditory
1233,1,66,10,36,92,19,4,Reading/Writing
1234,39,84,9,29,21,80,7,Kinesthetic
1235,32,81,9,48,95,5,1,Auditory
1236,1,89,10,43,93,12,8,Visual
1237,13,86,8,85,67,25,6,Reading/Writing
1238,2,58,3,43,26,95,2,Kinesthetic
1239,25,97,2,72,94,81,0,Kinesthetic
