Student_ID,Hours_Studied,Attendance_Rate,Assignments_Completed,Midterm_Score,Final_Score,Project_Score,Participation_Score
868,31,92,3,28,3,4,5
869,23,56,2,53,64,74,1
870,15,96,3,28,59,37,0
871,11,59,6,16,11,30,3
872,34,78,3,19,38,100,7
873,16,50,5,72,85,53,1
874,28,80,8,81,0,91,1
875,35,76,9,88,13,2,9
876,34,100,2,52,44,44,7
877,3,80,2,8,67,86,6
878,6,67,6,80,33,34,8
879,18,64,7,47,98,93,6
880,27,96,6,92,90,93,2
881,40,81,5,53,11,55,10
882,21,66,8,89,59,75,4
883,20,100,8,29,98,22,7
884,4,67,4,47,61,34,2
885,31,97,1,30,88,41,6
886,0,99,9,41,40,25,4
887,19,62,8,98,99,90,9
888,27,78,9,95,42,71,3
889,36,83,2,89,57,20,9
890,11,50,9,83,76,89,2
891,17,93,7,58,24,68,3
892,4,64,7,26,47,4,4
893,30,95,10,17,97,4,1
894,1,95,2,91,56,40,0
895,8,55,3,15,54,55,9
896,1,83,2,2,5,75,0
897,17,55,9,33,57,70,1
898,34,63,10,47,99,66,0
899,24,51,10,2,42,24,4
900,15,55,1,95,37,85,1
901,40,74,10,45,48,46,4
902,19,63,8,77,44,90,3
903,3,93,8,19,49,3,3
904,31,92,3,63,15,29,4
905,19,98,7,79,3,25,9
906,38,70,0,78,88,72,7
907,14,67,6,92,74,7,9
908,17,88,5,28,73,8,10
909,6,83,4,76,48,45,10
910,2,62,5,63,17,48,4
911,7,63,10,49,29,38,10
912,28,71,7,51,0,49,0
913,7,54,1,95,68,94,3
914,0,76,8,32,35,4,4
915,20,73,9,1,72,54,4
916,38,82,3,82,22,51,7
917,1,62,8,93,50,25,1
918,33,86,8,10,58,38,10
919,20,96,1,23,65,100,2
920,32,86,8,55,33,61,7
921,38,100,4,24,35,34,3
922,39,70,9,82,69,78,2
923,6,87,3,59,37,62,5
924,14,96,10,80,50,85,7
925,8,94,4,66,20,27,9
926,29,65,8,50,90,57,1
927,16,50,0,21,88,6,3
928,37,85,4,34,45,42,2
929,40,77,3,85,93,44,8
930,38,58,5,16,64,70,4
931,20,65,3,20,39,17,9
932,2,85,10,3,61,29,2
933,36,81,3,46,20,80,7
934,16,63,4,97,5,3,7
935,16,71,6,39,43,61,7
936,10,65,3,3,28,20,4
937,9,58,4,19,44,64,3
938,0,82,1,43,2,80,3
939,9,62,6,7,52,76,4
940,24,82,7,93,7,21,1
941,15,74,2,26,14,85,2
942,37,55,4,56,2,3,1
943,31,51,8,49,3,58,5
944,24,86,7,89,75,28,5
945,12,56,3,65,16,89,7
946,15,89,9,10,1,80,7
947,40,71,9,68,19,52,8
948,19,54,0,93,94,5,1
949,27,78,0,15,19,50,8
950,7,50,2,65,99,4,7
951,30,92,6,90,93,68,3
952,27,54,7,53,18,16,10
953,28,68,1,75,3,58,0
954,33,99,2,12,99,90,5
955,36,52,7,64,87,64,9
956,19,57,7,64,11,5,4
957,4,86,3,6,50,1,6
958,26,56,6,4,16,91,7
959,36,86,5,9,61,37,9
960,36,72,6,31,74,28,1
961,30,86,10,37,66,96,9
962,32,73,0,27,36,60,6
963,31,94,2,76,97,39,8
964,16,81,4,50,17,82,6
965,22,50,9,14,46,15,6
966,40,95,9,76,39,99,10
967,36,82,0,86,41,80,10
968,16,79,9,94,70,65,2
969,17,65,1,32,100,69,2
970,13,54,10,44,90,69,6
971,15,98,9,99,77,2,3
972,23,74,10,53,24,59,10
973,38,98,0,93,11,89,10
974,2,93,0,49,19,73,3
975,12,75,4,74,88,75,5
976,38,87,7,82,50,37,9
977,20,97,4,46,80,99,3
978,18,94,8,78,65,28,3
979,15,97,3,15,62,27,6
980,27,61,9,31,19,35,0
981,4,80,10,90,30,84,5
982,7,66,7,49,72,3,8
983,14,67,6,66,82,67,0
984,8,81,10,29,58,77,4
985,17,76,5,23,52,38,4
986,19,55,4,65,73,57,10
987,35,77,3,96,42,92,1
988,25,90,1,90,87,81,9
989,1,80,4,38,27,69,8
990,37,71,7,65,97,59,9
991,5,77,5,57,92,97,4
992,2,98,0,55,45,33,8
993,20,85,7,13,40,87,0
994,22,98,1,98,87,3,0
995,25,58,0,24,69,16,10
996,21,57,2,71,33,31,1
997,19,83,7,45,8,70,7
998,29,61,9,39,52,45,5
999,31,95,9,86,13,42,7
1000,1,80,2,25,13,14,7
1001,39,85,9,27,82,63,4
1002,38,90,4,6,76,72,5
1003,37,56,4,22,6,90,6
1004,29,88,4,70,94,84,1
1005,31,57,2,99,49,10,5
1006,26,72,0,3,72,33,2
1007,11,70,1,28,51,67,0
1008,22,94,6,63,42,27,7
1009,14,76,4,84,29,1,1
1010,34,62,0,82,6,31,8
1011,40,90,10,4,27,80,8
1012,2,98,3,9,32,100,3
1013,14,52,10,3,27,10,0
1014,4,69,7,74,80,84,8
1015,27,60,8,27,47,23,2
1016,39,83,0,63,25,53,1
1017,9,93,8,25,67,53,9
1018,21,97,1,90,46,71,1
1019,2,51,0,23,9,13,10
1020,38,82,0,17,87,31,6
1021,37,56,4,38,73,5,10
1022,35,80,1,22,24,92,9
1023,1,77,10,88,60,31,0
1024,24,91,7,8,59,24,9
1025,37,90,6,88,96,7,4
1026,29,76,0,49,59,56,0
1027,5,66,2,61,44,15,1
1028,14,76,2,92,52,42,3
1029,20,63,9,94,8,5,3
1030,19,62,8,81,49,63,5
1031,12,83,3,80,41,0,1
1032,10,75,2,92,46,52,1
1033,3,75,9,93,64,76,8
1034,33,74,6,17,54,44,3
1035,13,98,0,60,17,21,5
1036,37,97,3,46,6,60,7
1037,11,50,1,95,86,25,6
1038,13,69,0,72,73,18,10
1039,13,64,6,64,32,78,8
1040,24,70,2,82,4,2,1
1041,18,77,4,12,35,100,9
1042,17,99,6,64,6,77,2
1043,11,84,4,67,30,62,10
1044,2,62,5,0,3,30,10
1045,36,69,9,86,40,73,10
1046,8,69,1,30,78,4,5
1047,28,53,6,10,71,77,10
1048,27,93,1,99,92,71,4
1049,21,79,2,89,41,79,7
1050,0,80,0,85,17,67,1
1051,11,90,5,65,71,63,8
1052,3,53,2,30,73,84,9
1053,23,87,9,89,75,58,4
1054,2,98,2,54,64,29,0
1055,5,68,3,95,42,6,6
1056,0,62,6,49,66,63,3
1057,16,65,5,33,79,59,7
1058,2,69,9,62,8,75,1
1059,2,57,7,66,92,33,4
1060,8,60,10,17,69,31,10
1061,17,70,9,0,25,22,4
1062,32,96,8,50,0,69,10
1063,25,77,6,94,39,0,7
1064,21,65,6,83,30,46,6
1065,0,88,1,84,38,98,8
1066,18,52,3,92,62,34,8
1067,5,80,4,44,54,88,8
1068,25,79,6,63,57,97,5
1069,20,57,7,46,88,100,9
1070,4,98,1,60,18,89,6
1071,17,81,8,64,100,16,8
1072,14,61,8,30,15,44,4
1073,19,60,8,46,84,36,9
1074,27,83,9,5,18,16,6
1075,36,95,4,83,40,33,5
1076,8,69,10,12,1,75,2
1077,25,85,6,36,52,1,0
1078,19,84,1,12,79,52,1
1079,6,55,4,7,37,47,9
1080,8,94,0,8,38,93,10
1081,32,53,8,92,25,90,4
1082,21,93,2,51,39,46,10
1083,0,69,4,80,48,27,3
1084,7,95,0,96,47,21,4
1085,33,80,5,92,75,4,8
1086,38,51,10,24,71,89,5
1087,24,97,7,82,72,46,4
1088,32,55,9,59,66,54,3
1089,8,100,1,0,47,98,7
1090,16,88,3,2,0,74,0
1091,10,76,9,9,77,26,8
1092,18,80,4,82,53,2,8
1093,21,87,6,61,18,31,1
1094,8,98,6,61,47,94,6
1095,9,75,10,92,52,61,1
1096,24,56,9,70,10,92,10
1097,20,59,2,69,100,80,6
1098,10,61,10,47,30,62,9
1099,19,100,1,20,13,9,10
1100,11,58,3,88,75,3,4
1101,38,68,0,15,96,79,2
1102,14,67,7,57,9,66,9
1103,5,65,0,85,43,39,10
1104,16,54,10,17,1,40,4
1105,4,60,4,15,89,99,7
1106,14,95,8,38,84,50,3
1107,31,91,10,41,79,76,6
1108,2,91,9,66,12,41,1
1109,2,94,4,18,42,75,6
1110,14,94,3,73,45,98,4
1111,31,82,5,7,91,82,7
1112,7,53,1,56,24,100,3
1113,5,66,0,88,18,27,10
1114,4,70,1,50,8,23,6
1115,15,76,4,89,97,76,7
1116,16,52,7,56,77,1,7
1117,38,85,2,99,44,21,2
1118,4,89,4,93,60,89,6
1119,23,68,7,63,64,55,2
1120,26,78,8,25,3,57,0
1121,24,74,10,52,82,18,1
1122,20,99,2,27,32,80,7
1123,7,66,6,11,60,74,10
1124,33,81,0,68,10,60,10
1125,14,78,1,60,27,53,2
1126,34,72,3,52,65,15,8
1127,25,62,2,12,52,37,8
1128,35,94,4,10,0,80,9
1129,33,71,8,39,51,96,3
1130,34,72,3,1,69,33,7
1131,14,82,8,97,9,78,9
1132,2,58,3,98,74,22,2
1133,40,75,4,0,94,19,7
1134,8,68,3,22,13,91,1
1135,35,77,9,72,98,86,2
1136,25,96,0,31,17,52,8
1137,9,66,2,79,55,38,0
1138,29,65,1,25,71,25,5
1139,35,57,5,91,36,72,9
1140,16,53,6,81,16,12,5
1141,24,88,3,66,21,13,10
1142,10,99,6,42,18,60,6
1143,30,56,7,96,53,39,0
1144,11,63,1,7,94,38,7
1145,24,93,8,41,58,58,9
1146,25,62,8,1,9,18,5
1147,38,79,7,50,2,32,8
1148,12,73,8,99,24,66,4
1149,29,65,5,68,36,63,4
1150,2,83,0,70,90,86,9
1151,30,76,10,9,21,67,5
1152,20,80,7,27,16,70,5
1153,34,57,7,84,38,90,3
1154,28,58,10,68,34,33,10
1155,12,66,10,46,65,27,8
1156,29,57,9,100,66,26,1
1157,5,68,6,98,98,32,5
1158,10,77,9,51,55,20,0
1159,10,57,9,98,44,6,0
1160,3,69,7,99,34,66,4
1161,21,71,4,69,1,77,7
1162,33,65,9,84,1,96,8
1163,29,100,3,34,39,94,0
1164,4,93,0,24,59,45,10
1165,30,79,6,21,21,93,5
1166,27,59,9,90,90,40,6
1167,30,68,9,92,17,62,5
1168,22,75,8,94,33,9,2
1169,2,100,9,16,65,72,5
1170,34,60,7,73,34,38,4
1171,20,76,8,19,52,25,0
1172,20,98,0,44,19,83,0
1173,9,94,9,54,57,69,2
1174,11,63,4,100,30,14,2
1175,26,67,2,0,24,91,10
1176,36,53,7,50,41,97,1
1177,11,67,4,21,83,80,8
1178,22,66,0,55,24,49,9
1179,21,82,5,19,13,92,6
1180,22,85,0,84,49,75,3
1181,22,56,1,21,62,83,4
1182,14,79,0,70,49,90,5
1183,25,68,0,64,51,96,7
1184,27,86,6,29,24,31,6
1185,12,74,3,12,42,45,4
1186,34,94,9,67,18,29,9
1187,36,82,1,95,59,95,10
1188,37,57,4,38,12,8,7
1189,3,72,9,76,61,25,6
1190,13,65,1,29,81,26,9
1191,36,56,8,82,40,59,2
1192,7,92,0,72,57,3,5
1193,33,98,7,83,71,79,5
1194,1,72,10,23,61,69,8
1195,7,63,10,45,38,55,5
1196,24,88,3,35,48,16,10
1197,26,65,4,87,91,88,0
1198,10,99,7,53,6,99,1
1199,16,64,4,19,81,32,6
1200,29,79,0,67,38,78,8
1201,37,84,4,42,5,69,1
1202,9,94,4,81,54,92,8
1203,33,95,8,30,56,24,10
1204,14,52,8,90,100,24,5
1205,21,88,3,23,27,74,8
1206,24,71,9,67,20,16,8
1207,13,73,5,65,98,70,1
1208,24,96,1,29,23,95,4
1209,16,96,2,74,26,81,4
1210,1,78,9,2,95,42,10
1211,28,87,5,36,79,50,5
1212,20,80,0,90,98,95,8
1213,1,77,6,3,50,70,6
1214,31,96,0,91,13,47,5
1215,7,65,5,52,60,67,1
1216,35,51,9,44,93,1,2
1217,26,61,1,58,46,20,5
1218,26,74,0,17,96,60,1
1219,22,77,6,82,49,12,4
1220,11,79,4,75,44,60,2
1221,5,88,0,16,1,26,5
1222,23,90,6,85,41,35,3
1223,36,61,0,1,67,43,6
1224,24,84,5,5,43,68,6
1225,19,54,10,94,39,13,7
1226,36,55,8,81,26,10,1
1227,5,86,0,52,77,99,3
1228,20,88,2,79,11,41,2
1229,30,62,7,90,79,61,1
1230,32,92,9,68,47,57,0
1231,16,60,7,41,59,1,3
1232,32,96,8,91,17,53,5
1233,1,66,10,36,92,19,4
1234,39,84,9,29,21,80,7
1235,32,81,9,48,95,5,1
1236,1,89,10,43,93,12,8
1237,13,86,8,85,67,25,6
1238,2,58,3,43,26,95,2
1239,25,97,2,72,94,81,0
1240,23,77,5,34,39,54,2
1241,11,80,3,60,32,58,3
1242,8,76,4,6,43,44,4
1243,3,96,1,71,25,93,1
1244,4,61,0,59,76,41,2
1245,4,77,5,94,25,25,9
1246,11,95,0,0,67,90,2
1247,10,99,1,49,1,33,2
1248,27,69,2,68,49,84,5
1249,26,70,1,38,72,18,5
1250,21,86,7,36,69,33,10
1251,2,69,10,37,100,77,0
1252,20,66,4,13,10,40,1
1253,10,95,5,19,83,3,3
1254,27,65,0,95,7,68,7
1255,28,76,6,98,86,40,4
1256,16,94,6,22,38,68,8
1257,9,62,8,33,9,96,10
1258,14,97,1,26,57,48,7
1259,28,94,2,30,0,71,5
1260,3,78,6,14,49,59,3
1261,38,71,8,14,37,99,3
1262,23,86,6,67,25,67,1
1263,23,53,5,13,5,93,4
1264,13,82,7,77,39,13,0
1265,25,92,5,39,26,90,1
1266,10,74,5,3,8,44,6
1267,2,64,5,28,35,81,0
1268,10,59,1,79,24,70,7
1269,5,97,6,93,29,98,10
1270,32,73,5,43,78,80,10
1271,16,89,4,22,5,19,0
1272,39,95,7,82,6,4,0
1273,17,65,8,44,16,93,5
1274,3,86,7,43,28,14,7
1275,35,84,2,31,61,63,2
1276,38,94,0,93,99,34,0
1277,14,64,4,98,46,27,6
1278,40,60,6,29,70,48,4
1279,25,70,5,69,50,66,7
1280,32,55,0,86,68,6,10
1281,27,65,10,40,83,19,8
1282,29,88,4,94,31,25,1
1283,27,83,4,51,15,96,1
1284,39,98,9,0,69,50,9
1285,33,78,10,47,4,38,8
1286,9,97,4,43,91,0,4
1287,38,83,7,81,81,63,1
1288,14,78,1,95,6,64,10
1289,29,82,6,84,33,47,2
1290,27,53,7,90,76,32,6
1291,38,50,9,82,7,100,2
1292,25,94,3,80,86,51,2
1293,25,73,0,63,8,36,9
1294,0,72,7,28,96,97,7
1295,21,98,5,6,72,53,7
1296,22,54,4,68,36,2,10
1297,24,82,5,60,47,7,4
1298,7,71,2,34,51,38,8
1299,33,71,4,6,19,66,3
1300,14,85,1,71,4,15,3
1301,1,93,4,14,56,88,0
1302,11,94,4,28,100,27,10
1303,17,93,7,2,22,40,4
1304,6,74,0,99,24,48,10
1305,26,64,0,39,58,88,10
1306,1,53,6,68,42,71,2
1307,34,74,8,100,10,14,10
1308,12,92,3,59,4,93,6
1309,3,63,6,39,14,56,6
1310,27,67,2,76,48,28,2
1311,22,60,4,15,59,1,6
1312,17,80,7,57,91,45,3
1313,20,96,2,76,17,86,10
1314,38,54,5,100,56,78,8
1315,13,64,7,83,59,82,10
1316,12,78,5,8,56,58,9
1317,19,50,1,26,37,97,3
1318,12,69,6,18,7,11,2
1319,7,52,5,72,28,69,10
1320,3,77,2,18,65,65,8
1321,5,88,9,31,41,39,1
1322,23,73,7,35,68,61,9
1323,23,62,5,48,95,75,1
1324,19,81,3,81,8,81,7
1325,12,59,9,92,12,86,10
1326,33,80,1,97,71,50,10
1327,7,91,10,50,49,38,1
1328,33,50,0,69,25,27,6
1329,4,62,6,59,35,13,7
1330,15,70,8,90,64,31,1
1331,15,75,0,84,20,61,3
1332,13,65,2,99,42,57,9
1333,26,70,7,26,48,11,4
1334,30,54,1,11,18,13,5
1335,13,76,8,30,72,50,2
1336,30,89,6,70,45,78,1
1337,13,54,3,86,7,3,3
1338,23,88,2,75,33,50,6
1339,34,56,6,53,69,93,10
1340,14,86,3,96,93,53,0
1341,19,56,3,80,81,34,5
1342,27,85,9,87,50,25,1
1343,37,68,7,73,6,2,10
1344,26,73,4,59,46,94,8
1345,0,69,1,47,86,81,5
1346,11,76,1,3,98,48,4
1347,38,55,2,10,62,3,4
1348,26,57,2,19,85,25,3
1349,35,73,4,63,49,96,4
1350,30,71,5,96,94,69,10
1351,23,60,0,87,99,8,3
1352,31,71,3,53,52,39,5
1353,19,83,6,20,53,53,9
1354,22,84,10,12,50,51,7
1355,2,82,6,36,13,67,7
1356,15,68,9,96,51,9,9
1357,1,72,3,1,2,89,8
1358,36,96,9,59,9,6,1
1359,20,92,4,58,52,96,10
1360,2,63,0,34,96,49,9
1361,11,51,10,55,82,96,2
1362,27,95,4,48,2,45,10
1363,24,57,10,79,19,41,2
1364,15,84,3,11,74,41,6
1365,11,78,2,33,35,6,2
1366,20,100,0,35,67,15,2
1367,21,65,8,22,44,95,0
1368,18,73,1,47,11,24,5
1369,11,55,4,61,89,73,7
1370,11,86,7,5,29,89,9
1371,22,71,8,12,27,71,4
1372,34,77,8,85,77,42,1
1373,8,90,7,62,53,40,4
1374,20,70,0,83,71,77,6
1375,16,78,5,0,3,46,9
1376,1,58,7,92,85,26,0
1377,36,80,5,32,82,36,10
1378,10,85,4,47,37,48,5
1379,20,78,3,62,62,48,10
1380,4,99,2,31,99,8,1
1381,33,58,10,78,19,93,2
1382,36,69,3,86,45,63,10
1383,31,93,3,39,37,9,5
1384,9,54,6,7,53,38,7
1385,38,99,1,24,43,51,1
1386,12,72,0,80,75,23,0
1387,1,91,0,83,21,82,2
1388,22,52,1,95,27,87,0
1389,39,99,2,3,86,49,7
1390,2,87,8,33,60,45,3
1391,20,100,10,62,27,50,9
1392,9,60,8,63,34,85,1
1393,2,62,9,21,11,6,1
1394,14,60,8,31,94,99,0
1395,9,56,4,20,10,68,8
1396,8,83,2,15,70,23,9
1397,15,94,1,6,41,29,8
1398,23,91,1,34,23,78,6
1399,19,73,5,51,48,13,7
1400,29,72,8,71,54,38,10
1401,12,54,6,19,16,92,4
1402,0,56,10,10,61,13,5
1403,3,83,4,35,38,85,10
1404,6,96,10,76,21,25,2
1405,35,83,0,38,82,20,7
1406,20,58,6,73,23,54,5
1407,29,61,2,50,69,90,0
1408,38,62,1,25,46,37,10
1409,26,50,2,8,88,28,10
1410,25,62,9,9,87,52,6
1411,18,53,7,78,91,12,3
1412,13,86,0,35,56,57,6
1413,39,77,1,17,2,7,10
1414,30,100,7,1,50,63,9
1415,6,53,4,38,79,36,2
1416,32,64,4,28,53,72,2
1417,8,59,0,10,64,98,7
1418,1,69,9,30,4,54,0
1419,35,93,10,45,2,83,10
1420,6,65,2,32,36,26,10
1421,4,85,2,15,1,78,5
1422,21,93,1,80,74,67,7
1423,33,74,5,63,44,13,7
1424,15,72,6,72,61,94,1
1425,13,73,10,78,50,92,8
1426,8,87,0,25,84,81,6
1427,5,96,6,32,99,80,9
1428,36,95,3,89,6,48,10
1429,40,98,6,71,3,33,0
1430,1,100,6,21,15,13,10
1431,36,100,7,58,12,54,3
1432,18,60,10,18,96,30,2
1433,16,50,9,50,21,20,8
1434,0,50,9,48,9,55,4
1435,3,56,3,60,77,36,6
1436,36,65,8,44,55,60,9
1437,29,100,10,88,94,90,7
1438,29,81,1,44,32,74,7
1439,28,65,0,44,64,19,7
1440,20,99,0,83,8,94,3
1441,2,68,1,67,53,6,0
1442,24,54,0,73,15,52,0
1443,2,68,6,70,39,19,7
1444,10,85,8,6,29,36,10
1445,38,61,2,2,54,67,6
1446,36,62,10,4,54,91,4
1447,20,84,4,3,82,99,1
1448,13,78,3,82,8,3,7
1449,38,90,5,48,55,94,10
1450,30,96,2,22,20,37,8
1451,39,54,2,59,82,43,6
1452,26,63,3,2,25,76,2
1453,16,92,8,68,42,0,1
1454,23,53,10,40,22,33,1
1455,34,67,9,82,10,22,0
1456,18,73,2,94,28,34,3
1457,33,87,2,45,65,75,2
1458,2,86,4,27,66,97,10
1459,17,54,7,67,8,60,10
1460,30,57,1,77,78,55,4
1461,14,93,7,79,92,31,8
1462,25,63,5,41,59,92,9
1463,40,96,8,45,73,82,8
1464,16,73,4,76,45,41,7
1465,12,92,1,13,48,48,3
1466,17,96,7,54,65,72,4
1467,11,93,6,39,40,61,1
1468,21,74,9,4,77,57,0
1469,36,58,3,91,25,1,5
1470,10,50,3,61,18,31,8
1471,12,100,1,87,63,74,3
1472,35,76,10,18,71,35,7
1473,24,94,0,63,17,60,3
1474,18,61,9,74,84,3,6
1475,0,88,6,41,58,36,4
1476,13,50,1,43,64,65,10
1477,1,65,8,96,96,68,3
1478,4,80,6,73,44,88,6
1479,6,87,3,18,30,28,0
1480,26,61,5,79,72,97,10
1481,30,82,2,6,54,75,4
1482,40,80,10,76,3,29,3
1483,15,54,9,31,87,27,4
1484,23,60,9,13,75,98,0
1485,32,60,8,32,79,53,3
1486,33,89,6,23,38,46,4
1487,5,58,5,83,84,16,10
1488,2,62,2,85,80,42,3
1489,33,69,2,93,58,55,6
1490,10,75,2,75,36,52,6
1491,20,99,6,35,37,96,1
1492,38,82,0,24,57,31,4
1493,23,91,2,77,30,38,1
1494,1,78,4,69,2,62,4
1495,35,84,9,68,42,42,6
1496,29,68,7,60,94,45,6
1497,26,54,8,31,71,1,1
1498,6,86,1,9,60,95,0
1499,0,54,0,99,25,1,5
1500,39,71,3,99,50,77,4
1501,22,54,9,22,32,66,10
1502,6,54,6,37,21,59,3
1503,16,65,5,64,33,99,5
1504,27,61,5,93,47,2,10
1505,19,76,10,35,18,82,1
1506,30,81,10,27,49,40,7
1507,31,74,1,96,99,7,9
1508,37,83,0,68,92,84,4
1509,2,100,0,77,32,39,7
1510,16,94,3,50,79,3,10
1511,19,94,0,20,1,46,6
1512,30,74,6,25,90,70,8
1513,8,56,1,41,44,89,6
1514,22,90,3,32,49,59,4
1515,31,75,9,68,13,87,10
1516,23,77,2,61,48,26,6
1517,8,88,10,8,75,13,5
1518,29,99,4,99,41,98,0
1519,20,53,6,62,78,64,5
1520,22,99,5,54,38,60,10
1521,27,79,7,62,80,35,9
1522,5,85,6,28,3,3,5
1523,19,87,5,31,22,88,8
1524,14,81,3,19,31,10,6
1525,26,100,7,37,93,33,7
1526,34,79,3,79,27,69,2
1527,20,59,7,12,47,37,10
1528,39,76,5,97,87,84,8
1529,11,51,9,0,98,55,10
1530,21,67,2,50,81,29,0
1531,4,85,6,61,66,59,10
1532,0,61,10,56,3,21,7
1533,40,87,9,90,100,28,0
1534,27,51,5,46,50,38,1
1535,2,100,6,100,83,36,9
1536,31,90,7,64,34,21,8
1537,37,91,0,55,72,95,4
1538,11,56,4,18,34,2,2
1539,5,68,0,32,70,14,8
1540,35,65,9,31,17,97,5
1541,20,90,9,90,22,57,7
1542,25,62,4,27,75,73,2
1543,2,88,8,87,19,38,8
1544,1,79,0,14,36,7,4
1545,8,63,7,31,34,34,10
1546,37,72,3,35,12,62,10
1547,40,61,8,82,51,61,8
1548,16,71,0,69,53,75,6
1549,20,56,1,62,59,92,2
1550,20,54,0,48,95,41,8
1551,40,51,10,94,28,100,10
1552,34,60,7,30,16,2,2
1553,33,100,2,76,83,88,9
1554,2,73,1,25,10,6,0
1555,19,78,9,7,44,38,1
1556,21,81,2,76,89,48,1
1557,23,69,10,88,99,57,5
1558,28,92,8,92,53,10,2
1559,11,84,6,94,14,4,5
1560,34,53,7,53,18,10,9
1561,22,90,4,96,28,21,3
1562,13,78,9,39,49,42,3
1563,30,77,2,76,77,36,5
1564,38,68,2,49,83,2,5
1565,23,86,2,54,14,51,8
1566,39,78,8,56,17,11,3
1567,33,88,5,4,66,70,3
1568,38,79,3,95,93,71,7
1569,15,98,0,41,51,79,9
1570,0,55,7,89,31,53,2
1571,21,71,10,41,21,70,9
1572,13,94,7,24,27,8,10
1573,34,71,4,66,46,26,5
1574,13,69,2,28,72,39,4
1575,2,98,3,17,74,62,3
1576,5,65,0,21,93,96,6
1577,10,86,8,5,11,97,6
1578,36,68,5,39,37,72,0
1579,26,69,0,5,25,31,2
1580,28,88,4,87,46,10,5
1581,10,99,3,38,47,87,3
1582,1,60,3,18,93,75,7
1583,11,81,0,95,34,83,2
1584,23,86,6,92,39,37,10
1585,23,59,4,74,0,82,3
1586,32,53,5,22,68,86,8
1587,17,78,2,3,52,80,10
1588,39,55,4,58,27,61,7
1589,20,51,8,82,90,89,6
1590,21,53,1,2,29,64,9
1591,18,75,4,0,48,39,7
1592,1,72,8,14,44,80,3
1593,16,64,5,50,15,22,7
1594,39,66,6,8,40,99,5
1595,3,85,2,67,23,16,8
1596,9,50,2,97,64,15,5
1597,13,67,0,31,29,10,2
1598,13,69,5,49,59,58,3
1599,25,95,6,99,20,39,0
1600,10,93,5,88,82,70,9
1601,24,84,2,52,86,8,10
1602,30,72,6,24,64,65,2
1603,30,88,7,25,50,48,5
1604,30,60,6,5,30,79,1
1605,35,61,7,36,81,44,7
1606,24,65,5,51,60,30,8
1607,30,60,10,3,20,79,10
1608,22,50,9,20,85,65,1
1609,13,68,6,14,37,88,8
1610,16,100,0,79,55,44,9
1611,5,65,2,68,37,89,9
1612,4,50,4,41,8,30,9
1613,18,66,10,78,36,18,9
1614,37,58,6,58,23,88,0
1615,11,72,4,48,37,64,2
1616,34,64,7,3,61,82,5
1617,14,56,0,39,44,46,6
1618,35,67,0,45,91,97,10
1619,21,100,5,23,20,75,0
1620,12,52,7,99,85,26,0
1621,13,71,1,92,82,0,0
1622,5,55,8,92,26,17,5
1623,10,77,1,39,0,0,8
1624,29,89,3,56,29,59,3
1625,2,51,4,88,73,88,4
1626,8,99,8,33,94,52,4
1627,14,91,4,36,33,83,1
1628,6,51,3,69,74,30,10
1629,3,86,0,42,1,7,10
1630,31,74,1,34,12,78,8
1631,11,59,1,29,95,85,4
1632,24,96,7,0,55,11,8
1633,31,59,0,74,99,17,9
1634,14,90,2,48,2,8,4
1635,29,86,1,24,43,55,7
1636,26,85,0,36,49,17,2
1637,7,95,10,88,30,52,5
1638,26,90,6,86,46,64,4
1639,14,81,3,91,11,74,1
1640,5,66,8,49,8,81,7
1641,32,78,0,80,39,13,6
1642,20,81,4,4,18,98,6
1643,23,71,1,61,48,44,9
1644,22,87,4,20,62,41,4
1645,39,84,7,94,40,66,10
1646,13,92,0,84,28,42,9
1647,38,85,8,78,72,86,7
1648,23,62,2,89,98,31,5
1649,40,70,4,93,84,98,2
1650,30,74,9,6,21,80,4
1651,2,63,5,77,47,6,3
1652,20,92,2,52,64,3,9
1653,19,78,4,47,19,26,9
1654,27,73,10,10,62,2,9
1655,36,76,1,74,30,3,7
1656,4,87,10,37,63,45,4
1657,15,69,0,75,76,44,2
1658,26,69,2,53,20,74,8
1659,22,62,7,90,34,75,5
1660,31,86,5,67,5,89,0
1661,29,84,6,85,37,100,6
1662,5,83,0,27,56,95,0
1663,6,100,10,36,15,43,6
1664,14,93,6,66,71,34,4
1665,17,69,4,72,11,41,4
1666,40,95,4,24,15,99,0
1667,14,89,1,46,93,95,4
1668,2,70,2,22,65,36,3
1669,6,52,0,76,92,83,0
1670,33,77,5,1,47,74,10
1671,30,51,9,64,85,24,7
1672,0,82,4,18,82,88,9
1673,5,55,9,81,47,81,10
1674,29,70,1,9,11,95,9
1675,2,69,10,82,100,55,5
1676,13,62,0,40,67,16,1
1677,4,82,3,64,10,2,7
1678,22,51,8,98,1,86,1
1679,26,97,6,18,91,87,10
1680,3,75,1,26,66,7,10
1681,4,72,5,39,57,29,6
1682,11,85,5,1,54,28,1
1683,14,52,6,98,69,89,1
1684,32,74,8,91,40,74,0
1685,25,96,8,10,35,62,6
1686,6,61,6,1,62,45,4
1687,23,54,2,26,31,59,7
1688,19,64,1,79,75,7,0
1689,40,84,1,91,35,6,7
1690,24,81,6,39,2,11,10
1691,19,74,1,52,32,13,0
1692,16,95,3,79,4,25,4
1693,26,77,6,78,50,42,10
1694,35,52,7,7,39,44,6
