,default_riesgo,ingreso_anual,edad,n_transacciones,segmento_cliente,region,score,cliente_riesgoso
437,0,305600,59,23,Bronze,Centro,-0.0229090103383153,NO
438,0,431600,23,18,Gold,Centro,0.2317353765614861,NO
439,0,527200,41,17,Gold,Sur,-0.1086109686325625,NO
440,0,589300,24,20,Silver,Norte,0.1285500496484413,NO
441,1,416400,18,15,Silver,Sur,0.7054656120912698,YES
442,0,438000,43,20,Bronze,Norte,-0.0602957808881418,NO
443,0,361000,41,30,Platinum,Centro,-0.1320641659529806,NO
444,0,495300,37,18,Bronze,Norte,0.0139681965285232,NO
445,1,372700,39,17,Silver,Norte,0.8453397105814676,YES
446,1,586000,70,17,Silver,Norte,0.6610788854803236,YES
447,0,232100,37,19,Gold,Norte,-0.0080961424736773,NO
448,0,446100,45,27,Gold,Norte,0.1010370850190331,NO
449,0,545200,34,14,Silver,Centro,0.034087079134628,NO
450,0,527600,43,13,Bronze,Sur,-0.1572275779724578,NO
451,0,904000,38,14,Bronze,Centro,0.0098887215855183,NO
452,0,552500,36,18,Bronze,Norte,0.1512234910665598,NO
453,1,349400,58,26,Gold,Sur,0.6963058813532501,YES
454,0,485700,52,23,Silver,Norte,-0.2741489429477377,NO
455,0,233600,41,16,Gold,Centro,0.0388214991591073,NO
456,0,487900,18,12,Silver,Centro,-0.0198456439544035,NO
457,0,375000,36,16,Silver,Norte,-0.1829094413921217,NO
458,0,637300,67,14,Bronze,Norte,-0.1679208090053784,NO
459,0,417600,38,20,Bronze,Sur,0.0975107143288808,NO
460,0,482500,51,21,Bronze,Sur,-0.073238274559508,NO
461,0,404700,54,15,Silver,Norte,-0.0907496380735992,NO
462,0,760800,42,14,Bronze,Sur,-0.0035638560931668,NO
463,0,451800,32,23,Silver,Norte,-0.0644202998319938,NO
464,1,774900,18,17,Silver,Norte,0.7100048627777745,YES
465,0,622100,47,19,Silver,Norte,-0.020272002943667,NO
466,0,572300,32,22,Bronze,Centro,-0.1199995580093643,NO
467,1,555300,42,23,Bronze,Norte,0.6488802201438615,YES
468,0,559100,28,17,Bronze,Norte,0.0442753321309104,NO
469,1,210800,37,25,Silver,Norte,0.7041918040238625,YES
470,0,458200,40,16,Bronze,Sur,-0.0081942482391831,NO
471,1,626800,43,20,Gold,Norte,0.8937384241179385,YES
472,0,492700,29,23,Gold,Centro,0.0731037525385535,NO
473,1,289200,52,19,Bronze,Centro,0.7852441264821342,YES
474,0,492100,34,27,Silver,Norte,-0.0165968407794924,NO
475,1,755600,23,23,Silver,Norte,0.7220145190351275,YES
476,0,687000,39,21,Silver,Norte,-0.0431099989525692,NO
477,0,490700,40,19,Bronze,Centro,0.0777549765524128,NO
478,1,642700,42,16,Bronze,Sur,0.6889600095900956,YES
479,0,445000,54,16,Bronze,Sur,0.0222377748930556,NO
480,0,244400,38,14,Bronze,Norte,0.0160611302155168,NO
481,0,361300,39,17,Gold,Sur,-0.0018166881405454,NO
482,0,734400,29,23,Silver,Centro,0.293818806715577,NO
483,0,458900,48,22,Gold,Norte,-0.0666619277494722,NO
484,0,463500,42,26,Bronze,Sur,-0.0675711530158692,NO
485,1,455000,36,19,Bronze,Norte,0.7694096746811756,YES
486,0,785600,21,25,Silver,Norte,-0.0595168999075179,NO
487,0,743900,54,20,Bronze,Centro,-0.0291406361348893,NO
488,1,832800,28,16,Bronze,Centro,0.5913589046644381,YES
489,1,476100,34,14,Silver,Sur,0.7491557919402586,YES
490,0,544300,44,15,Bronze,Centro,0.0504257244484151,NO
491,0,272500,28,23,Silver,Norte,-0.0315192059923444,NO
492,0,721500,25,7,Bronze,Centro,0.0714816688480072,NO
493,0,324800,19,15,Silver,Sur,-0.1858125013733591,NO
494,0,532500,47,16,Gold,Sur,-0.0706853401514343,NO
495,0,335400,35,21,Bronze,Sur,-0.016997918621093,NO
496,0,411700,69,24,Gold,Centro,-0.1172282496902952,NO
497,0,374400,30,28,Silver,Centro,-0.1748713037418722,NO
498,1,408800,31,19,Gold,Centro,0.6692104034961552,YES
499,1,419100,34,25,Bronze,Centro,0.7694020087060741,YES
500,0,417800,42,18,Silver,Centro,0.1282108391426512,NO
501,0,625000,35,15,Silver,Sur,-0.0547287883205372,NO
502,0,334300,46,19,Gold,Sur,0.0733215837621593,NO
503,0,533100,30,20,Silver,Centro,0.0636542038075667,NO
504,0,682700,26,21,Silver,Norte,0.1218608174334496,NO
505,0,423000,22,13,Gold,Sur,-0.0350191030354001,NO
506,1,392300,18,26,Bronze,Norte,0.5201499504815326,YES
507,0,465400,35,17,Bronze,Norte,0.0070185852422744,NO
508,1,677000,37,26,Silver,Sur,0.5986206259030277,YES
509,0,529100,34,21,Silver,Norte,-0.0723505109062007,NO
510,0,420300,52,20,Silver,Norte,-0.0301219144053182,NO
511,0,572600,52,24,Silver,Sur,-0.0338927631349142,NO
512,1,334700,37,27,Platinum,Sur,0.7141559266895794,YES
513,1,602200,22,24,Silver,Centro,0.7703156316419617,YES
514,0,561300,34,12,Bronze,Sur,-0.0367735583275966,NO
515,0,453800,34,22,Bronze,Norte,0.0395697506608004,NO
516,0,374200,33,18,Platinum,Sur,0.0014816009930505,NO
517,0,367000,33,24,Silver,Centro,0.0935494395878445,NO
518,1,580200,33,22,Gold,Sur,0.6811408148893683,YES
519,0,684300,36,20,Bronze,Norte,-0.0078926675774555,NO
520,0,404400,34,15,Silver,Sur,-0.0374400447998906,NO
521,0,568800,42,23,Silver,Norte,-0.0162248539958495,NO
522,1,186900,44,16,Bronze,Sur,0.6216511871654126,YES
523,0,412300,31,21,Silver,Centro,-0.0882597286143513,NO
524,0,495300,53,22,Silver,Centro,0.0775765385282725,NO
525,0,363500,30,14,Silver,Sur,-0.1083201683184601,NO
526,0,359500,24,18,Gold,Norte,-0.0319118089697903,NO
527,0,399800,44,23,Gold,Centro,0.1015342786270996,NO
528,0,543800,32,22,Gold,Norte,-0.0352700795003607,NO
529,1,471900,43,23,Gold,Sur,0.7828740453685574,YES
530,0,164300,18,24,Silver,Centro,-0.0591045720726841,NO
531,1,181900,54,19,Bronze,Centro,0.5948836393649806,YES
532,1,409000,47,28,Gold,Norte,0.5405174145099179,YES
533,0,568700,25,16,Silver,Centro,0.1312724069272661,NO
534,0,87900,25,16,Bronze,Norte,-0.1136871181634415,NO
535,1,425000,57,25,Silver,Norte,0.7747186590125092,YES
536,0,421100,33,17,Bronze,Sur,-0.0999947026793382,NO
537,0,708300,32,19,Silver,Norte,0.1317383917939821,NO
538,0,442200,18,23,Bronze,Centro,0.22067827246151,NO
539,0,557400,36,12,Bronze,Norte,-0.1686530059690336,NO
540,1,521200,38,18,Platinum,Centro,0.5915243565841186,YES
541,0,180400,47,24,Gold,Norte,0.0773131863803224,NO
542,0,615200,26,13,Gold,Sur,0.0513042923365814,NO
543,0,532300,25,13,Silver,Sur,0.0776921854760191,NO
544,0,576200,45,18,Gold,Norte,-0.0573755550404376,NO
545,0,1088900,50,21,Gold,Norte,0.1987534161023367,NO
546,0,187400,24,20,Silver,Norte,0.0118049466689774,NO
547,0,758700,51,17,Platinum,Sur,-0.1216962576843519,NO
548,0,456900,40,21,Bronze,Norte,-0.0253148500042944,NO
549,0,543100,51,26,Gold,Norte,-0.1203566896228832,NO
550,0,493200,39,17,Silver,Centro,0.1590941358554105,NO
551,1,436400,18,13,Silver,Sur,0.6339668737199883,YES
552,0,414500,38,18,Bronze,Sur,0.0492483484744622,NO
553,0,549400,51,15,Silver,Norte,-0.047067314498218,NO
554,1,272400,31,19,Silver,Norte,0.6384612690237487,YES
555,0,612600,36,20,Platinum,Centro,-0.191025418128105,NO
556,0,437600,38,14,Platinum,Norte,0.0598174602990567,NO
557,0,330500,18,20,Platinum,Sur,0.1299181252629184,NO
558,0,432500,57,18,Bronze,Centro,-0.0915967581365151,NO
559,0,688600,31,17,Platinum,Sur,-0.1545229114998671,NO
560,0,419700,45,13,Silver,Norte,0.0803316042737829,NO
561,0,553800,39,31,Gold,Centro,-0.1646241349106251,NO
562,0,390400,53,36,Bronze,Sur,0.1219532935948258,NO
563,0,613700,44,26,Silver,Sur,-0.090439512295462,NO
564,0,602800,38,29,Platinum,Sur,-0.1103292742824626,NO
565,0,777300,31,22,Gold,Norte,0.0248462421131291,NO
566,0,473700,48,16,Silver,Norte,-0.1038139285011437,NO
567,0,600300,21,20,Gold,Norte,-0.0707111081293209,NO
568,1,514700,46,19,Bronze,Norte,0.7353981932671007,YES
569,0,694400,29,31,Silver,Sur,-0.2429112337166646,NO
570,0,392200,53,26,Silver,Centro,0.1642419245928322,NO
571,0,611800,42,16,Bronze,Norte,0.0043640132465737,NO
572,0,470800,46,15,Bronze,Centro,-0.1292966012403528,NO
573,0,490400,41,19,Bronze,Sur,-0.1017245369286841,NO
574,1,513800,22,19,Silver,Norte,0.7991646378260802,YES
575,1,537800,31,23,Bronze,Sur,0.7601052935074103,YES
576,0,482600,47,19,Silver,Norte,0.1386780657285211,NO
577,1,532200,42,20,Bronze,Norte,0.6317257155195765,YES
578,0,736700,52,24,Silver,Centro,0.0296583837150802,NO
579,0,647800,44,26,Silver,Sur,0.0426567911783677,NO
580,0,630400,30,16,Silver,Sur,0.0695267500252236,NO
581,1,431700,32,21,Silver,Sur,0.8127281123432069,YES
582,0,366600,41,22,Silver,Centro,-0.0717263905844347,NO
583,0,643300,18,25,Bronze,Centro,-0.011417026776048,NO
584,0,631400,57,23,Gold,Sur,-0.0610149745580145,NO
585,0,720900,44,24,Bronze,Sur,-0.0052611873356375,NO
586,0,409400,52,17,Bronze,Norte,0.0698432782062975,NO
587,0,465600,24,22,Silver,Norte,-0.1654035500260702,NO
588,0,254100,52,23,Bronze,Centro,0.1109371569459285,NO
589,0,441100,62,25,Gold,Norte,-0.1139182124263749,NO
590,0,649500,27,14,Bronze,Sur,-0.0307370319697231,NO
591,0,430000,48,30,Silver,Sur,0.1243941924966124,NO
592,0,596100,40,21,Bronze,Norte,0.0328009717983405,NO
593,0,471400,25,28,Bronze,Norte,0.0339529948263659,NO
594,1,548600,45,26,Bronze,Centro,0.5819373954704888,YES
595,0,327800,48,19,Gold,Norte,-0.104408593582384,NO
596,0,512800,34,19,Platinum,Centro,0.0941256396668919,NO
597,0,51300,52,15,Silver,Norte,-0.0589143545484389,NO
598,0,472000,23,21,Gold,Norte,-0.0494911873299849,NO
599,0,255400,25,10,Silver,Norte,0.0963951251054711,NO
600,0,680900,41,12,Platinum,Norte,-0.1049913545369527,NO
601,0,616600,40,22,Gold,Sur,0.0269235132886258,NO
602,0,570000,33,21,Bronze,Sur,0.0042907326167691,NO
603,0,728200,48,17,Silver,Sur,-0.0002685725863242,NO
604,0,357700,45,22,Silver,Norte,-0.0518435631877503,NO
605,0,762100,49,23,Bronze,Centro,-0.0579855181463328,NO
606,0,639800,39,19,Bronze,Norte,-0.1078364163794865,NO
607,0,464500,46,17,Gold,Sur,0.0482665026041306,NO
608,0,670300,36,24,Gold,Centro,-0.0668149191516736,NO
609,0,334100,61,19,Gold,Centro,0.0968744621167251,NO
610,0,376300,32,17,Platinum,Sur,-0.0224555041590652,NO
611,0,408700,61,20,Gold,Norte,-0.1058450489421037,NO
612,0,420700,40,24,Bronze,Centro,-0.023781388214842,NO
613,0,341500,26,18,Bronze,Centro,-0.0410857199136474,NO
614,1,683500,54,18,Bronze,Sur,0.8009103411728052,YES
615,1,461200,41,22,Bronze,Centro,0.6630999810748467,YES
616,0,552900,49,21,Bronze,Centro,-0.0276210381200325,NO
617,0,414400,52,17,Silver,Centro,0.1411546705492435,NO
618,0,226900,43,14,Gold,Norte,0.0508267321463349,NO
619,0,540500,34,24,Gold,Norte,0.1662706016003496,NO
620,0,213200,50,22,Silver,Sur,0.1259045004063905,NO
621,0,489700,40,20,Gold,Norte,-0.0887162588362854,NO
622,0,294800,47,6,Silver,Centro,0.0989950854400107,NO
623,0,798100,18,14,Gold,Norte,0.1525303292074591,NO
624,0,636700,44,19,Silver,Centro,0.1532813132323419,NO
625,0,515900,34,14,Bronze,Centro,0.0988095983576687,NO
626,0,689600,57,21,Gold,Norte,0.0967522994909175,NO
627,0,373100,46,18,Bronze,Norte,-0.0302661043675549,NO
628,0,581500,42,18,Silver,Norte,-0.0837382084349574,NO
629,0,530000,45,21,Bronze,Norte,-0.0352217318897456,NO
630,0,539600,30,18,Silver,Sur,-0.1664789001432763,NO
631,1,690900,56,21,Platinum,Norte,0.8342795315421705,YES
632,0,609900,60,18,Bronze,Sur,-0.0283292959417712,NO
633,0,543300,44,22,Gold,Centro,0.1291330729064959,NO
634,0,251800,56,20,Bronze,Sur,-0.1231499577221599,NO
635,0,356000,34,17,Bronze,Centro,0.108262492100221,NO
636,0,481600,32,21,Bronze,Sur,-0.0494880658179319,NO
637,0,514000,40,12,Gold,Sur,-0.1284369408309174,NO
638,0,330500,44,23,Bronze,Centro,0.1627118052159757,NO
639,0,861800,36,20,Silver,Sur,0.1107311669340774,NO
640,0,727500,45,21,Bronze,Centro,0.0211792420185784,NO
641,0,590300,43,29,Bronze,Norte,0.0033937885134963,NO
642,0,510800,30,17,Gold,Centro,0.0439510018819118,NO
643,0,468200,45,24,Bronze,Sur,0.0194628577917411,NO
644,0,357200,49,17,Bronze,Norte,-0.0792275954171471,NO
645,1,511600,42,17,Bronze,Sur,0.6587947730215078,YES
646,0,538700,52,14,Silver,Norte,0.1960717832038703,NO
647,0,313700,28,12,Silver,Centro,0.2672156742628014,NO
648,0,550100,45,27,Bronze,Norte,0.1562668505230683,NO
649,0,476700,28,18,Bronze,Norte,0.0478223940162623,NO
650,0,213800,29,22,Silver,Norte,-0.0337749032701935,NO
651,0,370900,34,22,Bronze,Sur,-0.0798185893896966,NO
652,0,438000,31,20,Gold,Norte,-0.0732282410430202,NO
653,0,783200,35,13,Gold,Centro,-0.055326765868676,NO
654,0,583500,38,12,Silver,Centro,0.2151164041425769,NO
655,0,299700,48,15,Bronze,Centro,0.1806282296382598,NO
656,0,572900,37,24,Silver,Norte,0.0746278389935393,NO
657,0,267900,24,18,Gold,Centro,-0.0960613176412826,NO
658,0,662400,51,21,Silver,Sur,0.0893055926711036,NO
659,0,429300,32,13,Gold,Centro,-0.0238617028510605,NO
660,0,486000,39,13,Silver,Norte,-0.2153009438644121,NO
661,1,698900,44,13,Silver,Centro,0.7287100637401259,YES
662,0,306900,42,22,Bronze,Norte,-0.0841913040834055,NO
663,0,290400,51,24,Silver,Norte,-0.0808053429090037,NO
664,0,412500,45,24,Bronze,Centro,-0.0250407993568007,NO
665,0,655800,31,17,Gold,Sur,-0.0498322972942412,NO
666,0,272100,62,20,Gold,Sur,-0.0034256819104008,NO
667,0,75200,42,24,Gold,Centro,-0.0082330550017205,NO
668,0,432300,39,24,Silver,Norte,-0.1875809092847631,NO
669,0,582800,50,9,Bronze,Centro,0.1520277988882833,NO
670,0,680000,42,21,Bronze,Norte,-0.0983376722948679,NO
671,1,430500,44,28,Silver,Norte,0.6047601614869527,YES
672,0,438300,65,28,Gold,Norte,-0.0328553251790297,NO
673,0,673100,37,18,Silver,Sur,-0.0108334847369294,NO
674,0,219500,37,23,Bronze,Sur,0.1458979816831838,NO
675,1,441700,41,22,Gold,Centro,0.7269423452054901,YES
676,0,528600,51,16,Platinum,Sur,0.0566465484109534,NO
677,0,567400,25,17,Silver,Norte,0.0274536187583281,NO
678,1,423500,20,24,Silver,Norte,0.7231461582498773,YES
679,1,505200,34,12,Gold,Centro,0.7309729503087008,YES
680,0,126800,24,19,Silver,Norte,-0.1932734142568938,NO
681,0,401300,36,20,Platinum,Centro,-0.0249918484839528,NO
682,0,568000,45,13,Bronze,Centro,0.1162261110571157,NO
683,0,352700,31,29,Silver,Norte,0.3942331010806685,NO
684,1,508800,26,18,Silver,Sur,0.5795691067460489,YES
685,0,567000,41,27,Gold,Norte,0.0423079960324352,NO
686,0,448600,49,15,Gold,Norte,-0.0571046577874341,NO
687,0,525600,23,21,Platinum,Centro,0.2047651903896849,NO
688,0,355600,48,18,Silver,Sur,-0.1353782760791481,NO
689,0,469000,48,22,Gold,Centro,0.0624939490315879,NO
690,0,591500,50,19,Silver,Norte,-0.140721109950419,NO
691,0,523500,52,14,Silver,Centro,-0.0318566668060832,NO
692,0,412000,62,16,Bronze,Centro,-0.0034313330749809,NO
693,0,533600,36,24,Gold,Norte,0.1069691681739608,NO
694,0,607200,41,27,Platinum,Centro,-0.1077166826158528,NO
695,0,192500,36,18,Bronze,Norte,0.0663383048847385,NO
696,0,673900,40,15,Bronze,Centro,0.0018777723387946,NO
697,0,449600,55,24,Gold,Sur,0.0272793386285979,NO
698,0,563800,27,22,Silver,Norte,0.0958332714685141,NO
699,0,679600,31,18,Platinum,Sur,-0.1282556693005287,NO
700,0,294200,54,19,Bronze,Centro,0.0810594973148592,NO
701,0,393600,50,15,Bronze,Sur,-0.0568904853089424,NO
702,0,456700,36,11,Silver,Sur,0.1095873454976825,NO
703,0,382400,49,22,Bronze,Sur,0.033455763453788,NO
704,0,760200,43,16,Bronze,Centro,-0.0209528381517055,NO
705,1,371500,55,20,Bronze,Norte,0.6409974030909178,YES
706,0,416700,41,14,Bronze,Centro,0.082329499435533,NO
707,0,530700,50,24,Bronze,Centro,0.1260951685480927,NO
708,0,319700,66,22,Platinum,Centro,-0.0532851540860184,NO
709,0,440600,46,21,Bronze,Norte,-0.1133006565781397,NO
710,0,547600,40,25,Silver,Centro,0.0694211042945225,NO
711,0,450100,47,17,Gold,Centro,-0.14485309420337,NO
712,0,486000,36,10,Silver,Norte,-0.1305512437582971,NO
713,0,420600,64,18,Silver,Norte,-0.1062700275527899,NO
714,0,272800,42,27,Silver,Norte,-0.0415450483038749,NO
715,1,548200,37,20,Gold,Sur,0.5663668110784554,YES
716,0,763200,32,17,Gold,Norte,-0.1938799909381577,NO
717,1,502800,51,20,Silver,Sur,0.5864555805662877,YES
718,0,533800,49,19,Gold,Sur,0.0642474446572618,NO
719,0,603900,35,24,Silver,Centro,-0.1271544072126767,NO
720,1,309600,46,31,Bronze,Sur,0.6659730322045829,YES
721,0,755400,25,22,Gold,Centro,0.1946698462365562,NO
722,0,530300,42,25,Silver,Sur,-0.004917413002709,NO
723,0,744800,45,21,Gold,Norte,0.0342530989729593,NO
724,0,390000,57,20,Bronze,Centro,-0.0946040018251553,NO
725,0,772700,32,23,Bronze,Sur,0.2163474853700142,NO
726,0,616300,27,19,Gold,Centro,-0.0541294489138428,NO
727,0,583000,31,9,Bronze,Norte,-0.0228104684451516,NO
728,0,535100,27,14,Gold,Sur,0.1317058677967364,NO
729,0,462700,53,13,Platinum,Sur,-0.0181734244853618,NO
730,0,680100,55,24,Gold,Norte,0.0047888782675214,NO
731,0,521100,43,15,Silver,Sur,-0.0281688320789129,NO
732,0,204900,52,22,Silver,Sur,-0.0274832378057227,NO
733,0,332400,41,19,Gold,Centro,0.0370502010828091,NO
734,0,472100,39,17,Gold,Sur,0.0552943189198105,NO
735,1,546500,37,26,Silver,Norte,0.6356751568787432,YES
736,0,491500,37,20,Platinum,Sur,-0.0766080456146929,NO
737,0,682800,25,15,Silver,Centro,-0.0609136088857563,NO
738,0,207300,43,25,Platinum,Sur,-0.1401254014199768,NO
739,0,521500,40,27,Bronze,Centro,-0.1590430258519297,NO
740,0,227300,47,14,Bronze,Sur,0.0297167147224907,NO
741,0,614000,41,23,Silver,Centro,0.0938595803175112,NO
742,0,485800,38,17,Bronze,Centro,0.0871045293145217,NO
743,0,562900,31,16,Gold,Sur,-0.2381991273136658,NO
744,0,370400,41,19,Bronze,Norte,-0.024506508704326,NO
745,1,691900,47,15,Platinum,Norte,0.589790804440744,YES
746,0,656300,29,17,Bronze,Sur,0.0143737437820856,NO
747,0,587500,41,16,Silver,Sur,-0.0417823518809381,NO
748,1,480600,42,21,Bronze,Sur,0.7591911906244588,YES
749,0,587000,33,23,Silver,Sur,-0.0019153090401341,NO
750,0,394000,34,17,Bronze,Sur,-0.1896001894917889,NO
751,1,628300,42,22,Bronze,Norte,0.6032914127200459,YES
752,0,747400,29,16,Silver,Centro,0.0005785114826653,NO
753,0,660600,43,17,Bronze,Centro,0.0090110429231086,NO
754,0,390600,31,16,Bronze,Norte,-0.1405676807704002,NO
755,0,554200,51,23,Gold,Norte,-0.1536459703546122,NO
756,0,306000,63,18,Bronze,Centro,0.0056245337573178,NO
757,0,585900,31,16,Silver,Norte,-0.1403667306050527,NO
758,1,567600,45,24,Bronze,Sur,0.5331370573499213,YES
759,0,219500,33,18,Bronze,Norte,-0.0445140512631341,NO
760,0,325700,50,22,Silver,Norte,-0.0488446091338651,NO
761,0,457500,27,24,Bronze,Norte,-0.0878400477339301,NO
762,0,454900,45,15,Gold,Norte,-0.0703736956724962,NO
763,0,318600,31,16,Gold,Centro,0.0013835723222394,NO
764,0,558300,38,15,Bronze,Centro,-0.0720162903679819,NO
765,0,537700,30,24,Platinum,Centro,0.0070697021664839,NO
766,0,470900,48,19,Bronze,Centro,-0.0380468536117334,NO
767,1,386600,32,22,Bronze,Sur,0.7167650155386656,YES
768,0,657300,46,21,Bronze,Sur,0.0878205565436645,NO
769,0,748300,37,15,Silver,Centro,0.0839247845390595,NO
770,0,427500,39,10,Silver,Centro,0.1288210471066083,NO
771,0,408200,41,14,Bronze,Centro,0.083814689689716,NO
772,0,573700,32,22,Gold,Norte,0.0238557531541804,NO
773,0,446300,42,16,Silver,Sur,-0.0433431637640144,NO
774,0,479100,55,12,Bronze,Sur,-0.0387760922816224,NO
775,0,610900,32,29,Silver,Norte,-0.087777730643581,NO
776,0,213600,52,16,Gold,Norte,0.0004529291051558,NO
777,0,697700,55,21,Bronze,Norte,0.0697387478711934,NO
778,0,510900,32,22,Bronze,Sur,-0.072566760288302,NO
779,0,438300,25,20,Silver,Norte,-0.0037217858663773,NO
780,0,486600,43,17,Silver,Norte,-0.0677362228721769,NO
781,0,494400,35,21,Silver,Norte,0.0209354330187614,NO
782,0,240300,59,22,Bronze,Centro,-0.054938338394995,NO
783,0,724200,40,26,Silver,Norte,-0.0739510571294052,NO
784,0,506200,32,24,Silver,Centro,-0.0679966694932025,NO
785,1,566400,29,18,Silver,Sur,0.7503328773845566,YES
786,0,642700,51,23,Bronze,Sur,-0.0096749405330354,NO
787,0,346800,34,21,Silver,Sur,-0.0428421730000035,NO
788,0,571000,40,13,Bronze,Centro,0.026140450254721,NO
789,1,459900,50,21,Silver,Norte,0.6585483782532349,YES
790,0,627000,35,18,Gold,Sur,0.1126517893685703,NO
791,0,180900,40,16,Silver,Norte,-0.0973866153693256,NO
792,0,485100,40,16,Bronze,Centro,-0.0186971512817281,NO
793,0,409600,47,26,Silver,Sur,-0.1404765221667001,NO
794,0,564800,46,18,Gold,Norte,-0.0346874391890093,NO
795,1,570500,38,12,Gold,Norte,0.532036450229337,YES
796,1,393900,41,23,Silver,Sur,0.7746316522559126,YES
797,0,393200,36,21,Bronze,Norte,0.0766503767005579,NO
798,0,483400,25,17,Silver,Centro,0.0784170173724476,NO
799,1,365500,43,20,Silver,Sur,0.7028872480174467,YES
800,0,626300,59,25,Platinum,Sur,-0.0879870404710092,NO
801,0,444600,31,21,Silver,Sur,-0.0800340632035949,NO
802,0,64000,32,17,Silver,Sur,0.1530172055220521,NO
803,0,443800,31,17,Silver,Centro,0.1435677103799796,NO
804,0,344200,47,27,Bronze,Centro,0.0122555156950771,NO
805,0,255300,44,12,Gold,Norte,-0.0515634034080327,NO
806,1,314400,38,15,Silver,Centro,0.836862342269851,YES
807,1,516400,31,29,Platinum,Norte,0.630549683861519,YES
808,0,699300,41,17,Silver,Norte,0.0228849208095907,NO
809,0,547000,24,18,Bronze,Sur,0.1351957305398458,NO
810,1,409000,41,21,Silver,Norte,0.6163661500335371,YES
811,0,568400,49,20,Bronze,Sur,0.0829223585637112,NO
812,0,431100,27,11,Bronze,Norte,0.0520560795843869,NO
813,1,395800,25,23,Bronze,Centro,0.6960483457768438,YES
814,1,326800,56,23,Silver,Sur,0.6006566400866884,YES
815,0,237200,34,19,Silver,Norte,-0.0724439760103275,NO
816,0,441500,51,19,Bronze,Centro,0.0289451072850658,NO
817,0,523700,38,18,Silver,Centro,-0.1423336794881386,NO
818,0,485500,38,15,Silver,Sur,0.0130743859018249,NO
819,0,437600,44,19,Gold,Sur,0.0541050984061663,NO
820,0,358100,31,17,Silver,Sur,0.09852201728091,NO
821,0,591200,41,17,Silver,Norte,-0.1398357074460222,NO
822,0,302400,36,23,Bronze,Sur,0.1316247297161273,NO
823,0,616400,27,20,Gold,Centro,0.1695363494179935,NO
824,0,349700,43,17,Silver,Centro,0.0410151567713594,NO
825,1,387100,37,22,Gold,Sur,0.5961951418575339,YES
826,0,280000,38,19,Bronze,Sur,-0.0328109288360241,NO
827,0,424800,28,25,Silver,Centro,-0.0047597245118507,NO
828,0,646300,56,17,Silver,Norte,0.0270463508730556,NO
829,0,577300,49,12,Bronze,Centro,0.0021981552643602,NO
830,0,646800,50,21,Silver,Centro,0.0281165142894616,NO
831,0,578300,37,18,Gold,Centro,-0.0090746757339122,NO
832,0,334400,23,17,Silver,Sur,0.0265107094512243,NO
833,0,450400,60,23,Platinum,Norte,-0.0460523421161313,NO
834,0,383000,39,23,Bronze,Norte,-0.0338186716982468,NO
835,0,699600,33,19,Silver,Sur,-0.0576025170476667,NO
836,1,320500,44,20,Silver,Centro,0.8917259534504072,YES
837,0,634100,52,22,Silver,Sur,0.1463900786174322,NO
838,0,633900,40,22,Platinum,Sur,0.0555294190013615,NO
839,0,774400,53,21,Bronze,Norte,0.1325308997267738,NO
840,0,438500,51,20,Gold,Norte,0.0798461338977882,NO
841,0,606800,29,23,Silver,Sur,0.0181271159514055,NO
842,0,842200,33,15,Bronze,Sur,-0.1505571341019683,NO
843,1,407400,50,29,Gold,Norte,0.6737836079874859,YES
844,0,269700,18,20,Silver,Norte,-0.0335037892018351,NO
845,0,218000,39,24,Gold,Centro,-0.1133075173092156,NO
846,0,606900,26,15,Bronze,Sur,-0.1486162274606616,NO
847,1,217500,35,19,Gold,Centro,0.7492719346567025,YES
848,0,444200,37,15,Silver,Centro,0.0324504322370812,NO
849,0,565600,36,22,Bronze,Centro,-0.1167396980067612,NO
850,0,527800,34,14,Silver,Norte,-0.0745878506436189,NO
851,0,563800,29,12,Bronze,Centro,0.1161222273154163,NO
852,0,533300,63,23,Silver,Norte,-0.087769651351656,NO
853,1,691800,59,21,Bronze,Norte,0.7170798903933802,YES
854,0,357200,28,21,Bronze,Norte,-0.0189778299567981,NO
855,0,398500,56,16,Bronze,Sur,0.0506363471062062,NO
856,0,384100,36,22,Silver,Centro,-0.085610765265643,NO
857,0,624500,41,17,Silver,Norte,0.0090083477540107,NO
858,0,635100,39,16,Silver,Sur,0.0168722577345877,NO
859,0,567700,33,28,Bronze,Sur,0.0230180806229219,NO
860,0,677500,50,22,Silver,Sur,0.0079073857962613,NO
861,0,323300,41,20,Silver,Norte,0.034460932059411,NO
862,0,750100,35,27,Bronze,Norte,0.219177033205081,NO
863,0,728500,27,13,Gold,Norte,0.2561297776771106,NO
864,0,610300,31,15,Silver,Sur,-0.0639216140786721,NO
865,0,767300,24,15,Silver,Norte,-0.2318242980352499,NO
866,0,251500,40,22,Bronze,Centro,0.0595495300721973,NO
867,0,421300,28,18,Bronze,Norte,0.0186252459901266,NO
868,1,389700,37,16,Gold,Norte,0.806104185918358,YES
869,1,608200,54,15,Gold,Centro,0.7284885899715317,YES
870,0,342500,52,19,Bronze,Norte,0.0058603939525719,NO
871,0,613600,40,24,Bronze,Norte,0.1128906595877222,NO
872,0,705600,39,17,Silver,Norte,0.1268780588413842,NO
873,0,604300,59,23,Silver,Norte,-0.1386560058780998,NO
874,0,542600,45,15,Gold,Sur,-0.0816606187139583,NO
