actividad_fisica,pasos_diarios,calorias_gastadas,horas_de_sueno,nivel_descanso
4.36,8868.58,1591.01,7.47,77.78
3.48,6572.39,1423.79,7.51,83.16
2.52,5388.95,895.56,8.01,82.15
6.23,13511.87,2414.59,8.91,95.38
5.11,9716.0,1924.92,7.23,80.72
3.07,5960.24,1179.98,6.9,64.4
3.06,6230.57,1220.16,6.68,71.52
4.5,9385.85,1825.89,7.64,68.77
7.5,14727.29,2941.36,7.84,80.48
4.61,7804.71,1951.17,7.12,70.82
2.75,6170.17,1077.29,8.05,86.67
4.63,9643.02,1773.78,7.83,84.12
4.59,8310.36,1859.0,7.53,78.15
0.95,1605.56,578.22,6.87,70.18
4.92,10621.21,2000.94,7.16,74.17
4.65,10031.09,1825.15,5.8,58.3
6.04,12557.94,2264.98,7.67,76.34
7.77,15458.81,3087.43,7.52,82.4
6.69,13421.19,2699.43,7.63,84.13
4.6,9127.87,1799.91,7.85,77.82
3.34,7244.54,1169.55,7.77,78.89
8.86,17282.16,3458.96,7.42,74.64
5.09,9774.76,2180.98,7.53,67.28
5.02,10546.93,2151.76,6.52,63.49
4.96,9905.44,1896.86,7.09,78.91
5.3,11283.49,2186.13,7.54,71.6
4.78,9231.16,1795.53,6.98,80.42
4.14,8251.62,1796.23,8.1,86.88
4.18,7898.22,1696.41,7.04,72.4
4.95,9905.42,2075.31,7.65,79.32
4.18,7630.45,1502.44,7.58,71.23
3.93,7617.65,1640.06,8.02,78.9
5.16,9601.16,2063.09,8.13,88.51
4.62,9582.03,1932.21,7.99,76.79
7.26,14870.27,2993.88,6.03,65.56
1.02,1181.96,416.0,8.34,76.47
6.64,13941.46,2594.82,8.57,79.7
6.87,14986.96,2825.62,7.16,81.13
1.89,3802.83,749.95,7.67,76.6
4.49,8651.38,1707.11,6.88,66.07
4.44,10297.84,1685.12,6.14,68.18
2.89,5117.98,1007.78,6.98,76.06
3.83,7676.6,1482.28,7.12,75.82
3.33,6758.08,1443.92,7.25,69.67
7.63,15929.39,3069.15,6.83,66.85
6.4,12986.9,2508.43,6.99,71.42
6.91,13565.35,2843.42,7.49,78.39
6.08,11689.42,2349.76,6.96,67.07
3.31,6441.93,1332.1,7.88,79.66
4.21,7922.98,1667.32,7.98,81.11
5.73,11492.04,2371.54,9.17,98.1
3.17,6051.52,1109.0,8.29,86.65
6.07,11391.98,2342.78,7.67,69.17
4.64,9906.6,1691.98,7.07,69.59
4.44,8626.7,1749.15,7.71,72.41
6.07,11498.81,2547.72,7.73,80.13
5.67,11248.66,2216.01,7.14,76.02
4.46,8951.29,1732.35,8.05,80.99
6.74,12604.76,2782.77,6.52,63.87
3.38,6922.63,1458.22,7.33,73.64
5.92,11324.23,2360.7,7.89,79.94
5.89,12634.82,2424.33,7.3,69.79
4.54,9333.34,1706.58,7.36,67.46
5.49,10778.45,2333.48,7.4,63.78
3.12,5874.08,1464.2,6.92,75.49
6.39,12719.6,2606.54,8.32,85.7
4.72,9751.69,1680.63,6.79,69.69
4.22,8419.08,1630.54,7.72,83.55
6.57,13038.45,2690.69,7.79,71.62
3.94,7916.15,1535.25,6.84,59.68
2.89,5472.69,1282.14,7.55,77.43
2.67,5158.51,1124.84,6.86,70.1
5.91,10775.13,2292.96,8.47,76.08
3.08,6645.58,1234.97,6.7,68.83
7.63,15413.78,2963.49,7.04,68.42
1.88,3367.48,732.58,6.64,62.39
7.54,16038.74,2962.41,6.55,63.83
5.32,10676.56,2244.09,8.61,73.93
4.85,9191.79,2153.57,7.88,75.84
4.18,8793.61,1529.93,7.6,72.46
5.6,11396.43,2047.16,7.04,73.19
4.94,10084.39,1952.9,8.14,80.56
6.65,13097.03,2510.14,6.92,72.42
5.17,10567.93,2073.16,8.06,67.81
5.23,10320.03,2165.07,6.89,64.7
4.45,9187.13,1931.25,7.05,73.27
4.91,8876.69,1985.97,8.03,78.76
5.46,10706.47,2165.37,8.1,85.27
2.43,5730.57,776.06,7.92,70.16
2.98,5571.91,1193.71,6.77,71.31
6.11,11927.87,2453.09,7.19,68.68
5.26,10288.62,2166.41,7.61,72.42
4.72,8840.65,1818.76,6.91,74.01
5.03,8951.16,1967.56,8.46,90.41
5.52,10927.45,2060.75,5.82,63.36
4.19,8448.65,1447.01,6.95,79.74
3.83,7638.83,1422.17,7.14,77.77
5.29,10515.1,1960.47,5.51,51.12
3.53,7086.4,1446.65,6.52,65.93
5.61,11736.18,2193.14,7.94,77.58
2.45,4797.03,924.63,7.52,85.36
6.54,12800.43,2519.05,8.6,91.54
5.71,11277.23,1960.3,8.58,84.87
5.38,11057.76,2304.45,7.8,82.42
6.47,13654.09,2489.59,7.72,71.03
7.5,14682.35,2958.04,7.55,76.71
6.52,13092.58,2463.13,5.64,51.72
2.24,4646.56,992.67,6.52,56.8
3.08,5664.98,1246.6,7.57,79.63
4.06,8135.75,1542.47,7.93,83.86
5.04,9345.44,1976.43,7.7,79.31
5.78,10668.45,2478.41,6.88,67.84
3.91,8006.14,1557.26,8.16,75.23
5.28,10368.36,2093.89,8.54,79.57
3.87,7834.99,1452.63,8.16,76.72
4.08,8156.5,1443.63,8.19,80.76
2.89,5291.82,1140.0,7.11,76.47
3.62,7207.67,1478.61,8.25,87.83
2.97,5328.4,1298.95,7.6,67.78
3.54,7767.87,1189.63,7.86,75.11
6.58,12482.94,2519.68,7.76,73.96
3.58,7053.91,1372.29,7.41,61.49
8.95,17376.01,3579.08,6.9,71.81
5.74,11765.16,2281.49,7.44,73.19
5.28,10388.79,2098.73,8.19,81.34
3.71,7165.59,1525.79,7.19,78.64
6.05,12527.53,2329.86,8.13,81.69
4.14,8287.8,1748.03,8.02,78.01
5.18,10624.35,2116.55,7.29,75.77
8.84,17189.59,3504.07,8.47,90.02
4.86,9009.41,2102.45,7.25,73.99
6.72,13501.42,2845.21,8.56,89.01
3.95,7731.05,1671.38,7.8,77.31
4.95,10208.25,1677.15,7.49,74.48
7.66,15272.45,3220.37,6.88,69.35
4.06,8221.64,1703.3,7.44,70.62
7.72,14625.65,3288.11,7.36,70.73
6.06,13067.47,2548.4,6.62,73.08
4.16,8230.48,1820.35,7.35,83.52
5.95,12246.02,2467.31,6.94,77.33
6.46,12499.62,2718.4,7.91,72.49
5.93,12019.43,2572.5,8.41,77.04
2.64,4637.9,1079.52,6.64,60.46
3.91,8044.62,1406.49,8.7,87.66
4.63,9079.46,1820.74,7.41,60.06
4.89,9791.29,1994.33,6.82,65.23
5.93,12211.0,2379.89,8.03,87.34
5.27,9916.83,1981.96,7.19,76.79
3.0,5651.72,1035.69,7.44,71.88
5.57,11369.26,2154.0,7.22,70.0
5.92,12880.87,2447.13,6.93,72.12
5.84,11610.33,2493.91,8.01,84.74
6.62,13537.91,2740.13,7.3,70.33
6.25,12448.28,2606.1,6.49,63.77
5.69,12348.66,2267.43,7.89,76.03
4.89,8915.89,1783.69,6.66,59.9
2.51,5064.43,957.9,6.69,65.83
5.64,10476.08,2231.89,8.33,81.87
5.31,9369.78,2074.91,6.66,60.32
5.41,10963.47,2168.42,5.88,62.02
3.08,6239.5,1278.09,7.94,81.78
3.38,6614.41,1436.67,7.29,76.35
6.58,13106.36,2604.08,7.35,69.64
4.94,11430.48,1785.89,7.28,62.88
6.02,11915.41,2360.61,7.66,78.96
5.04,10340.02,2021.36,6.97,66.41
5.04,9764.59,2140.13,8.53,80.88
6.41,12962.47,2506.19,6.47,58.38
4.23,8332.75,1741.63,7.81,76.74
5.14,10083.1,2086.68,7.95,87.38
4.31,9522.62,1727.02,6.97,67.16
4.35,9285.1,1832.36,6.78,62.38
4.54,9140.86,1748.41,8.21,85.38
5.33,9514.3,2075.76,6.81,68.93
4.28,8383.25,1711.56,7.08,60.16
6.88,15118.78,2689.44,8.12,84.52
3.66,7200.85,1514.04,7.52,85.89
4.72,9990.99,1816.56,6.24,49.42
4.34,9401.78,1758.79,8.72,81.05
7.17,14450.42,2858.17,7.13,57.05
5.29,10168.75,2139.43,7.22,71.8
6.55,11877.88,2573.13,7.68,81.74
2.77,5885.4,1074.75,7.94,79.9
5.4,10393.77,2169.83,8.87,95.69
6.33,12756.97,2553.99,6.34,67.53
5.12,9621.94,2048.95,8.08,89.29
6.6,13063.82,2809.82,8.02,86.0
4.22,8464.99,1590.55,7.4,72.03
7.11,14362.34,2839.19,8.05,80.84
8.45,16339.28,3221.98,8.15,77.2
4.46,9509.94,1819.51,6.53,64.17
4.33,8365.05,1621.17,8.72,87.56
7.18,13522.92,2844.2,6.41,63.66
7.37,14684.2,2910.54,6.71,73.76
4.22,8448.61,1714.37,7.32,71.52
4.37,8819.73,1692.61,8.85,83.81
4.58,9835.71,1771.4,7.28,68.49
2.98,5848.42,1336.92,7.48,78.05
3.62,7184.23,1477.27,8.5,78.01
3.49,6435.99,1341.41,7.29,71.89
3.85,8106.88,1514.24,6.68,73.39
4.95,9988.1,2143.72,7.21,73.54
5.35,10492.63,2117.01,8.46,84.22
7.33,13699.16,2861.37,7.55,75.32
3.5,7727.14,1332.49,8.85,83.37
6.48,12339.13,2535.68,8.02,75.88
4.68,9062.39,1812.16,7.05,69.51
4.93,10030.78,1842.36,7.54,76.71
6.01,11426.18,2292.47,6.9,73.77
3.32,5885.08,1243.43,7.03,70.78
5.57,10085.26,2288.6,10.64,113.12
5.25,10859.86,2061.75,8.21,90.16
5.74,11204.76,2274.75,8.1,85.0
5.43,12331.14,2300.51,7.06,76.76
8.68,16868.72,3602.68,8.6,81.03
4.04,7626.05,1589.14,8.27,76.95
4.2,8124.31,1618.32,8.82,90.76
4.07,8252.15,1539.67,8.78,81.13
4.17,8098.47,1735.99,6.46,63.19
4.04,8394.0,1597.1,6.72,71.09
6.78,13077.76,2674.76,6.8,75.04
7.13,13570.72,2770.94,6.84,67.12
4.14,7388.65,1580.59,7.73,74.01
3.75,6391.15,1532.59,7.1,72.63
5.71,11155.21,2151.31,8.95,84.14
4.17,8192.84,1768.15,8.83,87.47
5.95,11583.08,2326.37,7.5,74.91
5.3,11230.47,2106.79,8.87,88.55
2.73,6066.78,956.86,8.54,85.86
7.32,14475.11,2927.27,7.18,67.67
7.69,14490.67,3044.69,6.09,57.3
4.08,7878.28,1627.32,7.35,69.74
4.42,8536.98,1914.55,7.05,62.39
5.43,10529.03,2189.29,7.64,78.15
5.5,10654.51,2121.21,7.56,80.1
5.99,11648.9,2323.99,7.54,79.42
8.02,15837.34,3265.64,7.87,77.35
4.73,9151.39,2023.7,6.65,62.46
3.8,7709.27,1549.21,7.79,81.6
2.93,6042.23,1241.28,7.19,75.12
3.9,7351.89,1622.42,7.64,77.49
4.95,10536.15,2122.03,8.17,90.42
7.69,14893.64,2881.78,6.64,66.3
4.22,7638.27,1756.16,7.3,71.75
5.34,10861.75,2232.65,7.42,72.17
4.98,9542.03,1856.27,7.14,63.6
6.78,13725.83,2624.47,8.13,84.61
8.79,16378.96,3431.08,7.0,69.43
4.2,9103.62,1608.6,7.11,73.66
4.27,8867.83,1658.16,7.0,79.24
6.57,12382.24,2650.76,8.26,80.69
6.02,11306.29,2495.7,7.16,59.86
7.77,16376.25,3216.16,7.82,80.63
5.88,11383.09,2266.57,8.88,89.66
4.46,8505.03,1699.95,7.45,70.81
5.89,10638.94,2485.98,8.28,84.77
6.66,13150.72,2729.9,8.67,90.63
6.23,12347.59,2500.58,8.22,77.46
5.76,11879.57,2351.7,7.49,73.38
6.6,12500.48,2637.02,7.95,86.88
6.75,12747.74,2754.04,6.6,62.38
7.07,14371.96,2795.69,6.95,69.87
5.97,12449.49,2416.11,7.08,57.65
4.75,8713.07,1748.67,9.07,83.28
5.22,10980.9,2019.25,6.93,70.1
6.81,13638.3,2656.2,6.92,75.35
3.77,8095.1,1472.4,6.77,60.88
5.55,11070.91,2128.55,7.89,79.29
4.41,7558.84,1710.64,7.6,74.12
5.04,10010.25,1865.81,8.26,87.37
6.92,14365.43,2821.94,7.97,73.61
5.29,10126.42,2106.41,6.53,67.49
5.07,9945.33,1857.34,6.93,66.08
2.96,5832.36,1100.6,8.46,85.67
6.12,10789.0,2481.41,7.36,73.92
5.97,12772.13,2332.99,8.33,82.05
8.24,16039.08,3228.26,7.4,76.34
4.54,9329.53,1807.87,6.82,68.44
5.33,10614.1,2165.85,7.29,72.21
5.37,11376.96,2005.99,6.82,66.44
7.37,14935.39,3001.48,7.1,71.43
4.86,9596.65,1862.79,7.64,77.52
5.42,10390.31,2165.62,7.86,73.64
5.91,12222.61,2361.2,6.39,62.12
5.28,9623.11,2059.26,7.49,69.6
4.33,8983.64,1629.77,7.09,70.69
5.29,10032.75,2087.89,7.05,67.5
6.61,13847.04,2806.71,7.59,79.78
3.46,7001.1,1247.92,7.11,74.51
5.2,10720.97,2249.01,8.47,80.06
3.95,7940.63,1553.96,8.33,83.3
6.79,12708.95,2720.57,8.33,86.47
2.72,5000.07,977.42,7.15,70.66
4.16,8659.43,1587.52,6.83,64.62
5.57,11214.96,2176.04,7.56,70.11
7.35,15287.07,2834.74,7.39,78.22
4.9,10004.39,1939.66,7.07,75.25
4.17,7851.05,1626.18,6.68,65.73
7.82,15245.44,3313.77,7.47,78.54
2.83,5707.42,1014.59,7.22,57.35
1.7,2246.56,690.99,7.98,86.46
5.66,12156.76,2288.79,7.97,78.87
4.25,8714.71,1591.74,8.27,83.41
3.47,7549.82,1455.94,6.62,64.58
6.06,11334.77,2385.18,7.78,84.79
5.37,11353.68,1897.04,6.99,64.6
4.15,9423.51,1727.54,6.65,73.83
3.08,5498.65,1120.12,7.2,73.98
6.31,13003.07,2418.7,8.25,85.59
5.98,11951.16,2458.91,7.24,70.75
4.85,8930.26,1905.78,8.6,79.42
7.77,15786.35,3199.76,7.88,83.49
3.39,7206.55,1478.97,7.22,73.8
2.71,5122.86,1020.19,8.31,89.93
3.96,8507.23,1664.18,7.81,77.15
4.93,9029.86,1897.1,6.85,66.38
5.37,9982.64,2369.32,8.8,94.95
4.64,9344.59,1785.96,7.68,86.38
5.53,11068.86,2313.84,7.51,75.18
3.12,5887.09,1333.46,6.9,65.25
7.17,14736.09,2897.87,8.33,87.31
4.88,10018.99,1883.65,7.86,77.35
6.68,13780.96,2655.24,7.94,82.4
5.51,10966.61,1990.28,7.14,70.15
5.69,11671.55,2296.49,8.08,88.66
5.85,11486.48,2376.82,8.14,77.89
5.67,12370.04,2281.98,7.03,72.72
5.96,11521.9,2088.3,6.51,62.64
6.99,15040.11,2670.93,7.91,77.66
5.29,10607.01,2043.1,6.4,61.93
6.06,11439.26,2454.57,7.61,79.76
4.87,10414.83,1975.09,7.19,76.46
7.16,14383.3,2847.05,8.35,86.32
3.99,8396.39,1657.69,7.23,71.71
7.7,16014.75,2977.94,8.28,83.45
4.94,10048.5,2036.93,7.14,75.89
2.85,5411.55,1189.01,8.2,86.65
5.19,10872.17,2114.62,8.94,75.97
3.98,7957.22,1573.16,6.75,66.16
6.26,12864.86,2687.46,7.7,75.92
4.02,6965.26,1657.75,9.42,97.59
4.33,8884.94,1635.46,7.55,75.13
2.17,4012.08,891.11,7.54,79.03
4.32,9469.74,1803.86,8.05,75.13
1.36,3039.91,486.86,7.53,76.59
2.62,5368.22,1158.59,6.3,67.55
6.14,12524.4,2494.45,8.29,75.55
6.18,11858.18,2237.23,6.1,73.55
5.64,12088.0,2285.24,7.21,78.04
3.55,8094.76,1379.21,8.35,83.46
4.93,10053.32,2025.09,7.25,68.36
4.99,10784.39,2092.26,7.01,69.27
3.26,6240.33,1324.5,8.12,81.57
7.26,14111.64,3068.56,6.9,71.25
6.32,12652.55,2508.55,6.64,73.95
4.67,9554.58,1929.9,7.69,74.54
5.04,9883.66,2096.63,7.37,76.53
5.31,10894.03,2115.3,6.63,59.83
1.94,4027.99,852.84,7.95,77.39
4.63,8759.31,1792.23,7.83,80.13
3.98,8213.44,1548.55,7.25,75.94
3.5,7426.9,1267.78,7.3,69.19
4.58,9242.43,1855.48,7.83,76.09
7.7,15969.38,3111.14,8.33,90.64
5.96,11313.83,2502.43,7.3,78.83
4.14,8520.44,1736.41,7.96,80.63
5.86,11132.61,2315.07,7.9,67.77
7.1,13641.03,2721.8,8.12,93.71
6.39,12458.44,2598.07,7.53,75.18
5.09,9707.86,2146.85,6.86,67.05
4.03,7785.19,1687.36,7.18,69.15
6.05,11987.59,2527.38,7.74,79.28
5.59,11599.03,2214.9,8.77,89.66
6.34,12525.0,2490.45,7.16,76.37
5.95,11112.7,2307.41,8.06,76.0
6.57,13718.69,2624.14,7.27,71.14
4.2,7975.75,1671.0,7.58,85.93
6.98,13922.82,2811.1,8.56,86.73
5.3,10816.07,2105.63,8.04,79.49
8.11,16325.59,3231.79,6.63,61.6
3.97,8479.53,1508.82,7.1,73.52
7.6,15447.39,3135.74,8.38,88.95
5.3,10163.08,2126.4,7.6,80.37
4.02,9135.03,1591.7,6.7,65.66
4.27,8645.51,1634.93,6.93,71.07
4.52,8965.29,1674.6,7.99,88.28
5.64,11754.46,2385.3,8.2,87.32
5.78,11693.23,2369.17,7.51,71.2
4.14,8478.51,1493.39,9.23,79.6
4.96,11173.03,2061.7,8.08,82.25
8.21,16289.25,3377.61,7.33,77.29
7.59,15023.75,3048.96,6.93,63.84
5.65,11367.26,2421.61,6.82,68.13
5.06,10649.77,2044.47,7.73,76.03
5.18,9606.83,1930.34,7.16,72.1
5.92,10857.78,2404.63,8.67,83.99
3.47,6638.06,1410.81,8.53,91.72
4.61,8410.91,1785.24,7.94,80.17
2.5,4781.83,1056.21,6.67,62.35
5.6,11448.92,2072.77,7.03,74.88
5.97,11496.21,2487.37,8.38,77.47
4.28,7837.03,1622.28,7.11,77.48
7.36,14756.63,2845.9,8.29,87.81
3.16,6753.97,1253.16,7.83,85.27
2.8,4759.39,1164.67,7.54,74.57
5.34,11083.47,2151.06,7.01,67.6
6.57,13549.95,2553.99,7.43,74.76
7.53,15528.83,2959.75,7.63,75.91
4.31,9232.59,1611.37,8.22,78.96
6.62,14337.05,2624.74,6.88,66.03
4.94,9706.43,2084.4,7.32,71.33
4.74,9536.9,1896.0,7.53,69.46
6.33,12442.76,2616.14,7.96,83.03
5.98,11957.96,2536.93,6.86,68.38
2.64,6037.26,995.36,6.58,64.24
7.21,13757.11,2867.27,7.97,74.17
7.07,13709.75,3045.17,6.44,58.57
4.06,8811.9,1769.1,8.4,93.67
5.59,11697.43,2070.24,7.39,70.77
5.74,11300.52,2335.13,6.42,67.22
5.39,11209.22,2156.46,7.16,72.45
4.17,8519.69,1752.46,7.77,63.78
3.99,8735.27,1522.53,7.13,80.23
4.96,9960.59,1900.71,7.51,78.56
6.76,14031.0,2636.03,8.02,76.34
5.82,12951.81,2268.97,7.36,73.44
4.44,9187.21,1859.16,6.84,62.69
6.16,12339.76,2344.9,7.29,82.04
0.73,1815.6,228.61,8.49,80.37
6.72,13263.66,2510.36,8.68,84.18
2.39,5974.84,1056.88,6.09,57.21
4.46,9002.71,1909.64,8.26,83.04
3.32,6504.52,1295.49,7.68,83.6
3.06,5698.11,1193.4,8.15,90.41
6.74,14031.09,2741.82,7.11,69.15
4.3,9030.49,1866.83,6.26,64.51
5.52,10790.83,2248.76,7.91,79.5
4.93,10147.46,1902.09,6.84,63.51
5.72,10676.84,2124.34,6.53,77.39
5.12,10322.95,1934.58,6.58,72.58
3.08,6377.4,1237.53,7.92,80.15
6.49,13842.47,2532.23,7.6,83.89
4.26,8133.32,1723.24,8.05,86.54
2.67,4691.08,1010.76,7.97,80.09
4.36,8267.94,1637.32,7.21,73.68
7.25,13834.0,2782.75,7.45,82.07
6.28,13218.99,2666.37,7.14,66.69
4.48,9728.36,1879.71,7.35,81.9
4.48,9112.34,1963.5,6.82,67.1
4.52,9645.74,1861.01,7.77,85.36
8.12,16297.22,3203.05,8.25,82.5
5.57,11098.25,2361.5,6.93,70.97
5.65,11123.61,2254.72,8.4,83.8
6.55,12935.65,2640.25,7.58,73.14
5.36,9942.47,2138.99,7.67,75.34
4.61,9355.0,1549.88,6.31,70.0
4.71,9390.78,2042.66,6.23,50.78
4.89,10157.88,2006.14,7.6,69.81
4.94,9935.1,2010.65,8.05,76.9
6.09,12101.54,2430.4,7.03,64.91
5.08,9720.24,2047.51,8.67,94.24
6.1,12234.0,2379.86,8.01,86.43
4.88,10126.97,2013.23,6.86,71.6
5.12,9664.24,1916.47,7.52,72.03
2.0,4049.13,819.69,9.23,99.01
6.37,12865.5,2605.95,6.63,58.36
5.52,10680.43,2188.03,7.87,89.41
6.5,12700.1,2635.89,7.27,69.32
0.66,1426.54,163.11,7.99,78.64
8.13,15698.41,3156.44,8.39,81.72
4.79,9756.19,1939.92,7.23,66.93
6.66,12876.87,2732.76,8.28,92.46
3.44,7411.71,1188.57,9.05,94.49
5.92,13007.24,2419.87,7.55,81.54
3.42,6409.37,1313.63,8.05,74.38
4.06,8395.8,1606.46,7.09,71.77
7.87,15378.72,3014.47,7.51,77.74
4.71,9948.43,1800.43,7.38,75.12
5.33,10019.67,2227.07,8.06,74.78
6.31,12850.5,2525.33,8.34,88.81
5.74,11050.55,2259.13,7.42,74.84
5.23,10347.76,2078.6,8.57,80.96
5.55,10579.37,2267.9,8.57,76.43
8.61,17621.42,3486.1,8.09,83.96
4.91,9408.65,1957.93,7.14,83.64
5.3,10879.28,2229.96,7.07,65.64
6.58,12979.91,2727.44,6.93,70.17
6.66,13259.34,2704.65,8.16,87.2
6.78,13634.97,2717.68,6.65,60.17
5.96,11535.28,2448.97,7.97,77.34
3.29,6676.17,1345.62,6.74,63.13
7.45,15665.46,3086.14,8.08,85.69
3.28,6171.92,1402.15,7.51,81.75
5.45,11493.81,2079.76,8.43,85.13
3.87,8486.22,1438.84,8.3,78.78
4.9,9399.51,1891.39,8.5,82.83
5.49,10258.76,2294.87,8.52,82.07
5.48,11115.05,2035.18,7.6,71.12
5.63,10992.06,2292.63,6.69,66.38
7.42,15775.44,3004.48,6.76,70.51
5.68,11378.01,2388.39,6.04,62.84
4.63,8866.43,1871.54,6.74,67.37
6.45,12318.68,2444.13,7.55,75.77
6.78,14113.36,2617.75,7.11,70.67
3.16,6031.58,1145.24,7.37,67.25
5.9,11814.11,2304.65,7.84,79.25
6.05,12581.42,2402.41,7.29,69.95
4.55,8865.18,1704.92,6.71,60.41
7.06,14104.16,2972.49,7.46,76.48
4.77,9541.55,1777.44,6.87,65.65
5.19,10718.39,2209.96,7.31,74.24
4.74,9776.16,2014.67,8.44,88.64
5.02,9936.68,2099.18,7.31,68.36
3.36,6743.0,1272.86,8.74,87.86
2.84,5493.96,1170.21,8.5,75.97
7.39,14044.71,2828.97,7.09,78.61
3.73,7587.92,1582.91,6.72,60.43
3.51,7971.92,1397.77,7.46,72.06
1.77,3097.97,667.03,8.31,89.77
4.04,7696.6,1494.25,7.16,70.4
3.02,5595.37,958.4,8.14,75.37
7.46,15288.34,2881.36,8.35,87.02
6.51,13253.69,2717.17,6.96,73.03
3.97,7856.28,1546.83,7.03,67.1
8.38,16298.3,3334.53,8.0,77.36
6.47,12991.48,2654.61,7.61,73.89
4.51,8243.19,1985.67,7.02,69.16
1.25,2573.5,632.86,7.25,63.07
8.44,17308.59,3277.33,7.45,73.6
2.92,5205.68,972.0,6.4,72.97
2.53,4297.54,1248.72,8.04,75.88
6.53,13857.43,2840.44,7.16,68.73
8.66,17013.38,3482.7,5.55,49.6
7.08,14720.79,2703.51,7.48,77.89
5.85,11614.73,2434.67,6.98,75.82
5.89,11703.29,2346.05,8.68,92.72
6.28,12779.45,2500.75,7.09,64.66
6.14,11834.79,2544.8,6.73,69.82
5.42,10909.82,2202.15,7.86,85.72
5.16,10121.86,1943.94,7.04,72.93
4.91,9151.97,1929.97,6.95,71.94
3.87,7906.85,1613.74,7.86,76.21
4.58,9026.32,1882.62,6.77,68.82
2.46,4842.62,1010.43,6.48,70.98
4.85,9099.9,2034.34,8.71,88.72
3.52,7829.93,1370.67,7.91,72.82
3.34,7127.59,1355.71,7.32,70.87
5.27,11021.76,1770.38,7.5,81.02
7.09,14023.28,2790.24,7.85,80.16
6.38,11890.36,2627.38,8.18,82.41
2.64,6264.96,1018.66,6.97,66.94
3.52,7000.57,1359.6,7.76,83.51
6.41,12447.91,2460.32,7.15,79.77
3.53,7260.94,1510.84,7.37,79.99
4.66,9909.66,1920.07,7.61,83.34
5.83,11638.63,2412.57,7.5,73.16
3.55,7734.25,1246.37,8.01,77.65
5.16,10857.63,2047.18,7.84,77.63
3.0,5459.73,1171.57,6.44,64.64
4.1,7859.0,1611.12,6.55,72.65
5.48,11438.11,2130.27,7.24,78.24
2.61,3864.71,1009.59,8.78,90.49
5.66,11246.7,2349.25,6.9,61.88
4.97,9225.67,1796.93,7.35,65.1
5.83,11419.19,2509.22,7.12,72.45
5.34,10522.33,2182.73,7.11,75.52
7.05,13913.3,2814.25,7.62,75.85
5.19,10099.54,2165.82,8.48,94.38
4.36,8163.21,1597.17,7.82,72.78
5.18,11512.85,2006.91,6.94,63.33
5.81,12563.63,2313.87,9.43,90.95
5.07,9565.55,2165.87,7.56,72.04
5.06,10912.83,2019.71,7.1,73.59
3.95,7694.29,1623.81,8.49,82.78
4.01,8075.89,1543.3,7.17,63.98
2.9,5760.55,1207.12,8.66,91.1
7.62,14918.86,3217.47,6.89,60.11
3.13,6760.34,1353.23,8.5,79.65
3.96,7984.23,1576.11,7.64,68.29
3.92,7606.5,1636.5,8.4,85.07
6.34,12032.48,2594.71,8.83,89.24
4.56,8668.35,1873.69,6.71,76.65
6.87,12922.54,2859.84,8.39,88.5
3.99,7985.64,1706.35,6.51,72.35
5.42,10238.65,2154.68,6.77,69.11
3.75,7361.18,1562.98,6.94,64.49
8.22,17120.5,3248.78,7.85,79.17
3.22,7036.85,1195.13,7.52,78.19
5.46,10913.32,2158.94,7.38,77.35
5.95,11857.79,2372.64,7.6,73.66
5.62,12181.33,2082.12,7.91,81.58
4.72,9704.52,1974.86,7.97,75.01
4.81,9446.63,1645.38,8.27,77.44
5.07,9418.43,2297.77,8.77,82.16
4.78,9755.93,2061.99,7.49,74.97
6.45,13306.3,2552.23,7.14,65.46
8.32,16315.74,3327.26,7.93,77.17
4.16,8473.13,1695.8,6.7,71.5
2.95,5708.8,1119.2,7.02,65.1
4.87,9643.14,1966.29,8.2,79.47
8.87,16495.22,3533.43,7.41,74.49
3.79,7478.09,1508.37,6.65,67.78
7.46,15402.04,3001.62,6.46,62.07
7.52,14717.4,2875.27,7.53,79.28
4.17,8365.5,1671.8,8.3,85.95
5.85,11328.97,2357.73,8.29,88.6
7.44,15065.41,2989.92,7.58,75.37
4.43,8754.36,1750.94,8.91,86.5
4.69,8919.64,1991.64,7.43,70.85
4.13,8921.23,1615.63,7.4,75.57
3.48,7420.2,1413.88,5.7,55.14
4.03,7749.71,1740.16,7.19,69.02
3.16,6577.07,1257.7,8.1,78.72
5.05,10370.96,2041.9,8.59,82.53
3.85,8011.23,1528.38,6.92,70.18
5.35,9854.23,2264.01,7.82,71.17
2.67,5835.62,1040.69,8.23,83.84
5.5,10707.79,2326.86,7.51,78.46
6.25,12321.67,2489.76,5.9,56.11
2.01,5337.73,717.81,7.67,86.34
5.56,11273.11,2292.37,8.03,80.42
6.84,13489.85,2706.13,6.84,60.56
3.19,5268.43,1336.27,7.32,71.81
7.51,15712.6,2730.6,6.69,67.22
5.63,10584.45,2251.93,5.7,59.25
3.94,7383.24,1531.03,8.22,80.9
4.92,9667.02,1860.21,7.5,69.92
5.84,12383.19,2279.67,8.62,80.71
5.11,10614.64,1988.23,8.1,77.73
5.81,11537.35,2318.46,7.25,69.73
3.62,7392.13,1310.86,7.44,68.74
5.25,10207.89,2133.24,7.9,75.3
2.88,5828.68,1288.39,8.18,85.07
4.83,9702.99,1961.36,7.73,85.5
3.64,7772.66,1538.55,8.27,86.52
